Market Data - All Shares
As of  22/10/2020 

Name,Symbol ,ISIN,Index,Closing Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
HAMLET,HAML,IL0010803240,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",5392.00,-0.19,371.98,EoD
HANAN MOR,HNMR,IL0011025322,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",2377.00,-1.04,25.51,EoD
HAREL,HARL,IL0005850180,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance, TA-Family",2454.00,-0.41,5042.67,EoD
HILAN,HLAN,IL0010846983,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",15190.00,-0.07,2478.13,EoD
HIRON,HRON,IL0001500110,"TA-Growth, TA-AllShare",151990.00,0.00,0.00,EoD
HOD,HOD,IL0003510158,"TA-Growth, TA-AllShare, TA-Industrials",1749.00,0.00,0.21,EoD
HOLMES PLACE,HLMS,IL0011425878,"TA-Growth, TA-AllShare, TA-Rimon",270.00,-1.42,65.13,EoD
IBI INV HOUSE,IBI,IL0001750186,"TA-Finance Index, TA-Maala Index, TA-Growth, TA-AllShare, TA Insurance-Plus",4020.00,0.00,5.39,EoD
IBITEC     FUND,IBITEC.F,IL0011425381,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",83.10,0.97,72.83,EoD
ICB,ICB,IL0010970544,,120.10,2.04,142.20,EoD
ICECURE MEDICAL,ICCM,IL0011224156,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare",70.10,-1.54,262.29,EoD
ICL,ICL,IL0002810146,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",1245.00,-0.40,19744.72,EoD
IDI INSUR,IDIN,IL0011295016,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",8000.00,-1.23,945.49,EoD
IES,IES,IL0004310152,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",15250.00,1.80,184.51,EoD
IFF,IFF,US4595061015,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",37070.00,-2.52,15750.33,EoD
ILD RENEWAL,ILDR,IL0011214744,,213.80,0.42,20.31,EoD
ILEX MEDICAL,ILX,IL0010807530,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",12150.00,-1.22,328.71,EoD
IMCO,IMCO,IL0002820129,,1499.00,0.00,0.00,EoD
INBAR GROUP,INBR,IL0004240102,,103.70,-0.67,47.26,EoD
INFIMER,INFR,IL0010806888,,1664.00,-5.24,2104.15,EoD
INROM CONST,INRM,IL0011323560,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",1280.00,-1.77,722.59,EoD
INTELICANNA,INTL,IL0006730126,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",296.80,3.20,58.43,EoD
INTER INDSTRIES,ININ,IL0010809288,,418.30,-0.38,41.16,EoD
INTERCURE,INCR,IL0011063760,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",352.70,-1.92,879.70,EoD
INTERGAMA,INTR,IL0001740112,,4599.00,2.84,2.71,EoD
INTERNET GOLD-M,IGLD-M,IL0010834435,,2244.00,2.09,0.48,EoD
ISRACARD,ISCD,IL0011574030,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",952.90,-0.42,2468.99,EoD
ISRAEL CANADA,ISCN,IL0004340191,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Construction",570.00,1.79,7187.53,EoD
ISRAEL CORP,ILCO,IL0005760173,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",38500.00,-1.31,8510.16,EoD
ISRAEL OP     L,ISOP.L,IL0011199242,,40.00,1.27,38.09,EoD
ISRAEL SHIPYARD,ISHI,IL0011685331,,6947.00,2.04,3454.85,EoD
ISRAMCO       L,ISRA.L,IL0002320179,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",58.90,0.00,1076.27,EoD
ISRAS,ISRS,IL0006130343,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",51980.00,-0.35,1115.28,EoD
ISROTEL,ISRO,IL0010809858,,4304.00,-2.43,18.51,EoD
ISSTA,ISTA,IL0010810740,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",3763.00,-3.02,242.76,EoD
ITAMAR,ITMR,IL0011024580,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",233.00,-1.19,1403.17,EoD
JERUSALEM,JBNK,IL0007260180,"TA-Finance Index, TA-Growth, TA-AllShare",714.20,-0.01,57.86,EoD
KADIMASTEM,KDST,IL0011284614,,280.50,5.93,103.94,EoD
KAFRIT,KAFR,IL0005220111,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1618.00,0.68,74.65,EoD
KAMADA,KMDA,IL0010941198,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2789.00,-0.39,3991.30,EoD
KARDAN N.V.-L,KRNV-L,NL0000113652,,2.50,0.00,0.80,EoD
KARDAN REAL ES,KARE,IL0011184475,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",187.10,0.97,19.10,EoD
KARDEN ISRAEL,KRDI,IL0012101528,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",170.90,-6.61,224.57,EoD
KENON,KEN,SG9999012629,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",8575.00,-0.03,4607.84,EoD
KERUR,KRUR,IL0006210111,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",9769.00,-0.19,952.26,EoD
KITOV PHARMA,KTOV,IL0007650166,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",147.60,-0.54,192.96,EoD
KLIL,KLIL,IL0007970358,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",22980.00,0.61,244.23,EoD
KMN CAPITAL-M,KMNK-M,IL0011068066,,340.00,13.48,35.52,EoD
KNAFAIM,KNFM,IL0005430173,"TA-Growth, TA-AllShare",549.40,-0.60,51.01,EoD
LACHISH,LHIS,IL0008260163,,517.60,0.00,0.00,EoD
LAHAV,LAHAV,IL0001360101,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",295.10,-0.30,821.34,EoD
LAND DEV,ILDC,IL0006120104,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",2307.00,-0.69,233.49,EoD
LAPIDOT HEL L,LPHL.L,IL0010912488,"TA-Growth, TA-AllShare, TA Oil & Gas Index",131.10,-0.38,4.58,EoD
LAPIDOTH   CAP.,LAPD,IL0006420173,"TA-Growth, TA-AllShare",2876.00,0.10,107.24,EoD
LEADER,LDER,IL0003180143,"TA-Growth, TA-AllShare",58.60,2.45,4.26,EoD
LESICO,LSCO,IL0011409468,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",397.00,-0.90,24.99,EoD
LEUMI,LUMI,IL0006046119,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",1638.00,2.25,77296.56,EoD
LEVINSKI OFER,LEOF,IL0002000144,,40.40,3.59,110.01,EoD
LEVINSTEIN ENG,LEVI,IL0005730143,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",15330.00,1.66,37.10,EoD
LEVINSTEIN PROP,LVPR,IL0011190803,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",5473.00,-2.93,332.27,EoD
LIBENTAL,LBTL,IL0005840116,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1250.00,3.22,2.21,EoD
LINEAGE THERAP,LCTX,US53566P1093,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",425.80,-1.46,129.84,EoD
LIVEPERSON,LPSN,US5381461012,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",19860.00,-2.31,5339.86,EoD
LODZIA,LODZ,IL0007530129,,2143.00,-3.86,27.20,EoD
LUDAN,LUDN,IL0010814395,"TA-Growth, TA-AllShare",619.90,0.00,1.25,EoD
LUZON GROUP,LUZN,IL0004730177,,58.70,1.38,48.82,EoD
LUZON REAL E.,LZNR,IL0006660166,,42.00,0.00,5.00,EoD
MAGIC,MGIC,IL0010823123,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",4581.00,-3.21,859.46,EoD
MALAM TEAM,MLTM,IL0001560189,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",59660.00,-0.55,502.09,EoD
MAMAN,MMAN,IL0002380140,"TA-Growth, TA-AllShare",616.30,-0.85,6.94,EoD
MASLAVI,MSLA,IL0011067498,,519.70,3.84,2.60,EoD
MATOMY,MTMY,IL0011316978,,19.90,0.00,0.00,EoD
MATRIX,MTRX,IL0004450156,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA Sector-Balance",8109.00,-1.92,4003.30,EoD
MAX STOCK,MAXO,IL0011685588,,1369.00,-0.07,5891.00,EoD
MAYTRONICS,MTRN,IL0010910656,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",5294.00,3.26,6638.53,EoD
MEAT-TECH,MEAT,IL0010807209,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",357.20,-3.30,886.33,EoD
MEDIGUS,MDGS,IL0010961717,,40.00,3.09,816.96,EoD
MEDIPOWER 0.1$,MDPR,CY0100361019,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",505.00,1.08,4.12,EoD
MEDITR TOWER,MDTR,IL0011315236,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",699.30,-0.85,335.86,EoD
MEDIVIE,MDVI,IL0011226540,,449.00,0.72,57.62,EoD
MEGA OR,MGOR,IL0011044885,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",8869.00,-0.58,1446.66,EoD
MEHADRIN,MEDN,IL0006860147,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",14730.00,-0.07,136.50,EoD
MEITAV DS,MTDS,IL0010818438,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1244.00,4.27,1173.19,EoD
MELISRON,MLSR,IL0003230146,"TA-35, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",12210.00,-2.09,3322.49,EoD
MENDELSON    IF,MNIN,IL0011294449,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",738.00,2.63,8.04,EoD
MENIVIM REIT,MNRT,IL0011405730,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",166.10,-0.95,98.72,EoD
MENORA MIV HLD,MMHD,IL0005660183,"TA-90, TA-125, TA-Finance Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",4798.00,1.33,951.97,EoD
MER,CMER,IL0003380123,,280.00,0.00,0.00,EoD
MERCHAVIA HOLD,MRHL,IL0002570146,,73.20,4.27,6.59,EoD
MESHEK ENERGY,MSKE,IL0011669749,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Energy Utilities",347.10,0.99,355.54,EoD
MGURIT,MGRT,IL0011391955,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",537.80,-0.28,224.19,EoD
MICRONET,MCRNT,IL0010997877,,589.20,0.15,433.56,EoD
MIGDAL INSUR.,MGDL,IL0010811656,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",265.00,-0.15,2640.30,EoD
MILLENNIUM FOOD,MIFT,IL0011675019,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",140.10,-0.78,394.65,EoD
MIN HAGOREN,MNGN,IL0010805229,,1729.00,0.00,0.00,EoD
MINRAV,MNRV,IL0001550362,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",46200.00,1.32,26.80,EoD
MIRLAND,MLD,CY0106902113,,2.40,-4.00,1.63,EoD
MISHORIM,MSHR,IL0011051963,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",541.10,-0.11,64.10,EoD
MIVNE,MVNE,IL0002260193,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",650.70,-2.71,6164.76,EoD
MIVTACH SHAMIR,MISH,IL0001270193,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8242.00,2.16,1982.65,EoD
MIZRAHI TEFAHOT,MZTF,IL0006954379,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",6850.00,3.04,57174.55,EoD
MOBILE MAX-M,MBMX-M,IL0011051393,,730.00,0.86,0.12,EoD
MODIIN     L,MDIN.L,IL0003450173,"TA-Growth, TA-AllShare, TA Oil & Gas Index",292.10,-1.85,18.40,EoD
MORE INVEST,MRIN,IL0011414641,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1080.00,5.99,5138.77,EoD
MY SIZE,MYSZ,US62844N2080,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",353.90,-3.67,27.87,EoD
MYDAS,MYDS,IL0005440156,,53.30,0.00,0.00,EoD
NAPHTHA,NFTA,IL0006430156,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",1308.00,-1.21,264.34,EoD
NAVITAS PTRO  L,NVPT.L,IL0011419699,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",984.50,1.45,396.36,EoD
NAWI,NAWI,IL0002080179,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",1593.00,0.57,179.38,EoD
NETANEL GROUP,NTGR,IL0004210162,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",548.90,-1.98,14.03,EoD
NETO,NTO,IL0001680136,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials, TA-Family",15900.00,-0.63,1944.29,EoD
NETO MALINDA,NTML,IL0011050973,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",6950.00,0.91,431.58,EoD
NEW HORIZON-M,NERZ-M,IL0003970188,,511.30,4.52,1.85,EoD
NEXTAGE,NXTG,IL0004330119,,423.10,-4.71,51.30,EoD
NEXTCOM,NXTM,IL0010957855,,820.60,2.72,647.35,EoD
NEXTGEN-M,NXGN-M,IL0010839301,,229.00,2.05,149.84,EoD
NICE,NICE,IL0002730112,"TA-35, TA-125, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",76260.00,-2.85,42671.46,EoD
NISSAN,NISA,IL0006600196,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",2950.00,-2.12,3.36,EoD
NORSTAR,NSTR,PAL0605071A3,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties Abroad",1521.00,-1.36,836.20,EoD
NOVA,NVMI,IL0010845571,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",19550.00,-1.26,4907.65,EoD
NOVOLOG,NVLG,IL0011401515,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance",289.20,1.23,1790.62,EoD
O.R.T.,ORTC,IL0010862303,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",2420.00,1.00,5.91,EoD
ONE TECHNOLOGI,ONE,IL0001610182,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",28810.00,-0.55,1395.68,EoD
OPAL BALANCE,OPAL,IL0010949860,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",246.80,0.86,23.92,EoD
OPC ENERGY,OPCE,IL0011415713,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",3508.00,2.57,36140.36,EoD
OPKO HEALTH,OPK,US68375N1037,"TA-35, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon",1436.00,-1.24,6320.02,EoD
OPTIBASE,OBAS,IL0011355166,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",3944.00,0.03,0.04,EoD
ORAD,ORAD,IL0011044968,,45.30,-1.09,11.32,EoD
ORAMED PHARM,ORMP,US68403P2039,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",888.20,-5.27,117.06,EoD
ORBIT,ORBI,IL0002650179,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",1033.00,0.00,175.13,EoD
ORIAN,ORIN,IL0011035065,"TA-Growth, TA-AllShare, TA-Rimon",2673.00,0.11,10.40,EoD
ORMAT TECHNO,ORA,US6866881021,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Energy Utilities",23240.00,-3.65,13316.99,EoD
ORON GROUP,ORON,IL0011357063,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",565.40,0.57,4.84,EoD
OVERSEAS,OVRS,IL0011396178,"TA-Growth, TA-AllShare, TA-Rimon",339.50,-0.06,53.63,EoD
P.C.B TEC,PCBT,IL0010916851,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",517.70,0.49,17.05,EoD
PALRAM,PLRM,IL0006440130,"TA-Growth, TA-AllShare, TA-Industrials",2899.00,0.98,217.73,EoD
PANAXIA ISRAEL,PNAX,IL0011043630,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",266.80,-0.41,96.15,EoD
PARTNER,PTNR,IL0010834849,"TA-90, TA-125, TA-Maala Index, TA-AllShare, TA-Communication & InformationTechnology, TA-Rimon, TA-SME150, TA Sector-Balance",1369.00,-0.73,644.34,EoD
PAYTON,PAYT,IL0004120155,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",5950.00,-0.98,323.22,EoD
PAZ OIL,PZOL,IL0011000077,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",31650.00,-1.16,5461.85,EoD
PENINSULA GROUP,PEN,IL0003330136,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",233.40,-0.77,173.06,EoD
PENNANTPARK $,PFLT,US70806A1060,,2788.00,-5.27,42.08,EoD
PERION NETWORK,PERI,IL0010958192,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",2641.00,1.38,1151.34,EoD
PERRIGO,PRGO,IE00BGH1M568,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",15320.00,-0.39,10478.93,EoD
PETROCHEMICAL,PTCH,IL0007560159,,72.50,-7.99,1.91,EoD
PETROTX,PTX,IL0010997612,,81.10,3.71,2.19,EoD
PHARMOCANN,PMCN,IL0010968902,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",207.70,1.02,18.53,EoD
PHOENIX,PHOE,IL0007670123,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance",1751.00,-1.02,3325.74,EoD
PLASSON INDUS,PLSN,IL0010816036,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",15010.00,-1.18,357.03,EoD
PLASTO CARGAL,PLCR,IL0007270163,"TA-Growth, TA-AllShare, TA-Industrials",316.40,-0.16,0.58,EoD
PLASTOFIL    -M,PPIL-M,IL0010928401,,669.40,2.31,1.04,EoD
PLAZA CENTERS-L,PLAZ-L,NL0011882741,,134.90,2.20,6.10,EoD
PLURISTEM,PSTI,US72940R3003,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",3354.00,-6.52,2552.04,EoD
POALIM,POLI,IL0006625771,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2020.00,2.85,88922.67,EoD
POALIM IBI,PIU,IL0010844822,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1451.00,2.11,190.30,EoD
POLYGON,POLY,IL0007450187,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",2310.00,0.00,2.36,EoD
POWERFLEET,PWFL,US73931J1097,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2271.00,4.27,202.25,EoD
PRASHKOVSKY,PRSK,IL0011021289,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",5900.00,-0.25,1761.90,EoD
PRIORTECH,PRTC,IL0003280133,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",4918.00,-0.28,188.72,EoD
PROPERT & BUIL,PTBL,IL0006990175,"TA-RealEstate, Tel-Div Index, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",29290.00,2.16,1912.94,EoD
PROTALIX,PLX,US74365A3095,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",1218.00,-1.06,57.16,EoD
QUALITAU,QLTU,IL0010839558,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",1803.00,-4.15,207.12,EoD
QUEENCO,QNCO,IL0003860116,"TA-Growth, TA-AllShare",700.00,0.26,21.01,EoD
RALCO,RLCO,IL0003930174,"TA-Growth, TA-AllShare",2579.00,0.86,2.94,EoD
RAM ON,RMN,IL0010909435,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",1210.00,0.17,94.35,EoD
RAMI LEVI,RMLI,IL0011042491,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",23200.00,-0.09,1250.41,EoD
RANI ZIM,RANI,IL0011436198,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",405.10,-0.74,193.32,EoD
RAPAC,RPAC,IL0007690261,"TA-Growth, TA-AllShare, TA-Rimon",2303.00,-1.83,163.32,EoD
RATIO       L,RATI.L,IL0003940157,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",121.30,0.41,2293.32,EoD
RATIO PETROLE L,RTPT.L,IL0011398646,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA-Family",306.40,5.15,2280.92,EoD
RAVAD,RAVD,IL0005260125,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",610.40,0.18,7.50,EoD
RAVAL,RVL,IL0011038788,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",685.00,-0.61,657.35,EoD
REIT 1,RIT1,IL0010989205,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",1259.00,0.24,2617.70,EoD
REIT AZORIM LIV,AZRT,IL0011627754,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",937.10,0.15,53.38,EoD
REKAH,REKA,IL0010810096,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",2574.00,-1.57,87.77,EoD
RIMONI,RIMO,IL0010804560,"TA-Growth, TA-AllShare, TA-Industrials",5333.00,-0.91,64.85,EoD
ROBOGROUP,ROBO,IL0002660152,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",745.50,-3.76,470.91,EoD
ROTEM EN REM L,RTEN.L,IL0011477507,,64.80,1.57,35.29,EoD
ROTSHTEIN,ROTS,IL0005390153,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",2307.00,1.05,15.23,EoD
RSL,RSEL,IL0002990161,,360.30,-6.17,23.54,EoD
