Market Data - All Shares
As of  29/11/2020 12:29

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
HAREL,HARL,IL0005850180,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance, TA-Family",2857.00,0.28,1972.24,12:28
HILAN,HLAN,IL0010846983,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",15530.00,-0.13,758.77,12:28
HIRON,HRON,IL0001500110,"TA-Growth, TA-AllShare",163700.00,,1.64,10:29
HOD,HOD,IL0003510158,"TA-Growth, TA-AllShare, TA-Industrials",1790.00,5.67,51.87,10:35
HOLMES PLACE,HLMS,IL0011425878,"TA-Growth, TA-AllShare, TA-Rimon",335.40,-2.30,31.85,10:53
IBI INV HOUSE,IBI,IL0001750186,"TA-Finance Index, TA-Maala Index, TA-Growth, TA-AllShare, TA Insurance-Plus",5290.00,2.16,98.94,12:07
IBITEC     FUND,IBITEC.F,IL0011425381,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",84.90,2.29,24.14,11:57
ICB,ICB,IL0010970544,,125.00,7.76,741.21,12:05
ICECURE MEDICAL,ICCM,IL0011224156,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare",62.70,-1.72,120.48,12:27
ICL,ICL,IL0002810146,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",1581.00,-1.00,6278.85,12:29
IDI INSUR,IDIN,IL0011295016,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",9855.00,2.07,2885.47,12:29
IES,IES,IL0004310152,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",17620.00,-0.96,120.70,12:22
IFF,IFF,US4595061015,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",37710.00,0.72,1655.97,12:28
ILD RENEWAL,ILDR,IL0011214744,,316.00,2.27,24.85,12:07
ILEX MEDICAL,ILX,IL0010807530,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",11420.00,-0.70,312.23,12:26
IMCO,IMCO,IL0002820129,,1726.00,,11.24,11:24
INBAR GROUP,INBR,IL0004240102,,126.00,-2.33,12.40,12:22
INFIMER,INFR,IL0010806888,,1400.00,1.60,154.19,12:28
INROM CONST,INRM,IL0011323560,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",1579.00,0.51,975.40,12:23
INTELICANNA,INTL,IL0006730126,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",311.90,0.39,66.55,11:53
INTER INDSTRIES,ININ,IL0010809288,,647.00,-5.15,196.02,12:08
INTERCURE,INCR,IL0011063760,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",374.00,1.71,1666.99,12:06
INTERGAMA,INTR,IL0001740112,,5501.00,0.02,18.26,12:03
INTERNET GOLD-M,IGLD-M,IL0010834435,,1840.00,0.55,1.43,10:15
ISRACARD,ISCD,IL0011574030,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",1111.00,-0.80,2580.30,12:28
ISRAEL CANADA,ISCN,IL0004340191,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Construction",758.60,0.48,637.96,12:26
ISRAEL CORP,ILCO,IL0005760173,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",56710.00,-2.63,1669.75,12:28
ISRAEL OP     L,ISOP.L,IL0011199242,,45.90,,1.00,10:15
ISRAEL SHIPYARD,ISHI,IL0011685331,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",6509.00,2.15,657.35,12:28
ISRAMCO       L,ISRA.L,IL0002320179,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",72.30,0.56,827.49,12:25
ISRAS,ISRS,IL0006130343,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",67760.00,2.60,354.14,12:25
ISROTEL,ISRO,IL0010809858,,4820.00,-1.11,17.65,12:03
ISSTA,ISTA,IL0010810740,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",4607.00,-1.90,327.75,12:28
ITAMAR,ITMR,IL0011024580,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",220.00,-0.90,893.28,12:22
JERUSALEM,JBNK,IL0007260180,"TA-Finance Index, TA-Growth, TA-AllShare",748.00,,9.96,12:03
KADIMASTEM,KDST,IL0011284614,,302.00,3.96,9.87,10:16
KAFRIT,KAFR,IL0005220111,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1830.00,1.67,157.16,12:23
KAMADA,KMDA,IL0010941198,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2233.00,1.64,1007.38,12:22
KARDAN N.V.-L,KRNV-L,NL0000113652,,1.90,,,
KARDAN REAL ES,KARE,IL0011184475,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",246.60,2.45,2.71,10:36
KARDEN ISRAEL,KRDI,IL0012101528,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",185.90,4.15,8.25,11:43
KENON,KEN,SG9999012629,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",8524.00,-3.25,463.86,12:22
KERUR,KRUR,IL0006210111,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",9704.00,0.02,205.67,12:22
KITOV PHARMA,KTOV,IL0007650166,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",137.00,1.41,63.30,11:42
KLIL,KLIL,IL0007970358,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",25250.00,-0.43,8.85,12:10
KMN CAPITAL-M,KMNK-M,IL0011068066,,300.00,-0.33,7.20,10:15
KNAFAIM,KNFM,IL0005430173,"TA-Growth, TA-AllShare",744.80,2.49,8.66,12:12
LACHISH,LHIS,IL0008260163,,605.20,,,
LAHAV,LAHAV,IL0001360101,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",344.00,3.21,638.32,12:24
LAND DEV,ILDC,IL0006120104,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",3180.00,-0.69,618.14,12:26
LAPIDOT HEL L,LPHL.L,IL0010912488,"TA-Growth, TA-AllShare, TA Oil & Gas Index",140.80,2.10,1.97,12:05
LAPIDOTH   CAP.,LAPD,IL0006420173,"TA-Growth, TA-AllShare",3316.00,0.30,48.01,11:29
LEADER,LDER,IL0003180143,"TA-Growth, TA-AllShare",57.70,-1.03,105.06,12:18
LESICO,LSCO,IL0011409468,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",375.00,-3.82,100.50,12:18
LEUMI,LUMI,IL0006046119,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",1944.00,-0.82,18749.69,12:29
LEVINSKI OFER,LEOF,IL0002000144,,35.30,-7.11,159.69,12:27
LEVINSTEIN ENG,LEVI,IL0005730143,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",18200.00,2.77,3.64,11:17
LEVINSTEIN PROP,LVPR,IL0011190803,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",7416.00,1.04,121.40,12:26
LIBENTAL,LBTL,IL0005840116,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1132.00,-0.53,10.12,11:40
LINEAGE THERAP,LCTX,US53566P1093,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",446.00,4.89,82.83,10:48
LIVEPERSON,LPSN,US5381461012,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",19590.00,3.65,4517.32,12:28
LODZIA,LODZ,IL0007530129,,2402.00,-0.04,0.05,10:15
LUDAN,LUDN,IL0010814395,"TA-Growth, TA-AllShare",681.50,2.48,48.56,11:50
LUZON GROUP,LUZN,IL0004730177,,77.00,-0.52,76.98,11:25
LUZON REAL E.,LZNR,IL0006660166,,46.00,,,
MAGIC,MGIC,IL0010823123,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",5480.00,1.48,479.96,12:25
MALAM TEAM,MLTM,IL0001560189,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",66800.00,0.09,210.00,12:24
MAMAN,MMAN,IL0002380140,"TA-Growth, TA-AllShare",600.10,,90.05,11:28
MASLAVI,MSLA,IL0011067498,,478.40,,,
MATOMY,MTMY-M,IL0011316978,,30.00,-18.92,14.35,10:15
MATRIX,MTRX,IL0004450156,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA Sector-Balance",7468.00,0.04,4399.08,12:29
MAX STOCK,MAXO,IL0011685588,,1487.00,3.12,1064.56,12:27
MAYTRONICS,MTRN,IL0010910656,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",4864.00,3.58,2067.51,12:29
MEAT-TECH,MEAT,IL0010807209,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",387.40,12.75,2309.58,12:29
MEDIGUS,MDGS,IL0010961717,,49.30,-3.52,269.35,12:25
MEDIPOWER 0.1$,MDPR,CY0100361019,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",575.00,1.64,378.28,11:17
MEDITR TOWER,MDTR,IL0011315236,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",894.40,-1.31,279.05,12:22
MEDIVIE,MDVI,IL0011226540,,670.00,-1.53,47.49,11:46
MEGA OR,MGOR,IL0011044885,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",9598.00,-0.62,474.43,12:28
MEHADRIN,MEDN,IL0006860147,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",14120.00,-1.19,2.82,09:59
MEITAV DS,MTDS,IL0010818438,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1475.00,-1.01,320.67,12:27
MELISRON,MLSR,IL0003230146,"TA-35, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",16370.00,-1.98,2692.02,12:29
MENDELSON    IF,MNIN,IL0011294449,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",815.50,,,
MENIVIM REIT,MNRT,IL0011405730,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",190.10,-0.73,162.90,12:17
MENORA MIV HLD,MMHD,IL0005660183,"TA-90, TA-125, TA-Finance Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",5684.00,-0.28,301.55,12:25
MER,CMER,IL0003380123,,259.00,2.01,100.12,12:06
MERCHAVIA HOLD,MRHL,IL0002570146,,67.20,-1.61,13.32,12:23
MESHEK ENERGY,MSKE,IL0011669749,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Energy Utilities, TA-Cleantech",359.40,-1.16,116.79,12:04
MGURIT,MGRT,IL0011391955,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",540.80,-0.99,60.60,12:22
MICRONET,MCRNT,IL0010997877,,460.00,-4.68,73.56,12:29
MIGDAL INSUR.,MGDL,IL0010811656,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",307.70,-0.06,1412.63,12:29
MILLENNIUM FOOD,MIFT,IL0011675019,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",154.90,3.54,576.07,12:21
MIN HAGOREN,MNGN,IL0010805229,,1749.00,-4.32,17.49,11:01
MINRAV,MNRV,IL0001550362,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",48620.00,-0.78,39.01,12:15
MIRLAND,MLD,CY0106902113,,2.40,,3.12,12:11
MISHORIM,MSHR,IL0011051963,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",679.00,-4.27,75.18,12:16
MIVNE,MVNE,IL0002260193,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",834.20,-0.33,4567.63,12:28
MIVTACH SHAMIR,MISH,IL0001270193,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8753.00,0.08,65.94,11:38
MIZRAHI TEFAHOT,MZTF,IL0006954379,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",7371.00,-0.05,8915.23,12:29
MOBILE MAX-M,MBMX-M,IL0011051393,,940.90,,,
MODIIN     L,MDIN.L,IL0003450173,"TA-Growth, TA-AllShare, TA Oil & Gas Index",357.10,-1.24,39.82,11:46
MORE INVEST,MRIN,IL0011414641,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1200.00,-0.83,189.39,12:29
MY SIZE,MYSZ,US62844N2080,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",371.80,-2.41,0.38,09:59
MYDAS,MYDS,IL0005440156,,59.90,,,
NALA DIGITAL,NALA,IL0003410169,,296.70,8.40,30.25,12:22
NAPHTHA,NFTA,IL0006430156,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",1591.00,-0.56,130.45,12:22
NAVITAS PTRO  L,NVPT.L,IL0011419699,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",1169.00,,240.83,12:07
NAWI,NAWI,IL0002080179,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",1754.00,2.99,1216.39,12:29
NETANEL GROUP,NTGR,IL0004210162,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",690.00,1.83,2.76,11:51
NETO,NTO,IL0001680136,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials, TA-Family",16220.00,1.38,71.29,12:22
NETO MALINDA,NTML,IL0011050973,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",6747.00,-2.84,175.36,12:22
NEW HORIZON-M,NERZ-M,IL0003970188,,611.30,,,
NEXTAGE,NXTG,IL0004330119,,400.00,-0.52,66.48,12:19
NEXTCOM,NXTM,IL0010957855,"TA-Growth, TA-AllShare",1000.00,1.83,141.33,12:10
NEXTGEN-M,NXGN-M,IL0010839301,,178.00,,38.52,10:15
NICE,NICE,IL0002730112,"TA-35, TA-125, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",79690.00,2.46,11556.47,12:29
NISSAN,NISA,IL0006600196,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",2981.00,-0.63,82.86,11:51
NORSTAR,NSTR,PAL0605071A3,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties Abroad",2298.00,4.88,2926.28,12:29
NOVA,NVMI,IL0010845571,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",21880.00,3.01,1876.94,12:29
NOVOLOG,NVLG,IL0011401515,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance",321.90,-4.42,2475.72,12:25
O.R.T.,ORTC,IL0010862303,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",2818.00,-3.92,8.15,12:13
ONE TECHNOLOGI,ONE,IL0001610182,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",41690.00,-0.62,536.41,12:25
OPAL BALANCE,OPAL,IL0010949860,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",307.20,0.03,47.53,12:28
OPC ENERGY,OPCE,IL0011415713,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",3250.00,-1.66,876.86,12:23
OPKO HEALTH,OPK,US68375N1037,"TA-35, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon",1390.00,4.12,2084.62,12:29
OPTIBASE,OBAS,IL0011355166,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",4179.00,,,
ORAD,ORAD,IL0011044968,,48.30,0.63,4.25,10:18
ORAMED PHARM,ORMP,US68403P2039,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",1444.00,35.97,541.06,12:25
ORBIT,ORBI,IL0002650179,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",1192.00,0.59,192.65,12:27
ORIAN,ORIN,IL0011035065,"TA-Growth, TA-AllShare, TA-Rimon",2900.00,0.35,29.02,12:23
ORMAT TECHNO,ORA,US6866881021,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Energy Utilities, TA-Cleantech",26330.00,3.09,4757.13,12:28
ORON GROUP,ORON,IL0011357063,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",610.00,4.58,185.65,12:22
OVERSEAS,OVRS,IL0011396178,"TA-Growth, TA-AllShare, TA-Rimon",388.00,5.12,733.20,11:53
P.C.B TEC,PCBT,IL0010916851,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",579.80,0.99,60.96,11:44
PALRAM,PLRM,IL0006440130,"TA-Growth, TA-AllShare, TA-Industrials",3207.00,5.32,7226.52,12:27
PANAXIA ISRAEL,PNAX,IL0011043630,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",284.90,0.56,181.92,12:23
PARTNER,PTNR,IL0010834849,"TA-90, TA-125, TA-Maala Index, TA-AllShare, TA-Communication & InformationTechnology, TA-Rimon, TA-SME150, TA Sector-Balance",1725.00,-3.63,1064.54,12:29
PAYTON,PAYT,IL0004120155,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",6245.00,0.87,107.71,12:13
PAZ OIL,PZOL,IL0011000077,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",33780.00,-0.30,1003.51,12:26
PENINSULA GROUP,PEN,IL0003330136,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",295.30,,29.22,12:19
PENNANTPARK $,PFLT,US70806A1060,,3456.00,,,
PERION NETWORK,PERI,IL0010958192,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",2519.00,-0.24,82.68,12:15
PERRIGO,PRGO,IE00BGH1M568,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",16110.00,0.56,4286.50,12:29
PETROCHEMICAL,PTCH,IL0007560159,,71.00,-1.39,16.79,12:14
PETROTX,PTX,IL0010997612,,89.00,-0.89,2.82,11:08
PHARMOCANN,PMCN,IL0010968902,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",236.50,-3.47,225.36,12:25
PHOENIX,PHOE,IL0007670123,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance",2261.00,1.85,3940.85,12:28
PLASSON INDUS,PLSN,IL0010816036,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",15560.00,-1.89,643.14,12:22
PLASTO CARGAL,PLCR,IL0007270163,"TA-Growth, TA-AllShare, TA-Industrials",346.60,,,
PLASTOFIL,PPIL,IL0010928401,,640.20,,,
PLAZA CENTERS-L,PLAZ-L,NL0011882741,,96.00,-4.00,4.90,10:15
PLURISTEM,PSTI,US72940R3003,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",3154.00,1.94,115.83,12:09
POALIM,POLI,IL0006625771,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2255.00,-0.09,14160.83,12:28
POALIM IBI,PIU,IL0010844822,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1540.00,1.78,67.15,11:55
POLYGON,POLY,IL0007450187,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",2494.00,,,
POWERFLEET,PWFL,US73931J1097,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2384.00,,,
PRASHKOVSKY,PRSK,IL0011021289,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",7878.00,1.22,153.71,12:20
PRIORTECH,PRTC,IL0003280133,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",5150.00,-0.12,83.65,11:09
PROPERT & BUIL,PTBL,IL0006990175,"TA-RealEstate, Tel-Div Index, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",30720.00,-0.42,75.24,12:27
PROTALIX,PLX,US74365A3095,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",1196.00,-5.83,285.36,12:29
QUALITAU,QLTU,IL0010839558,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",2026.00,-0.10,1.42,10:19
QUEENCO,QNCO,IL0003860116,"TA-Growth, TA-AllShare",700.00,0.62,0.01,09:59
RALCO,RLCO,IL0003930174,"TA-Growth, TA-AllShare",3010.00,-0.30,4.93,12:19
RAM ON,RMN,IL0010909435,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",1510.00,0.07,1486.62,12:17
RAMI LEVI,RMLI,IL0011042491,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",22530.00,1.12,1355.15,12:28
RANI ZIM,RANI,IL0011436198,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",479.80,1.91,129.76,12:20
RAPAC,RPAC,IL0007690261,"TA-Growth, TA-AllShare, TA-Rimon",2544.00,3.71,283.13,12:24
RATIO       L,RATI.L,IL0003940157,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",137.50,4.32,10417.82,12:26
RATIO PETROLE L,RTPT.L,IL0011398646,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA-Family",131.50,1.47,908.96,12:26
RAVAD,RAVD,IL0005260125,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",642.00,0.05,54.16,11:08
RAVAL,RVL,IL0011038788,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",892.60,-0.01,5.26,11:25
REIT 1,RIT1,IL0010989205,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",1594.00,-0.81,1396.32,12:28
REIT AZORIM LIV,AZRT,IL0011627754,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",1345.00,1.20,8.67,12:20
REKAH,REKA,IL0010810096,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",2544.00,0.24,10.41,11:12
RIMONI,RIMO,IL0010804560,"TA-Growth, TA-AllShare, TA-Industrials",6000.00,3.45,233.83,11:55
ROBOGROUP,ROBO,IL0002660152,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",576.00,0.91,109.36,11:55
ROTEM EN REM L,RTEN.L,IL0011477507,,62.10,0.49,2.05,11:50
ROTSHTEIN,ROTS,IL0005390153,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",2650.00,1.88,42.32,12:07
RSL,RSEL,IL0002990161,,605.00,-4.29,53.55,11:39
S.R ACCORD,SRAC,IL0004220146,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",5680.00,-3.27,324.42,12:22
SAFE-T GROUP,SFET,IL0010838568,,8.90,-2.20,39.63,12:28
SANO,SANO1,IL0008130143,"TA-Maala Index, TA-Growth, TA-AllShare, TA-Industrials",27680.00,4.77,420.45,12:04
