Market Data - All Shares
As of  07/06/2023 

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
FLYING SPARK,FLYS,IL0011735821,,296.40,5.03,14.62,EoD
FMS,FBRT,IL0003150104,"TA-Growth, TA-AllShare, TA-Industrials",11950.00,-0.25,671.60,EoD
FORESIGHT,FRSX,IL0001990188,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Dual listing",28.30,6.39,488.12,EoD
FORMULA,FORTY,IL0002560162,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",25850.00,3.73,5452.50,EoD
FOX,FOX,IL0010870223,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free, TA-Retail",30000.00,3.27,4019.06,EoD
FRIDENSON,FRDN,IL0011022196,"TA-Growth, TA-AllShare",6000.00,3.31,6.06,EoD
G 1 SECU,GOSS,IL0011562803,"TA-Maala Index, TA-Growth, TA-AllShare",390.00,0.85,10.12,EoD
G CITY,GCT,IL0001260111,"TA-90, TA-125, TA-RealEstate, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-Investment Properties Abroad, TA-125 Fossil Free",1227.00,2.85,4225.07,EoD
G.F.C-M,GFC-M,IL0011226888,,971.60,0.24,0.25,EoD
G.P GLOBAL-M,GPGB-M,IL0011447815,,1538.00,0.00,0.00,EoD
GAMA MANAGEMENT,GMA,IL0011774846,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",1084.00,0.65,26.99,EoD
GAMLA HAREL,GMLA,IL0011758682,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",383.60,0.16,232.67,EoD
GAN SHMUEL,GSFI,IL0005320101,"TA-Growth, TA-AllShare, TA-Industrials",1363.00,0.22,44.55,EoD
GAON,GAON,IL0011047441,,3880.00,0.00,0.00,EoD
GAON GROUP,GAGR,IL0004540170,"TA-Growth, TA-AllShare, TA-Industrials",335.70,-1.47,8.79,EoD
GAV YAM,GVYM,IL0007590198,"TA-RealEstate, Tel-Div Index, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",2597.00,-0.38,1673.74,EoD
GEFFEN R&R,GEFR,IL0011181166,,49.10,0.82,80.40,EoD
GENCELL,GNCL,IL0011696890,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Energy Utilities, TA-Cleantech",186.00,2.20,366.05,EoD
GENERATION CAP,GNRS,IL0011569261,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",79.20,3.53,1957.87,EoD
GIBUI HOLDING,GIBUI,IL0004480195,,76.30,0.00,0.00,EoD
GILAT,GILT,IL0010825102,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials, TA-125 Fossil Free, TA-Dual listing",2080.00,3.12,3321.06,EoD
GILAT TELECOM,GLTL,IL0010805971,,26.70,0.38,0.67,EoD
GINEGAR,GNGR,IL0010958929,"TA-Growth, TA-AllShare, TA-Industrials",629.10,-0.14,20.55,EoD
GIVOT     PU,GIVO,IL0005060228,"TA-Growth, TA-AllShare, TA Oil & Gas Index, TA-Rimon",47.10,-1.88,1147.36,EoD
GIX,GIX,IL0007440113,,48.10,0.00,0.00,EoD
GLASSBOX,GLBX,IL0011762882,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",2178.00,9.17,116.94,EoD
GLILEO TECH,GLTC,IL0010819832,,41.70,-3.02,6.90,EoD
GLOBAL KNAFAIM,GKL,IL0011413163,"TA-Growth, TA-AllShare",53.10,2.31,57.29,EoD
GLOBE ENERGY PU,GLEN,IL0011198335,,8.30,20.29,72.18,EoD
GLOBRANDS,GLRS,IL0011474876,"TA-Growth, TA-AllShare, TA-Rimon",44850.00,0.81,186.42,EoD
GOLAN PLASTIC,GLPL,IL0010919335,"TA-Growth, TA-AllShare, TA-Industrials",1156.00,-1.11,51.25,EoD
GOLD,GOLD,IL0001490130,"TA-Growth, TA-AllShare",14010.00,2.26,397.78,EoD
GOLDEN HOUSE,GOHO,IL0002350101,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Investment Properties in Israel",1321.00,-2.80,101.05,EoD
GOLF,GOLF,IL0010961485,"TA-Growth, TA-AllShare, TA-Retail",679.80,-0.03,5.68,EoD
GOTO,GOTO,IL0011767261,,448.90,3.89,44.92,EoD
GRACE BREEDING,GRAC,IL0011843658,,825.10,3.67,7.43,EoD
GROUP 107,G107,IL0011801813,,107.90,0.00,0.00,EoD
GROUP 11 PU,GR11,KYG4146F1063,,500000.00,0.00,0.00,EoD
GUIDELINE,GUID,IL0002710155,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology",937.00,-0.10,4.75,EoD
HADASIT BIO,HDST,IL0010954050,,134.70,0.00,0.00,EoD
HAGAG,HGG,IL0008230133,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction, TA-125 Fossil Free",1274.00,5.90,1307.63,EoD
HAGAG EURO,HGGE,IL0011436354,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",662.70,6.90,29.11,EoD
HAMAMA,HMAM,IL0011047854,,232.80,0.00,0.00,EoD
HAMASHBIR 365,MSBI,IL0011049595,"TA-Growth, TA-AllShare, TA-Rimon, TA-Retail",95.00,-1.04,13.59,EoD
HAMAT,HAMAT,IL0003840167,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1344.00,-1.47,321.76,EoD
HANAN MOR,HNMR,IL0011025322,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",1315.00,4.86,565.58,EoD
HAREL,HARL,IL0005850180,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance, TA-Family, TA-125 Fossil Free, TA-Insurance",3015.00,4.25,16976.18,EoD
HIGHCON SYSTM,HICN,IL0011699456,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",38.40,3.50,60.49,EoD
HILAN,HLAN,IL0010846983,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",16860.00,-0.41,5600.18,EoD
HIPER GLOBAL,HIPR,IL0011849853,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150",1534.00,0.79,167.41,EoD
HIRON,HRON,IL0001500110,"TA-Growth, TA-AllShare",176660.00,0.73,5.30,EoD
HIVE 2040 PU,HIVE,IL0011777658,,105.40,0.00,0.00,EoD
HOD,HOD,IL0003510158,"TA-Growth, TA-AllShare, TA-Industrials",3842.00,0.00,0.12,EoD
HOLMES PLACE,HLMS,IL0011425878,"TA-Growth, TA-AllShare, TA-Rimon",508.40,5.11,1246.15,EoD
HOMEBIOGAS,HMGS,IL0011722043,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Energy Utilities, TA-Cleantech",494.70,1.27,5.16,EoD
HUMAN XT,HUMX,IL0011700007,,165.10,-4.73,429.69,EoD
I ARGENTO PU,IARG,IL0011733438,,135.60,0.00,0.00,EoD
IBI INV HOUSE,IBI,IL0001750186,"TA-Finance Index, TA-Maala Index, TA-Growth, TA-AllShare, TA Insurance-Plus",9524.00,-0.03,162.28,EoD
IBI UNDERWRIT,IBIU,IL0010844822,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",582.50,-1.27,79.64,EoD
IBITEC     FUND,IBITEC.F,IL0011425381,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",61.30,0.66,7.63,EoD
ICECURE MEDICAL,ICCM,IL0011224156,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-Dual listing",425.00,2.93,2590.55,EoD
ICL,ICL,IL0002810146,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Dual listing",1985.00,3.82,114496.91,EoD
ICON GROUP,ICON,IL0011824849,"TA-Growth, TA-AllShare",636.50,-0.06,40.28,EoD
IDENTI,IDNT,IL0011774507,,338.50,0.00,0.00,EoD
IDI INSUR,IDIN,IL0011295016,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-125 Fossil Free, TA-Insurance",8084.00,1.61,1369.28,EoD
IDOMOO,IDMO,IL0011763468,,399.20,-1.53,91.55,EoD
IES,IES,IL0004310152,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel, TA-125 Fossil Free",29760.00,1.74,1258.65,EoD
ILD RENEWAL,ILDR,IL0011214744,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",451.40,0.45,15.31,EoD
ILEX MEDICAL,ILX,IL0010807530,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",7119.00,-3.72,598.42,EoD
IMAGESAT  I.S.I,ISI,IL0011838138,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",1242.00,0.98,60.95,EoD
IMCO,IMCO,IL0002820129,,1088.00,4.21,2.24,EoD
IMED PU,IMED,IL0011712309,,117.10,0.00,0.00,EoD
IMPACX,IMPC,IL0011803066,,221.30,-4.32,17.71,EoD
INFIMER-M,INFR-M,IL0010806888,,228.80,0.00,2.65,EoD
INROM CONST,INRM,IL0011323560,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free",1355.00,3.99,2037.67,EoD
INTELICANNA,INTL,IL0006730126,,19.10,3.80,13.76,EoD
INTER INDSTRIES,ININ,IL0010809288,"TA-Growth, TA-AllShare, TA-Industrials",390.80,-0.15,30.22,EoD
INTERCURE,INCR,IL0011063760,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA-SME150, TA-Dual listing",742.00,2.80,322.84,EoD
INTERGAMA,INTR,IL0001740112,,6770.00,0.00,0.00,EoD
INTERNET GOLD-M,IGLD-M,IL0010834435,,900.00,18.48,45.86,EoD
ISPAC 1,ISPC,IL0011795890,,9899.00,0.00,0.00,EoD
ISRACARD,ISCD,IL0011574030,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",1547.00,0.72,5913.30,EoD
ISRAEL CANADA,ISCN,IL0004340191,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Construction, TA-125 Fossil Free",820.00,3.11,3901.50,EoD
ISRAEL CORP,ILCO,IL0005760173,"TA-35, TA-125, TA-AllShare, TA-Rimon",91120.00,5.21,22399.28,EoD
ISRAEL OP    PU,ISOP,IL0011199242,,90.20,2.62,67.45,EoD
ISRAEL SHIPYARD,ISHI,IL0011685331,"TA-Growth, TA-AllShare",7521.00,2.20,344.98,EoD
ISRAIR GROUP,ISRG,IL0011871949,"TA-Growth, TA-AllShare",155.30,1.24,946.52,EoD
ISRAMCO     PU,ISRA,IL0002320179,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",123.50,0.41,2428.60,EoD
ISRAS,ISRS,IL0006130343,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",69520.00,3.33,2927.59,EoD
ISROTEL,ISRO,IL0010809858,"TA-Growth, TA-AllShare",7009.00,0.79,35.04,EoD
ISSTA,ISTA,IL0010810740,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-125 Fossil Free",8125.00,5.57,1084.45,EoD
JACOB FINANCE,JCFN,IL0011850570,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",1282.00,0.16,65.10,EoD
JERUSALEM,JBNK,IL0007260180,"TA-Finance Index, TA-Growth, TA-AllShare",1351.00,0.45,64.80,EoD
JUNGO,JNGO,IL0011788622,,401.50,-1.86,6.50,EoD
KADIMASTEM,KDST,IL0011284614,,64.60,-1.07,44.79,EoD
KAFRIT,KAFR,IL0005220111,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1695.00,-0.24,37.46,EoD
KAMADA,KMDA,IL0010941198,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials, TA-Dual listing",1890.00,0.37,1747.51,EoD
KARDAN N.V-M,KRNV-M,NL0000113652,,6.70,0.00,0.00,EoD
KARDAN REAL ES,KARE,IL0011184475,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",406.00,3.89,858.28,EoD
KARDEN ISRAEL,KRDI,IL0012101528,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",192.30,2.12,21.59,EoD
KENON,KEN,SG9999012629,"TA-35, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-Dual listing",8950.00,-2.66,21163.27,EoD
KERUR,KRUR,IL0006210111,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",8252.00,1.61,26.82,EoD
KEYSTONE REIT,KSTN,IL0011759342,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",629.50,4.64,335.14,EoD
KLIL,KLIL,IL0007970358,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",18450.00,-0.54,121.20,EoD
KNAFAIM,KNFM,IL0005430173,"TA-Growth, TA-AllShare",924.30,3.37,86.53,EoD
KVASIR,KVSR,IL0011731457,,935.00,0.00,0.00,EoD
LACHISH,LHIS,IL0008260163,,1119.00,4.58,5.15,EoD
LAHAV,LAHAV,IL0001360101,"TA-Growth, TA-AllShare",351.30,3.72,172.46,EoD
LAND DEV,ILDC,IL0006120104,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel, TA-125 Fossil Free",2725.00,6.03,4938.30,EoD
LAPIDOT HEL PU,LPHL,IL0010912488,"TA-Growth, TA-AllShare, TA Oil & Gas Index",127.70,0.24,0.27,EoD
LAPIDOTH   CAP.,LAPD,IL0006420173,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",6100.00,3.21,1029.18,EoD
LEONARDO DRS,DRS,US52661A1088,,5933.00,-0.12,263.20,EoD
LESICO,LSCO,IL0011409468,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Construction",325.90,2.42,148.90,EoD
LEUMI,LUMI,IL0006046119,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-125 Fossil Free",2732.00,3.25,146049.28,EoD
LEVINSKI OFER,LEOF,IL0002000144,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",44.80,-0.22,23.90,EoD
LEVINSTEIN ENG,LEVI,IL0005730143,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",28340.00,1.61,1515.14,EoD
LEVINSTEIN PROP,LVPR,IL0011190803,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel, TA-125 Fossil Free",7675.00,4.25,592.82,EoD
LIBENTAL,LBTL,IL0005840116,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1762.00,2.14,787.39,EoD
LIBRA,LBRA,IL0011769812,"TA-Finance Index, TA-Maala Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-Insurance",340.60,1.34,56.45,EoD
LINEAGE THERAP,LCTX,US53566P1093,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials, TA-Dual listing",498.70,2.49,24.10,EoD
LIVEPERSON,LPSN,US5381461012,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",1349.00,4.57,2559.80,EoD
LODZIA,LODZ,IL0007530129,,2280.00,-5.00,10.08,EoD
LUDAN,LUDN,IL0010814395,"TA-Growth, TA-AllShare, TA-Rimon",1322.00,-0.30,178.89,EoD
LUZON GROUP,LUZN,IL0004730177,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",138.80,2.21,308.49,EoD
MAGIC,MGIC,IL0010823123,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",4570.00,4.34,1696.71,EoD
MALAM TEAM,MLTM,IL0001560189,"TA-Maala Index, Tel-Div Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite",6249.00,2.78,2089.68,EoD
MAMAN,MMAN,IL0002380140,"TA-Growth, TA-AllShare",1070.00,0.00,0.34,EoD
MASLAVI,MSLA,IL0011067498,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1062.00,0.09,31.33,EoD
MASSIVIT,MSVT,IL0011729725,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Industrials",592.50,-0.22,157.08,EoD
MATRICELF,MTLF,IL0011767915,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare",498.10,-5.30,67.70,EoD
MATRIX,MTRX,IL0004450156,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",7301.00,1.61,7278.36,EoD
MAX STOCK,MAXO,IL0011685588,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Retail",728.90,-0.18,2137.19,EoD
MAYTRONICS,MTRN,IL0010910656,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free",4735.00,4.23,7317.78,EoD
MEDIPOWER 0.1$,MDPR,CY0100361019,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",498.20,1.47,22.35,EoD
MEDIPRSS PU,MPRS,IL0011828980,,119.80,0.00,0.00,EoD
MEDITR TOWER,MDTR,IL0011315236,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel, TA-125 Fossil Free",827.30,1.51,971.73,EoD
MEGA OR,MGOR,IL0011044885,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",7300.00,2.69,5556.51,EoD
MEHADRIN,MEDN,IL0006860147,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",11720.00,0.60,18.06,EoD
MEITAV INVEST,MTAV,IL0010818438,"TA-SME60, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1341.00,2.92,871.87,EoD
MELISRON,MLSR,IL0003230146,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",24240.00,3.06,20336.17,EoD
MENARA PU,MNRA,IL0011784746,,455.80,-1.77,2.76,EoD
MENDELSON    IF,MNIN,IL0011294449,"TA-Growth, TA-AllShare, TA-Rimon",886.40,0.29,74.33,EoD
MENIF,MNIF,IL0011708935,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",908.20,-0.72,148.64,EoD
MENIVIM REIT,MNRT,IL0011405730,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel, TA-125 Fossil Free",165.20,2.61,1010.49,EoD
MENORA MIV HLD,MMHD,IL0005660183,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Insurance",7978.00,4.97,3206.74,EoD
MER,CMER,IL0003380123,,619.50,0.00,0.01,EoD
MERCHAVIA HOLD,MRHL,IL0002570146,,25.30,3.27,12.61,EoD
MESHEK ENERGY,MSKE,IL0011669749,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",412.20,5.18,779.15,EoD
MGURIT,MGRT,IL0011391955,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",403.40,-1.05,197.29,EoD
MIA DYNAMICS,MIA,IL0004940131,,32.60,1.56,895.25,EoD
MICHLOL FIN,MCLL,IL0011797532,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",585.80,-0.63,238.65,EoD
MICHMAN,MCMN,IL0011723371,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",18820.00,1.02,3.20,EoD
MICRONET,MCRNT,IL0010997877,,190.10,-3.45,3.02,EoD
MIGDAL INSUR.,MGDL,IL0010811656,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Insurance",435.10,4.59,9372.53,EoD
MIGDALOR,MGDA,IL0011825671,,50.90,0.00,0.00,EoD
MILLENNIUM F PU,MIFT,IL0011675019,,71.10,0.42,15.49,EoD
MIRLAND-M,MLD-M,CY0106902113,,20.70,0.00,0.08,EoD
MISHORIM,MSHR,IL0011051963,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Investment Properties Abroad",616.30,-0.92,17.25,EoD
MIVNE,MVNE,IL0002260193,"TA-35, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",929.40,3.27,52663.31,EoD
MIVTACH SHAMIR,MISH,IL0001270193,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8617.00,-0.34,846.24,EoD
MIZRAHI TEFAHOT,MZTF,IL0006954379,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-125 Fossil Free",12850.00,3.63,63847.38,EoD
MLRN,MLRN,IL0011709503,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",646.30,1.68,36.95,EoD
MODIIN     PU,MDIN,IL0003450173,"TA-Growth, TA-AllShare, TA Oil & Gas Index",284.10,-1.93,61.98,EoD
MORE INVEST,MRIN,IL0011414641,"TA-SME60, TA-Finance Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",991.80,0.05,245.38,EoD
MORE PENSION,MPP,IL0011843815,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",558.50,0.11,219.23,EoD
MULTI RETAIL,MRG,IL0011716698,"TA-Growth, TA-AllShare, TA-Rimon, TA-Retail",986.20,0.00,1.29,EoD
MY SIZE,MYSZ,US62844N3070,,440.60,-1.85,1.55,EoD
MYDAS,MYDS,IL0005440156,,72.90,1.39,17.50,EoD
NALA DIGITAL,NALA,IL0003410169,,59.70,1.88,1.97,EoD
NAPHTHA,NFTA,IL0006430156,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",1629.00,1.81,642.46,EoD
NAVITAS PTRO PU,NVPT,IL0011419699,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",1888.00,2.05,2181.42,EoD
NAWI,NAWI,IL0002080179,"TA-SME60, TA-Finance Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",2675.00,1.02,303.78,EoD
NAYAX,NYAX,IL0011751166,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free, TA-Dual listing",6750.00,2.10,1256.83,EoD
NETANEL GROUP,NTGR,IL0004210162,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Construction",967.50,3.41,240.33,EoD
NETANEL MENIV,NTNB,IL0011945131,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",215.00,0.47,37.30,EoD
NETO,NTO,IL0001680136,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials, TA-Family",8060.00,1.35,390.73,EoD
NETO MALINDA,NTML,IL0011050973,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free",6615.00,2.48,904.29,EoD
NEWMED ENERG PU,NWMD,IL0004750209,"TA-35, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA Sector-Balance",1080.00,1.50,11992.73,EoD
NEXT VISION,NXSN,IL0011765935,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",1479.00,-0.60,1362.63,EoD
NEXTAGE,NXTG,IL0004330119,,29.40,10.11,27.57,EoD
NEXTCOM,NXTM,IL0010957855,"TA-Growth, TA-AllShare",538.70,0.47,0.86,EoD
NEXTFERM,NXFR,IL0011719338,,26.10,0.00,0.26,EoD
NEXTGEN,NXGN,IL0010839301,,54.10,1.50,27.44,EoD
NICE,NICE,IL0002730112,"TA-35, TA-125, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",78370.00,-1.24,84084.27,EoD
NISSAN,NISA,IL0006600196,"TA-Growth, TA-AllShare, TA-Industrials",918.90,0.00,0.16,EoD
