Market Data - All Shares
As of  04/11/2020 14:31

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
HOLMES PLACE,HLMS,IL0011425878,"TA-Growth, TA-AllShare, TA-Rimon",267.00,-0.34,4.97,12:57
IBI INV HOUSE,IBI,IL0001750186,"TA-Finance Index, TA-Maala Index, TA-Growth, TA-AllShare, TA Insurance-Plus",3861.00,,,
IBITEC     FUND,IBITEC.F,IL0011425381,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",84.00,-0.36,14.54,13:17
ICB,ICB,IL0010970544,,132.20,0.30,23.96,14:07
ICECURE MEDICAL,ICCM,IL0011224156,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare",62.30,-1.27,449.05,14:12
ICL,ICL,IL0002810146,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",1216.00,-1.46,10569.88,14:31
IDI INSUR,IDIN,IL0011295016,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",8543.00,0.58,1225.06,14:24
IES,IES,IL0004310152,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",15430.00,0.78,177.95,14:29
IFF,IFF,US4595061015,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",36910.00,1.12,5753.17,14:27
ILD RENEWAL,ILDR,IL0011214744,,253.00,0.72,70.86,13:44
ILEX MEDICAL,ILX,IL0010807530,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",14330.00,2.50,1452.52,14:27
IMCO,IMCO,IL0002820129,,1533.00,-2.04,4.54,10:43
INBAR GROUP,INBR,IL0004240102,,110.00,0.92,66.39,13:06
INFIMER,INFR,IL0010806888,,1417.00,2.09,70.79,14:10
INROM CONST,INRM,IL0011323560,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",1340.00,-1.25,290.45,14:28
INTELICANNA,INTL,IL0006730126,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",300.10,-1.19,63.23,14:04
INTER INDSTRIES,ININ,IL0010809288,,476.40,,5.30,13:03
INTERCURE,INCR,IL0011063760,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",344.00,-0.98,328.64,14:30
INTERGAMA,INTR,IL0001740112,,4531.00,,,
INTERNET GOLD-M,IGLD-M,IL0010834435,,2301.00,-3.96,4.80,10:15
ISRACARD,ISCD,IL0011574030,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",960.10,0.02,1411.75,14:25
ISRAEL CANADA,ISCN,IL0004340191,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Construction",561.60,0.99,375.33,14:31
ISRAEL CORP,ILCO,IL0005760173,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150",36990.00,-2.61,2115.69,14:30
ISRAEL OP     L,ISOP.L,IL0011199242,,40.00,12.04,253.07,14:26
ISRAEL SHIPYARD,ISHI,IL0011685331,,6923.00,0.51,451.17,14:16
ISRAMCO       L,ISRA.L,IL0002320179,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",64.70,-0.31,650.08,14:25
ISRAS,ISRS,IL0006130343,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",56400.00,-0.32,340.34,14:26
ISROTEL,ISRO,IL0010809858,,4444.00,,,
ISSTA,ISTA,IL0010810740,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",3650.00,-0.65,49.56,14:03
ITAMAR,ITMR,IL0011024580,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",240.60,-0.41,100.42,14:28
JERUSALEM,JBNK,IL0007260180,"TA-Finance Index, TA-Growth, TA-AllShare",715.10,,,
KADIMASTEM,KDST,IL0011284614,,280.60,,29.74,11:01
KAFRIT,KAFR,IL0005220111,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1615.00,-1.70,1.94,09:59
KAMADA,KMDA,IL0010941198,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2565.00,1.95,1517.60,14:30
KARDAN N.V.-L,KRNV-L,NL0000113652,,2.40,,3.00,10:15
KARDAN REAL ES,KARE,IL0011184475,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",195.10,0.62,3.25,14:26
KARDEN ISRAEL,KRDI,IL0012101528,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",169.50,-4.78,32.92,13:22
KENON,KEN,SG9999012629,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",7846.00,-0.18,6676.51,14:19
KERUR,KRUR,IL0006210111,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",10050.00,-0.30,192.88,14:30
KITOV PHARMA,KTOV,IL0007650166,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",141.70,3.05,38.91,14:19
KLIL,KLIL,IL0007970358,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",23720.00,,4.74,12:20
KMN CAPITAL-M,KMNK-M,IL0011068066,,320.00,,,
KNAFAIM,KNFM,IL0005430173,"TA-Growth, TA-AllShare",540.10,-2.68,67.08,14:12
LACHISH,LHIS,IL0008260163,,518.70,,,
LAHAV,LAHAV,IL0001360101,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",307.30,2.23,103.34,13:43
LAND DEV,ILDC,IL0006120104,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",2574.00,2.06,1124.94,14:30
LAPIDOT HEL L,LPHL.L,IL0010912488,"TA-Growth, TA-AllShare, TA Oil & Gas Index",143.50,,,
LAPIDOTH   CAP.,LAPD,IL0006420173,"TA-Growth, TA-AllShare",3070.00,2.23,214.82,13:30
LEADER,LDER,IL0003180143,"TA-Growth, TA-AllShare",57.20,-0.87,34.16,11:11
LESICO,LSCO,IL0011409468,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",376.20,-1.05,45.36,13:40
LEUMI,LUMI,IL0006046119,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",1663.00,0.30,28075.18,14:30
LEVINSKI OFER,LEOF,IL0002000144,,41.90,-1.18,50.31,12:32
LEVINSTEIN ENG,LEVI,IL0005730143,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",14790.00,0.07,47.63,14:27
LEVINSTEIN PROP,LVPR,IL0011190803,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",5661.00,1.00,60.73,14:27
LIBENTAL,LBTL,IL0005840116,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1161.00,-0.17,7.04,10:41
LINEAGE THERAP,LCTX,US53566P1093,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",425.10,7.54,93.84,14:20
LIVEPERSON,LPSN,US5381461012,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",18920.00,4.88,2872.46,14:28
LODZIA,LODZ,IL0007530129,,2087.00,,,
LUDAN,LUDN,IL0010814395,"TA-Growth, TA-AllShare",623.00,,0.01,09:59
LUZON GROUP,LUZN,IL0004730177,,64.30,-0.16,29.78,14:18
LUZON REAL E.,LZNR,IL0006660166,,40.30,,,
MAGIC,MGIC,IL0010823123,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",4429.00,0.61,448.62,14:16
MALAM TEAM,MLTM,IL0001560189,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",60680.00,-0.72,340.75,14:14
MAMAN,MMAN,IL0002380140,"TA-Growth, TA-AllShare",635.00,3.25,12.94,12:08
MASLAVI,MSLA,IL0011067498,,488.60,,,
MATOMY,MTMY,IL0011316978,,19.90,,,
MATRIX,MTRX,IL0004450156,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA Sector-Balance",7719.00,-0.75,4510.90,14:31
MAX STOCK,MAXO,IL0011685588,,1348.00,0.75,16.16,14:10
MAYTRONICS,MTRN,IL0010910656,"TA-35, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",5218.00,2.80,2971.97,14:31
MEAT-TECH,MEAT,IL0010807209,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",357.40,-0.50,366.00,14:26
MEDIGUS,MDGS,IL0010961717,,37.90,-1.81,116.50,14:03
MEDIPOWER 0.1$,MDPR,CY0100361019,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",504.50,0.50,3.36,10:07
MEDITR TOWER,MDTR,IL0011315236,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",707.30,-0.35,395.32,14:29
MEDIVIE,MDVI,IL0011226540,,498.00,3.00,147.14,14:27
MEGA OR,MGOR,IL0011044885,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",8951.00,1.07,539.76,14:26
MEHADRIN,MEDN,IL0006860147,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",14480.00,3.28,96.64,14:21
MEITAV DS,MTDS,IL0010818438,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1433.00,1.13,486.62,14:30
MELISRON,MLSR,IL0003230146,"TA-35, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",13410.00,0.60,2147.34,14:28
MENDELSON    IF,MNIN,IL0011294449,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",742.90,,,
MENIVIM REIT,MNRT,IL0011405730,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",169.70,-0.41,34.73,12:51
MENORA MIV HLD,MMHD,IL0005660183,"TA-90, TA-125, TA-Finance Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",4654.00,2.13,291.59,14:15
MER,CMER,IL0003380123,,283.00,,,
MERCHAVIA HOLD,MRHL,IL0002570146,,69.60,3.88,2.02,14:20
MESHEK ENERGY,MSKE,IL0011669749,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Energy Utilities",375.00,1.08,311.53,14:04
MGURIT,MGRT,IL0011391955,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",510.20,-0.72,98.24,12:35
MICRONET,MCRNT,IL0010997877,,525.10,0.11,59.10,12:53
MIGDAL INSUR.,MGDL,IL0010811656,"TA-90, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",275.00,1.07,1014.46,14:29
MILLENNIUM FOOD,MIFT,IL0011675019,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",136.70,0.59,162.40,13:15
MIN HAGOREN,MNGN,IL0010805229,,1800.00,,,
MINRAV,MNRV,IL0001550362,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",45040.00,,0.45,14:07
MIRLAND,MLD,CY0106902113,,2.70,,,
MISHORIM,MSHR,IL0011051963,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",618.30,2.23,73.56,13:43
MIVNE,MVNE,IL0002260193,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Investment Properties in Israel",694.20,1.51,2057.37,14:29
MIVTACH SHAMIR,MISH,IL0001270193,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8195.00,1.54,67.90,13:37
MIZRAHI TEFAHOT,MZTF,IL0006954379,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",6948.00,0.70,18262.74,14:31
MOBILE MAX-M,MBMX-M,IL0011051393,,990.00,27.84,,
MODIIN     L,MDIN.L,IL0003450173,"TA-Growth, TA-AllShare, TA Oil & Gas Index",322.40,0.97,91.47,14:14
MORE INVEST,MRIN,IL0011414641,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA-Family",1202.00,1.43,2202.72,14:30
MY SIZE,MYSZ,US62844N2080,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",334.90,,,
MYDAS,MYDS,IL0005440156,,53.30,2.70,2.38,11:51
NALA DIGITAL,NALA,IL0003410169,,275.00,-0.04,3.44,13:01
NAPHTHA,NFTA,IL0006430156,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",1352.00,0.22,180.88,14:13
NAVITAS PTRO  L,NVPT.L,IL0011419699,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",903.90,-0.67,356.98,14:25
NAWI,NAWI,IL0002080179,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",1581.00,0.44,131.53,14:26
NETANEL GROUP,NTGR,IL0004210162,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",555.00,0.02,31.18,13:52
NETO,NTO,IL0001680136,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials, TA-Family",15700.00,,22.14,14:30
NETO MALINDA,NTML,IL0011050973,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",7042.00,-0.49,73.85,14:13
NEW HORIZON-M,NERZ-M,IL0003970188,,700.00,-0.71,17.77,10:15
NEXTAGE,NXTG,IL0004330119,,396.30,,0.00,10:15
NEXTCOM,NXTM,IL0010957855,,818.00,0.36,15.04,11:21
NEXTGEN-M,NXGN-M,IL0010839301,,229.00,-0.43,85.71,10:15
NICE,NICE,IL0002730112,"TA-35, TA-125, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",81840.00,2.30,14935.20,14:28
NISSAN,NISA,IL0006600196,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",3012.00,-1.08,10.62,11:36
NORSTAR,NSTR,PAL0605071A3,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties Abroad",1565.00,3.23,668.55,14:18
NOVA,NVMI,IL0010845571,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",20470.00,3.96,4531.60,14:30
NOVOLOG,NVLG,IL0011401515,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance",280.20,-1.62,266.74,14:13
O.R.T.,ORTC,IL0010862303,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",2484.00,,,
ONE TECHNOLOGI,ONE,IL0001610182,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance",29570.00,-0.54,89.23,14:14
OPAL BALANCE,OPAL,IL0010949860,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",259.90,0.81,15.59,14:09
OPC ENERGY,OPCE,IL0011415713,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",3498.00,1.19,6176.66,14:31
OPKO HEALTH,OPK,US68375N1037,"TA-35, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon",1206.00,1.01,3709.68,14:31
OPTIBASE,OBAS,IL0011355166,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",3698.00,,,
ORAD,ORAD,IL0011044968,,46.80,1.74,11.90,14:07
ORAMED PHARM,ORMP,US68403P2039,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",899.50,,,
ORBIT,ORBI,IL0002650179,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",997.00,0.08,105.48,13:09
ORIAN,ORIN,IL0011035065,"TA-Growth, TA-AllShare, TA-Rimon",2600.00,,,
ORMAT TECHNO,ORA,US6866881021,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Energy Utilities",24820.00,1.10,14664.71,14:31
ORON GROUP,ORON,IL0011357063,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",547.00,,37.15,13:32
OVERSEAS,OVRS,IL0011396178,"TA-Growth, TA-AllShare, TA-Rimon",329.20,2.24,8.47,14:22
P.C.B TEC,PCBT,IL0010916851,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",495.70,-4.31,52.18,13:22
PALRAM,PLRM,IL0006440130,"TA-Growth, TA-AllShare, TA-Industrials",2978.00,1.05,6.26,12:23
PANAXIA ISRAEL,PNAX,IL0011043630,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",261.80,3.60,97.67,14:20
PARTNER,PTNR,IL0010834849,"TA-90, TA-125, TA-Maala Index, TA-AllShare, TA-Communication & InformationTechnology, TA-Rimon, TA-SME150, TA Sector-Balance",1378.00,-0.36,1191.27,14:24
PAYTON,PAYT,IL0004120155,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",6192.00,0.68,422.38,14:20
PAZ OIL,PZOL,IL0011000077,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",30860.00,-1.66,1523.54,14:26
PENINSULA GROUP,PEN,IL0003330136,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",251.40,0.16,182.56,14:13
PENNANTPARK $,PFLT,US70806A1060,,2707.00,,,
PERION NETWORK,PERI,IL0010958192,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",2500.00,0.48,760.91,14:28
PERRIGO,PRGO,IE00BGH1M568,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",14660.00,-7.80,21532.25,14:30
PETROCHEMICAL,PTCH,IL0007560159,,70.50,,,
PETROTX,PTX,IL0010997612,,79.70,,,
PHARMOCANN,PMCN,IL0010968902,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",218.20,3.36,272.98,14:25
PHOENIX,PHOE,IL0007670123,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance",1789.00,1.82,2045.25,14:30
PLASSON INDUS,PLSN,IL0010816036,"TA-90, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials",15270.00,0.07,88.11,14:14
PLASTO CARGAL,PLCR,IL0007270163,"TA-Growth, TA-AllShare, TA-Industrials",312.90,,,
PLASTOFIL,PPIL,IL0010928401,,637.00,-1.18,66.93,14:23
PLAZA CENTERS-L,PLAZ-L,NL0011882741,,120.00,-18.20,,
PLURISTEM,PSTI,US72940R3003,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",3255.00,1.59,379.39,14:19
POALIM,POLI,IL0006625771,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2011.00,-0.49,43545.66,14:31
POALIM IBI,PIU,IL0010844822,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1345.00,0.30,133.40,14:19
POLYGON,POLY,IL0007450187,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",2400.00,0.42,94.08,14:23
POWERFLEET,PWFL,US73931J1097,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",2126.00,-0.56,2.51,11:37
PRASHKOVSKY,PRSK,IL0011021289,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",6235.00,1.17,163.89,13:50
PRIORTECH,PRTC,IL0003280133,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",5190.00,0.23,178.03,14:07
PROPERT & BUIL,PTBL,IL0006990175,"TA-RealEstate, Tel-Div Index, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",26790.00,1.06,148.23,14:07
PROTALIX,PLX,US74365A3095,"TA-SME60, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150",1065.00,-0.47,36.83,12:56
QUALITAU,QLTU,IL0010839558,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",1935.00,0.73,23.39,13:34
QUEENCO,QNCO,IL0003860116,"TA-Growth, TA-AllShare",680.00,,1.97,10:52
RALCO,RLCO,IL0003930174,"TA-Growth, TA-AllShare",2630.00,,,
RAM ON,RMN,IL0010909435,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",1289.00,-0.39,72.13,13:40
RAMI LEVI,RMLI,IL0011042491,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",22340.00,-0.49,796.77,14:27
RANI ZIM,RANI,IL0011436198,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",424.50,-0.61,14.41,13:06
RAPAC,RPAC,IL0007690261,"TA-Growth, TA-AllShare, TA-Rimon",2249.00,1.08,18.78,11:08
RATIO       L,RATI.L,IL0003940157,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",112.50,0.36,931.04,14:31
RATIO PETROLE L,RTPT.L,IL0011398646,"TA-SME60, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA-Family",276.90,0.98,466.97,14:16
RAVAD,RAVD,IL0005260125,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",620.00,1.49,5.57,14:25
RAVAL,RVL,IL0011038788,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",686.00,0.12,43.25,13:42
REIT 1,RIT1,IL0010989205,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel",1420.00,2.16,2461.23,14:28
REIT AZORIM LIV,AZRT,IL0011627754,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",1018.00,-0.59,2.16,14:13
REKAH,REKA,IL0010810096,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",2490.00,0.69,19.67,13:24
RIMONI,RIMO,IL0010804560,"TA-Growth, TA-AllShare, TA-Industrials",5245.00,-0.94,21.19,10:51
ROBOGROUP,ROBO,IL0002660152,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",653.00,-0.91,51.10,13:48
ROTEM EN REM L,RTEN.L,IL0011477507,,64.00,2.07,14.74,11:09
ROTSHTEIN,ROTS,IL0005390153,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",2183.00,3.85,2.95,14:25
RSL,RSEL,IL0002990161,,553.00,0.11,257.38,14:28
S.R ACCORD,SRAC,IL0004220146,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",4670.00,-0.81,469.71,13:12
SAFE-T GROUP,SFET,IL0010838568,,8.30,-1.19,36.59,14:11
SANO,SANO1,IL0008130143,"TA-Maala Index, TA-Growth, TA-AllShare, TA-Industrials",31300.00,0.13,49.45,10:49
SAPIENS,SPNS,KYG7T16G1039,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",9798.00,2.87,1521.54,14:25
SARFATI,SRFT,IL0004250176,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Construction",1503.00,0.33,305.65,13:23
SATCOM SYSTEM,STCM,IL0010805971,,103.40,,5.00,11:33
SAVER ONE,SAVR,IL0011666935,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-Industrials",2945.00,-1.31,161.30,14:31
SCHNAPP,SHNP,IL0011035719,"TA-Growth, TA-AllShare",980.70,,,
SCOPE,SCOP,IL0002880198,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",6151.00,-0.11,39.88,12:22
SEACH MEDICAL,SEMG,IL0002490113,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",62.20,-0.32,234.47,13:53
SELLA REAL EST,SLARL,IL0011096448,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",582.80,1.71,1129.08,14:20
