"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
TURN,180 Degree Capital Corp.,Financial Services,United States,338784.21565,1799890.6,4863335.0,1030290.4,3819552.6,4341443.8,1415090.5,1799890.6,4863335.0,1030290.4,3819552.6,4341443.8,1415090.5,26.218,26.218,81.3,0,81.3,30.35655,162.6,16.77822,0.39742,18.47945,2.5,-4.39478,0.0,10.05541,0.24989,0,0.1,8.04,0.01244,0.87561,10373800,1104155,0.10644,10000000,72841712,84338992,0.11042,0.671,0.31081,-0.35299,0.31081,-0.35299,0.31081,0.415,3.12501,0.31081,2.60405,1,1,807383.33333,1083002.4,90.21949,67.25905,78.73927,0.03488,0.02816,0.03152,0.17755,USD,1.0,0.378,0.06,1.05,2.25,8.04,4.86,8.64,6.95241,15.64337,65.4321,-6.94444,1.68254,22.68777,31.22132,37.82396,2.02098,0.12723,63.81039,72.15331,6.66273,11.26124,34.53264,1.0841,67.99185,8.97199,21.75231,None
AEL,American Equity Investment Life,Financial Services,United States,339013.92845,2685711733.33333,496447800.0,955587333.33333,225560733.33333,361004266.66667,1820649533.33333,2685711733.33333,496447800.0,955587333.33333,225560733.33333,361004266.66667,1820649533.33333,-2.02,1.67045,4.42947,6.70947,4.99947,0.81963,9.99893,8.42455,0.19167,0.52243,2.5,0.2524,1.0,0.40803,0.97526,4.75,7.195,31.78,0.2264,0.51327,95428304,673374016,7.05633,655,3041300224,3041300224,1028051.93282,0.164,-0.68033,0.2429,0.21328,0.2429,0.21328,0.18373,1.96863,0.16003,0.99669,-1.88,18.8,1723714200.0,651808400.0,1.76439,4.66594,3.21516,13.73374,10.83328,12.28351,3.50478,USD,1.0,0.32,0.3,0.28,0.26,0.17617,19.06,34.25,29.73243,6.88667,66.73662,-7.21168,1.67479,22.06765,1.08142,1.09278,0.16488,0.18937,0.19735,0.18981,0.7394,1.12496,1.0971,0.18713,0.20358,0.94218,1.01964,None
ABM,ABM Industries Incorporated,Industrials,United States,340968.27931,6148880000.0,47426666.66667,1477453333.33333,52293333.33333,49860000.0,3813166666.66667,6148880000.0,47426666.66667,1477453333.33333,52293333.33333,49860000.0,3813166666.66667,0.645,0.645,71.24821,15.71519,57.36495,0.56786,57.36495,8.784,0.00799,0.01831,2.5,0.03546,1.0,0.03663,0.95451,3.16,0.697,49.36,0.01412,2.12295,67089700,46900000,0.69906,100000,3785784064,3331674368,469.0,1.664,-0.01027,-0.39902,-0.01027,-0.39902,-0.01027,1.14825,6.79123,-0.01027,1.03973,1.05,1.05,357213333.33333,105406666.66667,10.5981,35.91598,23.25704,1.49848,1.4888,1.49364,1.22215,USD,1.0,0.19,0.19,0.185,0.185,0.34313,30.41,55.48,45.36904,8.79665,62.31503,-11.031,1.51177,11.93739,1.66957,1.67581,1.32615,0.93997,0.24675,0.26,1.46182,1.48327,1.68269,1.14306,0.26337,1.48254,1.58262,None
IDT,IDT Corporation,Communication Services,United States,341237.32621,1399970600.0,12571266.66667,342256800.0,12101333.33333,12336300.0,871113700.0,1399970600.0,12571266.66667,342256800.0,12101333.33333,12336300.0,871113700.0,0.445,0.445,20.49547,22.61333,21.02493,0.63933,21.02493,11.807,0.0318,0.02311,2.5,0.08768,2.5,0.07249,0.42821,1.5,1.655,29.27,0.05654,9.71085,24151000,43407000,1.79732,1245,606903872,872602112,34865.06024,13.064,-0.02437,0.25047,-0.02437,0.25047,-0.02437,9.86062,50.35308,-0.02437,1.02563,1,1,12046800.0,10971400.0,50.37885,55.3169,52.84787,5.99747,4.02931,5.01339,2.23906,USD,1.0,0.09,0.09,0.19,0.19,29.27,5.66,34.94,19.00496,54.0124,417.13781,-16.22782,1.6127,17.59258,1.18994,1.24698,0.68758,0.79212,13.19,10.11674,0.96907,1.02448,1.22846,0.74985,11.66337,1.00677,1.11762,None
PANL,Pangaea Logistics Solutions Ltd,Industrials,United States,341397.2855,389589700.93333,12051740.4,103637674.46667,6009668.6,9030704.5,246613687.7,389589700.93333,12051740.4,103637674.46667,6009668.6,9030704.5,246613687.7,0.897,0.897,15.92308,6.57143,13.58516,0.51363,13.58516,8.743,0.02965,0.07763,2.5,0.15468,2.75,0.1248,0.44257,0.63,0.26,4,0.065,1.02959,45618200,11352180,0.24885,70,343444608,196667376,162174.0,-0.01128,-0.00923,-0.01128,-0.00923,-0.01128,-0.00923,-0.01128,1.03872,-0.00923,1.04077,1,1,30267471.53333,4663286.6,11.34699,73.64862,42.4978,1.28024,1.20304,1.24164,1.11429,USD,1.0,0.035,0.02,0.035,0.035,4,2.01,4.29,3.12055,28.18263,99.00498,-6.75991,1.74561,28.29367,2.06002,2.09456,0.78057,0.97422,2.1761,1.90792,1.19009,1.17095,2.08729,0.8874,2.05201,1.19052,1.63891,None
FLIR,"FLIR Systems, Inc.",Technology,United States,344816.95634,1885961466.66667,203942200.0,498353666.66667,65500666.66667,134721433.33333,1192157566.66667,1885961466.66667,203942200.0,498353666.66667,65500666.66667,134721433.33333,1192157566.66667,4.268,4.268,35.8375,22.31129,32.45594,3.91573,10.81865,18.17,0.11051,0.27091,2.5,0.57067,4.375,0.42929,0.92761,2.57,1.6,57.34,0.0279,3.99304,131368000,212584000,1.61823,4179,8210279936,7532641280,50869.58603,43.679,0.01319,0.05545,0.01319,0.05545,0.01319,32.77311,164.91557,0.01319,1.11597,3.97,3.97,335797200.0,95683466.66667,24.45011,85.80667,55.12839,0.66778,0.75722,0.7125,0.8441,USD,1.0,0.17,0.17,0.17,0.17,57.34,33.39,60.66,51.3061,11.76058,71.72806,-5.47313,1.75651,29.36989,2.52995,2.3234,0.06085,0.03549,0.65567,0.70837,2.99046,2.56668,2.43667,0.05817,0.69202,2.78857,2.61262,None
PRT,PermRock Royalty Trust Trust,Energy,United States,346020.04351,7127247.0,5843916.14286,641748.66667,428636.53333,3136276.3381,3884497.83333,7127247.0,5843916.14286,641748.66667,428636.53333,3136276.3381,3884497.83333,21.647,21.647,42.80254,10.33846,34.68652,25.64288,34.68652,22.00534,0.59916,1.80295,2.5,0.5808,1.0,1.29442,0.50582,0.65,0.157,6.62,0.02372,0.91941,12165700,1910204,0.15702,10000000,69014824,81753504,0.19102,-0.621,-0.42727,-0.52184,-0.42727,-0.52184,-0.42727,-0.59621,0.45379,-0.42727,0.62273,1.51,1.51,3136276.3381,3136276.3381,22.00534,22.00534,22.00534,0.00529,0.00185,0.00357,0.05973,USD,1.0,0.056,0.04464,0.04654,0.0237,6.62,1.7,7.09,4.5632,45.0735,289.41176,-6.62906,1.8256,37.02014,332.04804,560.76563,0.0,0.0,0.0,0.0,4.42731,7.20402,446.41683,0.01,0.01,5.82567,226.12125,None
SCCO,Southern Copper Corporation,Basic Materials,United States,347761.66923,7591300000.0,1488060000.0,2380426666.66667,649486666.66667,1068773333.33333,4985863333.33333,7591300000.0,1488060000.0,2380426666.66667,649486666.66667,1068773333.33333,4985863333.33333,6.674,6.674,25.95768,20.8651,24.68454,6.25211,24.68454,12.361,0.2409,1.10004,5.625,8.0962,30.07812,4.98511,0.08324,3.41,2.741,69.4,0.0395,7.30943,773073024,2119399936,2.74153,13777,58713620480,55004147712,153836.09901,2.556,0.03451,0.06165,0.03451,0.06165,0.03451,1.93241,10.71206,0.03451,1.22257,1.44,1.44,2424213333.33333,843300000.0,24.21966,69.62365,46.92165,1.32689,1.30182,1.31435,1.14645,USD,1.0,0.7,0.6,0.5,0.4,69.4,35.45,83.29,69.51073,-0.1593,95.76869,-16.67667,1.41931,8.1747,1.7614,1.77387,0.12578,0.12755,2.21788,1.97266,3.13978,3.66726,1.77764,0.13666,2.10527,3.41352,2.59558,None
FNWB,First Northwest Bancorp,Financial Services,United States,354198.80109,49105000.0,9194933.33333,15609466.66667,3303333.33333,6249133.33333,32357233.33333,49105000.0,9194933.33333,15609466.66667,3303333.33333,6249133.33333,32357233.33333,2.343,2.343,13.22533,0,13.22533,3.06304,26.45066,22.49121,0.20983,2.88364,15.46875,0.52697,2.5,1.83834,0.55918,0,1.358,17.75,0.07651,0.89697,10230500,12587000,1.23034,230,140550560,183739776,54726.08696,2.574,0.07504,0.09869,0.07504,0.09869,0.07504,1.95517,10.82587,0.07504,1.42521,1,1,12547533.33333,5803142.85714,11.20145,24.21973,17.71059,7.13723,8.16616,7.65169,2.76617,USD,1.0,0.06,0.06,0.06,0.05,17.75,9.45,18.74,16.38585,8.32517,87.83069,-5.28282,1.78687,32.55024,1.14194,1.12278,11.07325,6.52104,78400.1986,107302.0,0.05388,0.07286,1.14236,8.80715,92851.1093,0.07337,0.60786,None
CLFD,"Clearfield, Inc.",Technology,United States,354258.44043,87598877.8,5933739.0,28434002.86667,3391032.13333,4662385.56667,58016440.33333,87598877.8,5933739.0,28434002.86667,3391032.13333,4662385.56667,58016440.33333,4.183,4.183,45.48663,34.29839,42.68957,5.30612,14.22986,25.896,0.11672,1.03515,15.46875,0.81872,6.875,0.85211,0.36839,1.24,0.935,38.2,0.02448,6.50008,13732800,12847234,0.93551,230,460383552,584055936,55857.53913,3.867,0.04225,0.14832,0.04225,0.14832,0.04225,2.93733,15.73665,0.04225,1.26126,1,1,8504661.93333,3420369.8,54.13308,134.60052,94.3668,0.12109,0.14373,0.13241,0.36388,USD,1.0,0,0,0,0,38.2,12.3,42.712,30.86,23.78483,210.56911,-10.56378,1.70328,24.41792,9.9724,8.06218,2.13998,0.69282,0.5687,1.8347,6.15169,5.5337,9.02729,1.4264,1.2117,5.85269,7.43999,None
OCFC,OceanFirst Financial Corp.,Financial Services,United States,354462.8028,302753800.0,69806800.0,93134800.0,26841200.0,48324000.0,197944300.0,302753800.0,69806800.0,93134800.0,26841200.0,48324000.0,197944300.0,1.634,1.634,17.41961,11.94086,16.04992,3.90013,32.09984,11.46925,0.23432,1.30955,5.625,0.26263,1.0,0.86683,0.74011,1.86,1.275,22.3,0.05717,0.88915,58922800,76372000,1.29614,949,554240128,1322765312,80476.29083,0.978,0.06541,-0.02864,0.06541,-0.02864,0.06541,0.72634,4.6817,0.06541,1.37704,1.46,1.46,115164600.0,18656714.28571,4.81259,29.70727,17.25993,6.58506,6.75206,6.66856,2.58236,USD,1.0,0.17,0.17,0.17,0.17,22.3,13.14,25.76,20.98847,6.24883,69.71081,-13.43168,1.45166,9.35829,1.15252,1.14813,0.0,0.0,108.36815,62.53717,0.08949,0.13526,1.16032,0.01,85.46266,0.12237,0.64135,None
SPLP,Steel Partners Holdings LP LTD ,Industrials,United States,355258.82616,1389769000.0,33985866.66667,330475866.66667,58111133.33333,46048500.0,860122433.33333,1389769000.0,33985866.66667,330475866.66667,58111133.33333,46048500.0,860122433.33333,2.237,2.237,16.37136,0,16.37136,0.47259,16.37136,15.711,0.05545,0.02654,1.0,0.83363,4.8125,0.506,0.45041,0,1.648,27.66,0.05958,1.15665,22957500,82874000,3.60989,4300,2931531264,619393344,19273.02326,0.68774,-0.67817,0.68774,0.61579,0.68774,0.61579,0.68774,4.48872,0.61579,1.01826,1,1,208223200.0,48886600.0,14.07879,59.96595,37.02237,5.16467,6.80735,5.98601,2.44663,USD,1.0,0.15,0,0,0,27.66,4.61,29.69,14.68007,88.41868,500.0,-6.83732,1.83812,38.56918,1.21033,1.15171,0.33943,0.23342,4.48925,7.08392,1.48145,1.46588,1.19102,0.29643,5.79658,1.48366,1.33734,None
GLU,6968,Financial Services,United States,356229.21233,3739624.93333,7596428.73333,803042.8,7371559.0,7483993.86667,2271333.86667,3739624.93333,7596428.73333,803042.8,7371559.0,7483993.86667,2271333.86667,51.302,51.302,89.51614,0,89.51614,34.76545,179.03227,23.52162,1.14054,0.0,0.0,0.0,0.0,0.66174,0.14522,0,0.248,22.19,0.01118,1.1401,5373580,1332537,0.24798,10000000,176035680,119293480,0.13325,1.775,-0.67953,-0.24044,-0.22093,-0.24044,-0.22093,1.27114,7.4057,1.13949,1.00468,1,1,7483993.86667,7483993.86667,23.52162,23.52162,23.52162,0.01294,0.00409,0.00852,0.0923,USD,1.0,0.1,0.1,0.1,0.1,22.19,15.01,24.05,19.4508,14.08269,47.83478,-7.73389,1.5885,16.06631,274.67406,404.36629,0.0,0.0,0.0,0.0,1.11015,0.97751,339.53018,0.01,0.01,1.05383,170.292,None
CORT,Corcept Therapeutics Incorporat,Healthcare,United States,360863.84883,314575400.0,100316933.33333,86771000.0,25411400.0,62864166.66667,200673200.0,314575400.0,100316933.33333,86771000.0,25411400.0,62864166.66667,200673200.0,6.125,6.125,25.18823,20.00934,23.89351,7.0562,23.89351,16.837,0.29957,1.88891,5.625,0.73161,2.5,1.34121,0.72327,1.07,0.85,21.74,0.0391,4.77582,116628000,106011000,0.90897,236,2167362048,2497005568,449199.15254,-0.115,0.10134,0.02788,0.10134,0.02788,0.10134,-0.07928,0.97072,0.10134,1.5567,-0.74,7.4,136832866.66667,36132333.33333,15.83948,59.984,37.91174,0.1065,0.09235,0.09942,0.31531,USD,1.0,0,0,0,0,21.74,12.2,31.18,24.76281,-12.20707,78.19672,-30.27582,1.00527,1.03203,10.63191,11.83484,195.39394,48.84848,165.47242,131.43201,8.65115,10.30256,11.24338,122.13121,148.46222,9.48686,10.36512,None
TCBIL,"Texas Capital Bancshares, Inc. ",,United States,367859.57856,860181866.66667,170813933.33333,236877866.66667,59741600.0,115277766.66667,548529866.66667,860181866.66667,170813933.33333,236877866.66667,59741600.0,115277766.66667,548529866.66667,-7.081,5.24991,8.81757,0,8.81757,3.20894,8.81757,24.98081,0.17262,0.0,0.0,0.0,0.0,0.10864,0.01,0,2.834,24.9838,0.11343,0.46628,50181600,143823008,2.86605,1619,2879732480,2879732480,88834.47066,-0.33432,-0.03854,-0.33432,-0.03854,-0.33432,-0.03854,-0.33432,0.71568,-0.03854,1.01146,1,1,1262040733.33333,251250666.66667,2.28181,11.46159,6.8717,12.02712,13.34435,12.68574,3.5617,USD,1.0,0.406,0.406,0.406,0.406,24.9838,24.15,27.65,25.55007,-2.21633,3.45259,-9.64268,0.47646,0.47746,1.08841,1.0835,922.80362,1121.50887,156.05065,145.42618,0.25869,0.32514,1.09595,1022.16625,150.74841,0.30191,0.69893,None
MYFW,"First Western Financial, Inc.",Financial Services,United States,368214.83352,77412666.66667,16108333.33333,24214333.33333,6362933.33333,11235633.33333,50813500.0,77412666.66667,16108333.33333,24214333.33333,6362933.33333,11235633.33333,50813500.0,0.537,0.537,7.88968,10.12324,8.44807,2.28934,16.89614,4.77555,0.29217,6.65178,34.80469,0.65012,2.5,4.0385,0.46445,2.84,3.644,28.8,0.12653,1.41716,7957900,29199000,3.66918,305,53656296,228789632,95734.42623,3.497,0.12281,0.40708,0.12281,0.40708,0.12281,2.72452,14.6726,0.12281,1.66405,1,1,-53502000.0,-40952285.71429,1341.49613,2804.50308,2072.99961,10.27872,12.327,11.30286,3.36197,USD,1.0,0,0,0,0,28.8,11.95,31.72,22.19277,29.77197,141.00418,-9.20555,1.7046,24.53236,1.09967,1.08122,469.34188,662.83761,140.26503,108.08918,0.16046,0.26662,1.10044,566.09975,124.18711,0.22354,0.66199,None
MFG,"Mizuho Financial Group, Inc. Sp",Financial Services,Japan,375726.36466,23026242348.0,3507644952.0,5631986304.0,1085072940.0,2296358946.0,14329114326.0,23026242348.0,3507644952.0,5631986304.0,1085072940.0,2296358946.0,14329114326.0,-12.192,2.7038,10.92233,9.54545,10.57811,0.01618,21.15622,16.87154,0.16662,0.38153,2.5,0.4763,2.5,0.41498,0.00419,0.33,0.2884,3.18,0.09069,0.00448,12676299776,399008989184,31.47677,57264,38743113728,38743113728,6967885.39369,0.194,-0.67742,0.16198,0.14336,0.16198,0.14336,0.18599,1.97997,0.16497,1.02579,1,1,-53336506248.0,-13334126562.0,564.35896,27150.41659,13857.38778,23.04907,23.81773,23.4334,4.84081,JPY,0.00918,0.07194,0.06878,0.0689,0.06928,3.18,2.39,3.21,2.86861,10.85496,33.05439,-2.33645,1.92683,51.17518,1.04517,1.04249,0.62401,0.81337,11.59201,13.10455,0.46574,0.44201,1.05383,0.72869,12.35828,0.46388,0.75885,None
ABT,Abbott Laboratories,Healthcare,United States,376462.06476,32868400000.0,3728066666.66667,10099066666.66667,1732866666.66667,2730466666.66667,21483733333.33333,32868400000.0,3728066666.66667,10099066666.66667,1732866666.66667,2730466666.66667,21483733333.33333,5.363,5.363,34.24945,22.48765,31.309,5.20083,31.309,19.334,0.1533,3.88333,34.80469,0.42193,2.5,2.3715,0.76116,4.86,3.191,109.2,0.02922,5.78591,1776819968,5693000192,3.20404,109000,200240070656,194188656640,52229.35956,2.179,0.03715,0.21362,0.03715,0.21362,0.03715,1.68766,9.48828,0.03715,1.23576,2.1,2.1,7061466666.66667,2782800000.0,28.35673,71.95633,50.15653,1.2138,1.18325,1.19852,1.09477,USD,1.0,0.45,0.45,0.36,0.36,0.17978,86.16,128.54,116.25883,-6.07165,26.74095,-15.0459,1.08731,1.65238,1.83154,1.8512,0.11793,0.1213,0.3138,0.40939,1.66737,1.72231,1.85137,0.12962,0.37159,1.70484,1.77811,None
AOD,Aberdeen Total Dynamic Dividend,Financial Services,United Kingdom,378164.54223,79336018.6,34486282.4,19216251.8,23722303.4,29104292.9,49276135.2,79336018.6,34486282.4,19216251.8,23722303.4,29104292.9,49276135.2,13.73,13.73,37.00351,0,37.00351,13.81265,74.00702,36.78253,-0.14226,0.4213,1.0,1.26917,1.0,0.83529,0.50178,0,-0.105,10.16,-0.01033,1.16499,105481000,-11091699,-0.10515,10000000,1070529408,1076961024,-1.10917,1.359,-0.67617,-0.45873,-0.41402,-0.45873,-0.41402,0.90457,5.57283,0.81295,1.03835,1,1,29104292.9,29104292.9,36.78253,36.78253,36.78253,0.01925,0.01427,0.01676,0.12946,USD,1.0,0.058,0.058,0.058,0.058,0.25587,7.26,10.275,9.31441,9.07828,39.9449,-1.11922,1.92371,50.68087,213.68853,98.68066,0.0,0.0,0.0,0.0,3.39943,1.83047,156.19459,0.01,0.01,2.62495,79.40977,None
THRM,Gentherm Inc,Consumer Cyclical,United States,378500.74188,952168066.66667,52800600.0,274597133.33333,29147600.0,40974100.0,613382600.0,952168066.66667,52800600.0,274597133.33333,29147600.0,40974100.0,613382600.0,2.37,2.37,30.31109,17.50591,27.1098,2.52013,27.1098,14.96,0.08296,0.86572,15.46875,0.09956,1.0,0.54499,1.03947,4.23,2.443,72.69,0.03361,4.00141,33114600,80726000,2.43778,11000,2305626880,2452136192,7338.72727,1.772,-0.67748,0.09127,0.07966,0.09127,0.07966,1.35182,7.80908,1.21416,1.02519,0.83,0.83,109834666.66667,35591200.0,20.9918,64.78081,42.8863,0.66691,0.6338,0.65036,0.80645,USD,1.0,0,0,0,0,64.85673,36.77,81.98,69.54489,4.52242,97.68833,-11.33203,1.58903,16.0987,2.53302,2.63538,0.37525,0.09981,5.4132,5.37158,2.81888,2.82207,2.5942,0.24753,5.40239,2.83047,2.71234,None
BWMX,"Betterware de Mexico, S.A.B de ",Consumer Cyclical,Mexico,381246.02506,239154783.174,16885601.664,117787934.54571,17216353.45286,17050977.55843,178471358.85986,239154783.174,16885601.664,123775064.1,16652230.134,16768915.899,181464923.637,0.183,0.183,94.42894,0,94.42894,0.17483,94.42894,0.597,0.09028,0.52001,5.625,0.34144,2.5,0.4176,0.03651,0,0,44.08,0.0,1000.0,36585000,831404992,22.7253,1294,1688252672,1610105728,642507.72179,3.389,0.30416,-0.00448,0.30416,-0.00448,0.30416,2.54063,13.75315,0.30416,2.57081,1,1,56421011.448,21292005.012,29.92241,79.29045,54.60643,6.19365,4.50068,5.34716,2.31239,MXN,0.04689,0.476,0.431,0.389,0.426,4.22275,8,49.36,38.3289,15.00462,451.0,-10.69692,1.74468,28.20304,1.20763,1.27812,0.23842,0.28525,0.2577,0.24949,1.02586,1.01277,1.25288,0.27184,0.26359,1.02932,1.1411,None
SNEX,StoneX Group Inc.,Financial Services,United States,383460.12352,43181300000.0,120973333.33333,10896946666.66667,47453333.33333,84213333.33333,27039123333.33333,43181300000.0,120973333.33333,10896946666.66667,47453333.33333,84213333.33333,27039123333.33333,-0.042,0.04907,15.75526,0,15.75526,0.0309,31.51052,15.75526,0.0044,0.041,15.46875,0.01053,2.5,0.03706,0.78058,0,0,67.81,0.0,1000.0,19644700,183800000,9.35621,3042,1326803072,1326803072,60420.77581,0.407,0.16025,0.36305,0.16025,0.36305,0.16025,0.39601,3.03006,0.16025,1.85123,0.49,0.49,1098493333.33333,487946666.66667,1.20784,2.71916,1.9635,15.81267,16.99722,16.40495,4.0503,USD,1.0,0,0,0,0,67.81,48.29,70.47,62.13226,9.13815,40.42245,-3.77466,1.76014,29.73648,1.06356,1.05887,0.13602,0.54407,0.0,0.0,1.0989,1.11507,1.07121,0.35004,0.01,1.11698,1.0941,None
BDX,"Becton, Dickinson and Company",Healthcare,United States,386160.39657,16677000000.0,909733333.33333,4907933333.33333,619400000.0,764566666.66667,10792466666.66667,16677000000.0,909733333.33333,4907933333.33333,619400000.0,764566666.66667,10792466666.66667,4.813,4.813,45.78767,18,38.84075,3.84062,38.84075,16.116,0.08782,0.13727,2.5,0.30135,2.5,0.23397,0.86425,13.37,5.256,240.72,0.02183,2.8355,290560000,1507000064,5.18654,70000,87637647360,69926174720,21528.57234,2.608,0.02814,-0.00663,0.02814,-0.00663,0.02814,1.95434,10.82171,0.02814,1.19072,1.72,1.72,3327466666.66667,1359666666.66667,26.33765,64.45524,45.39645,1.40371,1.25988,1.33179,1.15403,USD,1.0,0.83,0.83,0.79,0.79,240.72,219.5,284.97,247.32925,-2.67225,9.66743,-15.52795,0.64824,0.64924,1.72213,1.79661,0.57664,0.19544,0.18584,0.22284,1.64253,1.39343,1.76937,0.39604,0.21434,1.52798,1.64868,None
CPHC,Canterbury Park Holding Corpora,Consumer Cyclical,United States,386260.72929,45151034.66667,2326458.46667,8236399.66667,498978.86667,1412718.66667,26693717.16667,45151034.66667,2326458.46667,8236399.66667,498978.86667,1412718.66667,26693717.16667,2.089,2.089,62.61106,0,62.61106,2.18189,62.61106,40.133,0.04395,0.11753,2.5,0.02991,1.0,0.09399,0.33543,0,0.226,14.34,0.01576,1.30983,4764940,1358286,0.28506,227,64548484,67424376,5983.63877,1.161,-0.69085,-0.32826,-0.31128,-0.32826,-0.31128,0.78869,4.99343,0.69397,0.89151,1,1,4084285.53333,1341633.73333,15.80411,48.11185,31.95798,0.33295,0.33963,0.33629,0.5799,USD,1.0,0.07,0.07,0.07,0.07,14.34,10.2,18,13.23474,8.35119,40.58824,-20.33333,1.06154,1.43092,4.00649,3.95519,6.48958,8.26281,3.06449,2.52448,0.8471,0.99746,3.99084,7.38619,2.80449,0.93228,2.46156,None
CTRN,"Citi Trends, Inc.",Consumer Cyclical,United States,386840.46053,779226600.0,21010533.33333,260338333.33333,23541666.66667,22276100.0,519782466.66667,779226600.0,21010533.33333,260338333.33333,23541666.66667,22276100.0,519782466.66667,0.913,0.913,36.42242,16.34429,31.40289,0.83547,31.40289,7.391,0.07954,0.15156,5.625,0.21907,2.5,0.18985,0.91008,5.17,2.32,85.16,0.02724,5.01008,9418040,75767000,8.04488,3000,869289024,795824384,25255.66667,0.0958,0.00412,0.0958,0.00412,0.0958,0.00412,0.0958,1.52899,0.00412,1.0706,0.86,0.86,77361600.0,35590428.57143,11.2367,24.4248,17.83075,1.64395,2.24451,1.94423,1.39436,USD,1.0,0.08,0.08,0.08,0.08,85.16,14.55,111.44,71.72148,18.73709,485.2921,-23.5822,1.45753,9.58746,1.76678,1.44953,0.06739,0.01844,2.82411,3.05633,1.50499,1.2887,1.61815,0.05292,2.95022,1.40685,1.5125,None
SAFM,"Sanderson Farms, Inc.",Consumer Defensive,United States,391978.77578,3472626800.0,56131666.66667,919477400.0,17283333.33333,36707500.0,2196052100.0,3472626800.0,56131666.66667,919477400.0,17283333.33333,36707500.0,2196052100.0,1.04,1.04,47.00116,17.25878,39.56557,0.99134,39.56557,14.594,0.02091,0.04118,2.5,0.04634,2.5,0.05123,0.84639,9.39,3.448,163.09,0.02114,2.54887,22330400,75823000,3.39551,17445,3796659712,3618864640,4346.40298,-0.28696,0.01655,-0.28696,0.01655,-0.28696,0.01655,-0.28696,0.76304,0.01655,1.13276,0.11,0.11,218336733.33333,55675600.0,17.38901,68.19252,42.79077,0.26861,0.33783,0.30322,0.55065,USD,1.0,0.44,0.44,0.44,0.32,163.09,108.57,177.48,151.66278,7.53462,50.21645,-8.10796,1.58235,15.69718,4.82138,3.98298,0.0,0.0,0.05523,0.03518,2.75911,2.62265,4.41218,0.01,0.0552,2.70088,3.55653,None
ECHO,"Echo Global Logistics, Inc.",Industrials,United States,393739.74228,2376967733.33333,17073933.33333,754742466.66667,9342600.0,13208266.66667,1565855100.0,2376967733.33333,17073933.33333,754742466.66667,9342600.0,13208266.66667,1565855100.0,0.367,0.367,31.01289,15.52074,27.13985,0.32488,27.13985,16.512,0.01049,0.01794,2.5,0.07572,6.25,0.0599,0.9943,2.17,1.086,33.75,0.03218,2.14168,26635600,28961000,1.0873,2617,1014186240,897087040,11066.48835,-0.01701,0.04018,-0.01701,0.04018,-0.01701,0.04018,-0.01701,1.03299,0.04018,1.2509,0.77,0.77,72366266.66667,21386533.33333,14.01463,47.42172,30.71817,1.31842,1.46718,1.3928,1.18017,USD,1.0,0,0,0,0,33.75,19.69,37.65,30.26496,11.51509,71.40681,-10.35857,1.5657,14.73174,1.7642,1.6842,1.56465,1.27615,0.1452,0.14145,1.38274,1.30573,1.7342,1.4304,0.15333,1.35423,1.54422,None
