"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
CVBF,CVB Financial Corporation,Financial Services,United States,717207.9854,437294866.7,177133133.3,124775400,56532200,116832666.7,281035133.3,437294866.7,177133133.3,124775400,56532200,116832666.7,281035133.3,4.057,4.057,14.79653,15.61972,15.00233,6.39331,30.00466,16.37505,0.43066,1.00677,2.5,13.55606,30.07812,8.10549,0.72472,1.42,1.499,22.15,0.06767,1.49189,135920000,202500000,1.48985,1052,1913140864,3014705664,192490.4943,0.682,-0.75,0.02532,0.02532,0.02532,0.02532,0.51783,3.63915,0.51783,3.63915,1.44,1.44,185454066.7,41676857.14,10.31598,45.90415,28.11007,5.68468,6.22948,5.95708,2.44071,USD,1,0.18,0.18,0.18,0.18,22.15,15.57,25,21.27826,4.09685,42.26076,-11.4,1.39555,7.38695,1.17894,1.16061,0,0,85.47243,76.93072,0.10288,0.14108,1.17977,0.01,81.21158,0.13198,0.65588,None
CVGW,"Calavo Growers, Inc.",Consumer Defensive,United States,443062403.8,1100743800,9294400,234957333.3,2171600,5733000,667850566.7,1100743800,9294400,234957333.3,2171600,5733000,667850566.7,1.353,1.353,219.82208,24.38356,170.96245,1.25198,170.96245,25.067,-0.00736,0.00758,1,0.01136,1,0.0176,0.80101,2.92,-0.428,71.83,-0.00596,4.83794,17700000,-7410000,-0.41864,3971,1362131072,1260240000,-1866.02871,-0.56358,-0.75,-0.56358,-0.56358,-0.56358,-0.56358,-0.56358,0.48642,-0.56358,0.48642,2.7,2.7,45227466.67,12644200,30.11734,107.72774,68.92254,0.54682,0.68895,0.61789,0.78606,USD,1,1.15,1.1,1,0.95,71.83,56.06,85.4,75.49283,-4.85189,28.13057,-15.88993,1.07498,1.54315,2.9953,2.46217,0.13818,0.10827,9.60115,11.81164,1.29876,1.56291,2.73874,0.13323,10.71639,1.44084,2.08979,None
CVLY,"Codorus Valley Bancorp, Inc",Financial Services,United States,46149891.33,67398800,12880800,18431666.67,4035066.667,8457933.333,42915233.33,67398800,12880800,18431666.67,4035066.667,8457933.333,42915233.33,-2.087,4.36367,12.12276,0,12.12276,2.63754,24.24552,22.14109,0.21593,0.46467,2.5,0.54591,2.5,0.48556,0.56028,0,1.564,19.17,0.08159,0.94221,9877000,15331000,1.55219,320,187267904,187267904,47909.375,-0.18783,-0.75,-0.18783,-0.18783,-0.18783,-0.18783,-0.18783,0.86217,-0.18783,0.86217,1,1,14696333.33,9263266.667,12.74249,20.21618,16.47934,9.49903,10.19407,9.84655,3.13792,USD,1,0.02,0.02,0.1,0.1,19.17,11.62,19.74,17.39297,10.21694,64.97418,-2.88754,1.85961,41.35476,1.10554,1.09818,0,0,130.21481,94.40231,0.13892,0.1948,1.11186,0.01,112.31856,0.17686,0.64436,None
CWBC,Community West Bancshares,Financial Services,United States,529619.1657,38284133.33,7836333.333,10824333.33,2770400,5303366.667,24554233.33,38284133.33,7836333.333,10824333.33,2770400,5303366.667,24554233.33,3.374,3.374,12.37113,0,12.37113,2.47269,24.74227,26.32116,0.2337,7.10892,34.80469,1.58805,6.25,4.55935,0.2488,0,0.97,12.15,0.07984,1.14231,8524410,9668000,1.13415,123,139590752,102292920,78601.62602,0.89,-0.75,0.04915,0.04915,0.04915,0.04915,0.67979,4.44894,0.67979,4.44894,1,1,15291800,5241600,9.12847,26.63132,17.8799,10.14647,10.28075,10.21361,3.19587,USD,1,0.07,0.06,0.05,0.045,12.15,6.39,13.44,10.49616,15.75662,90.14085,-9.59821,1.63404,19.0362,1.09863,1.09747,0,0,96.28058,88.36063,0.13412,0.14351,1.10805,0.01,92.3306,0.14881,0.62843,None
CWCO,Consolidated Water Co. Ltd.,Utilities,Cayman Islands,38197.95863,69800423.2,7141842.133,16789460.07,781047.7333,3961444.933,43294941.63,69800423.2,7141842.133,16789460.07,781047.7333,3961444.933,43294941.63,2.279,2.279,51.72269,19.23438,43.60061,2.70614,43.60061,11.951,0.02625,0.58649,5.625,0.0468,1,0.36226,0.55409,0.64,0.238,12.5,0.01904,1.1587,15169700,6698935,0.4416,102,157287936,186739008,65675.83333,-0.658,-0.75,-0.25151,-0.25151,-0.25151,-0.25151,-0.55638,0.49362,-0.55638,0.49362,4.59,4.59,15514071.93,3581143,10.1384,43.92115,27.02978,0.06966,0.06921,0.06943,0.2635,USD,1,0.085,0.085,0.085,0.085,12.5,10.01,16.69,12.54159,-1.93698,24.87512,-25.10485,0.74551,0.74651,16.51592,16.17527,0.87219,0.85908,14.0376,11.86166,9.71083,10.77242,16.3556,0.87564,12.95963,10.25163,13.30361,None
CXDO,"Crexendo, Inc.",Communication Services,United States,2.34E+18,14856200,4446733.333,4379200,1579600,3013166.667,9617700,14856200,4446733.333,4379200,1579600,3013166.667,9617700,5.132,5.132,11.54348,37.92857,18.13975,5.74585,18.13975,74.304,0.4161,3.77115,13.92188,0.92423,2.5,2.48845,0.07565,0.14,0.46,5.37,0.08566,3.70551,18424600,7085000,0.38454,58,87381976,97834624,122155.1724,27.44733,-0.75,0.80132,0.80132,0.80132,0.80132,20.78583,104.97914,20.78583,104.97914,1,1,861733.3333,215100,101.40257,2.47119E+15,1.2356E+15,0.56482,0.29793,0.43138,0.65679,USD,1,0,0,0,0,5.37,4.9,12.781,6.44988,-16.74269,9.59184,-57.98451,0.11927,0.12027,4.28165,5.01384,0.61865,0.42164,10.09221,16.86571,4.96905,5.24365,4.65774,0.53015,13.48896,5.11635,4.88705,None
CXH,MFS Investment Grade Municipal ,Financial Services,United States,5275910.504,6438282.333,5585927.6,1472842.4,2320912.4,3953420,3955562.367,6438282.333,5585927.6,1472842.4,2320912.4,3953420,3955562.367,24.274,24.274,21.0856,0,21.0856,15.50015,42.17119,36.44849,0.73534,2.15946,2.5,1.58711,1,1.80248,0.21946,0,0.479,10.1,0.04743,0.93875,9110240,4365218,0.47916,10000000,144096192,92013424,0.43652,1.336,-0.75,-0.09416,-0.09416,-0.09416,-0.09416,0.97846,5.9423,0.97846,5.9423,1,1,6563224.733,1563643,21.95509,92.15415,57.05462,0.56602,0.5682,0.56711,0.75307,USD,1,0.037,0.037,0.037,0.037,10.1,9.03,10.55,9.80174,3.04294,11.84939,-4.2654,1.40789,7.78791,2.76812,2.76103,0,0,0,0,4.5358,2.75401,2.77458,0.01,0.01,3.6549,3.21474,None
CXP,"Columbia Property Trust, Inc.",Real Estate,United States,145317195.4,296317466.7,77166066.67,67338066.67,27700466.67,52433266.67,181827766.7,296317466.7,77166066.67,67338066.67,27700466.67,52433266.67,181827766.7,11.747,11.747,18.23775,97.16666,37.96998,6.95898,37.96998,39.467,0.38066,0.64667,2.5,1.09201,2.5,0.87315,0.84113,0.18,0.959,17.47,0.05489,0.77537,114869000,109400000,0.95239,160,3391357696,2009058816,683750,-0.924,-0.75,0.35454,0.35454,0.35454,0.35454,-0.60436,0.44564,-0.60436,0.44564,1,1,109487066.7,23401733.33,30.97496,144.91908,87.94702,0.5729,0.56819,0.57054,0.75534,USD,1,0.21,0.21,0.21,0.21,17.47,10.11,18.99,15.49094,12.77558,72.79921,-8.00421,1.65766,20.74766,2.79418,2.8311,1.35147,11.4831,4.42053,4.22902,1.48943,2.10644,2.82264,6.42728,4.33477,1.80794,2.31529,None
CXW,"CoreCivic, Inc.",Real Estate,United States,146810.4899,1906911067,112350266.7,462721666.7,-69075733.33,21637266.67,1184816367,1906911067,112350266.7,462721666.7,-69075733.33,21637266.67,1184816367,1.363,1.363,17.4,3.83824,14.00956,0.50384,14.00956,6.46,-0.05536,0.14719,2.5,-0.15164,0,0.05663,0.7631,2.04,0.45,7.63,0.05898,0.67384,120271000,-103468000,-0.86029,12415,2547806976,941721920,-8334.11196,-0.30038,-0.75,-0.30038,-0.30038,-0.30038,-0.30038,-0.30038,0.74962,-0.30038,0.74962,-2.66,26.6,349924066.7,93747400,7.28103,27.17736,17.22919,1.64329,1.83359,1.73844,1.3185,USD,1,0.44,0.44,0.44,0.44,7.63,5.76,14.44,7.65964,-0.38693,32.46528,-47.16066,0.43088,0.43188,1.61773,1.55715,3.58447,46.06468,5.65643,3.55465,1.74615,2.05385,1.59744,24.83457,4.61554,1.91,1.75372,None
CYBE,CyberOptics Corporation,Technology,United States,56208.39961,65384066.67,3733200,17798666.67,1508200,2620700,41591366.67,65384066.67,3733200,17798666.67,1508200,2620700,41591366.67,2.777,2.777,35.10012,25.47009,32.69261,3.04567,10.89754,20.727,0.08876,0.13656,2.5,0.2121,2.5,0.18289,0.63599,1.17,0.849,29.81,0.02848,3.23632,7299380,6339000,0.86843,183,198355776,217521520,34639.34426,0.707,-0.75,0.32507,0.32507,0.32507,0.32507,0.61152,4.10759,0.61152,4.10759,1.28,1.28,4129200,2170266.667,48.03734,91.39696,69.71715,0.22195,0.24307,0.23251,0.48219,USD,1,0,0,0,0,29.81,20.81,43.48,26.79587,11.24849,43.24844,-31.43974,0.794,0.795,5.5912,5.16803,0.63262,0.54138,16.30332,15.49791,4.73079,4.50456,5.38962,0.597,15.91061,4.62768,5.00865,None
CYH,"Community Health Systems, Inc.",Healthcare,United States,3408322624,12721000000,-176466666.7,3023400000,68400000,-54033333.33,7872200000,12721000000,-176466666.7,3023400000,68400000,-54033333.33,7872200000,1.154,1.154,3.95839,18.06329,7.48462,0.16011,7.48462,12.235,0.03643,-0.00861,0,0.02189,1,0.03584,0.83584,0.79,3.605,14.63,0.24641,1000,132140000,429000000,3.24656,55000,13593291776,1885637888,7800,0.66702,-0.75,0.66702,0.66702,0.66702,0.66702,0.66702,4.38508,0.66702,4.38508,2.48,2.48,1352333333,236600000,10.05173,57.45263,33.75218,-10.6648,-9.85277,103.58785,10.17781,USD,1,0.20661,0,0,0,14.63,2.68,15.3,10.12348,44.51555,445.89552,-11.43791,1.89382,46.13508,0.93348,0.93123,0.56592,0.38973,0.72068,0.87322,1.56787,1.49327,0.94235,0.48782,0.80695,1.54057,1.24146,None
CZWI,"Citizens Community Bancorp, Inc",Financial Services,United States,34423.84339,56051571.43,10575714.29,16297666.67,4557133.333,7566423.81,36174619.05,54739666.67,10156200,16297666.67,4557133.333,7356666.667,35518666.67,1.938,1.938,9.58156,11.35294,10.02441,2.31215,20.04881,16.29735,0.2456,6.40534,34.80469,8.34542,30.07812,6.64399,0.52327,1.19,1.41,13.35,0.10562,0.91606,10888000,15625000,1.43507,234,123312640,147096880,66773.50427,1.113,-0.75,0.22628,0.22628,0.19262,0.19262,0.89132,5.5066,0.89132,5.5066,1,1,18420333.33,10101200,6.69438,12.20772,9.45105,8.91126,9.56593,9.2386,3.03951,USD,1,0.23,0.21,0.2,0.2,13.35,6.48,14.81,11.54638,15.62068,106.01852,-9.8582,1.64946,20.13958,1.11342,1.1046,0,0,145.97184,107.9284,0.08291,0.12352,1.11901,0.01,126.96012,0.11321,0.61611,None
D,"Dominion Energy, Inc.",Utilities,United States,101722988.7,13730933333,674466666.7,3139466667,440666666.7,557566666.7,8435200000,13730933333,674466666.7,3139466667,440666666.7,557566666.7,8435200000,7.351,7.351,110.06589,18.48058,87.16956,4.3303,87.16956,16.189,-0.02829,0.05507,1,0.69755,4.8125,0.42029,0.67887,4.12,-0.574,75.49,-0.0076,2.5861,806003008,1412000000,1.75185,17300,1.04178E+11,61369069568,81618.49711,-0.324,-0.75,-0.66768,-0.66768,-0.66768,-0.66768,-0.40992,0.64008,-0.40992,0.64008,3.01,3.01,5112000000,1000866667,20.37901,104.08731,62.23316,2.78232,2.94686,2.86459,1.69251,USD,1,0.63,0.63,0.94,0.94,75.49,67.85,87.34,75.61543,-0.16588,11.26013,-13.56767,0.78399,0.78499,1.40845,1.38822,0.43856,0.6646,0.79685,0.77964,0.62221,0.76715,1.40833,0.56158,0.79825,0.70468,1.05651,None
DAKT,"Daktronics, Inc.",Technology,United States,182964.0665,597191400,1437466.667,111731733.3,1720466.667,1578966.667,354461566.7,597191400,1437466.667,111731733.3,1720466.667,1578966.667,354461566.7,0.436,0.436,31.58879,23.31035,29.51918,0.61876,9.83973,6.554,0.01952,0.00237,1,0.0123,1,0.02501,0.58371,0.29,0.214,6.69,0.03199,1.5787,44966400,9590000,0.21327,2395,214222192,303972864,4004.17537,0.24278,-0.75,0.24278,0.24278,0.24278,0.24278,0.24278,2.26389,0.24278,2.26389,2.53,2.53,20318466.67,14226400,10.54323,15.05807,12.80065,0.98081,0.95609,0.96845,0.9841,USD,1,0.05,0.05,0.05,0.05,6.69,3.72,7.23,5.59377,19.59738,79.83871,-7.46888,1.69231,23.48962,2.03974,2.04959,0.02495,0.07752,0.37395,0.31914,1.8251,1.98588,2.05467,0.06123,0.35655,1.91549,1.98508,None
DAN,Dana Incorporated,Consumer Cyclical,United States,2881271.108,7654866667,108066666.7,2106800000,42933333.33,75500000,4880833333,7654866667,108066666.7,2106800000,42933333.33,75500000,4880833333,0.829,0.829,52.15536,8.2462,41.17807,0.52905,41.17807,10.651,-0.00242,0.01268,1,0.0351,2.5,0.03334,0.96889,3.29,-0.124,27.33,-0.00454,2.19374,145143008,-18000000,-0.12402,39100,6166870016,3937729792,-460.35806,0.224,-0.75,-0.57547,-0.57547,-0.57547,-0.57547,0.02413,1.17067,0.02413,1.17067,0.15,0.15,488400000,103133333.3,12.62668,59.79512,36.2109,3.0795,3.10295,3.09123,1.75819,USD,1,0.1,0.1,0.1,0.1,27.33,10.75,28.44,22.62913,20.77353,154.23256,-7.98523,1.87451,43.38306,1.37654,1.36876,0.37888,1.46416,0.94293,1.03001,1.69522,1.73853,1.38265,0.93152,0.99647,1.72688,1.55476,None
DAR,Darling Ingredients Inc.,Consumer Defensive,United States,207438920.5,3497913800,263760800,940745066.7,65256533.33,164508666.7,2219329433,3497913800,263760800,940745066.7,65256533.33,164508666.7,2219329433,3.733,3.733,38.46067,15.99533,32.84434,3.12699,32.84434,26.475,0.0831,0.18858,2.5,0.18017,2.5,0.18111,1.03035,4.28,1.78,69.45,0.02563,3.83981,163152000,296819008,1.81928,10000,13333750784,11169385472,29681.9008,-0.816,-0.75,0.1141,0.1141,0.1141,0.1141,-0.58347,0.46653,-0.58347,0.46653,0.78,0.78,510357200,170247466.7,26.12631,78.31982,52.22306,0.99912,0.94083,0.96997,0.98487,USD,1,0,0,0,0,69.45,21.93,79.65,64.8379,7.11328,216.68947,-12.80603,1.64657,19.92878,2.03436,2.08915,1.08874,1.5934,0.19011,0.18014,1.47034,1.4776,2.07176,1.35107,0.19512,1.48397,1.77786,None
DCI,"Donaldson Company, Inc.",Industrials,United States,301830989.8,2658286667,247880000,656246666.7,59253333.33,153566666.7,1657266667,2658286667,247880000,656246666.7,59253333.33,153566666.7,1657266667,3.22,3.22,32.24607,23.96498,30.1758,3.03093,30.1758,18.854,0.09583,0.23368,2.5,0.22655,2.5,0.22195,0.82504,2.57,1.91,61.59,0.03101,7.22887,126124000,245600000,1.94729,12400,8252360704,7767976960,19806.45161,-0.127,-0.75,0.02621,0.02621,0.02621,0.02621,-0.0887,0.9613,-0.0887,0.9613,2.73,2.73,354853333.3,95653333.33,23.25569,86.27363,54.76466,1.30617,1.1671,1.23663,1.11204,USD,1,0.21,0.21,0.21,0.21,61.59,42.59,65.47,58.93833,4.49906,44.61141,-5.92638,1.66084,20.98773,1.77846,1.86787,1.45886,0.32258,0.23982,0.72408,2.53601,2.47718,1.83317,0.90072,0.49195,2.51659,2.17488,None
DCO,Ducommun Incorporated,Industrials,United States,1133458.276,648845133.3,26758866.67,155457666.7,8089200,17424033.33,402151400,648845133.3,26758866.67,155457666.7,8089200,17424033.33,402151400,1.565,1.565,21.94694,15.49568,20.33412,1.01165,20.33412,12.823,0.04638,0.10264,2.5,0.12953,2.5,0.11997,0.85146,3.47,2.45,52.52,0.04665,1.91489,11833100,29174000,2.46546,2450,984575232,636265792,11907.7551,0.088,-0.75,0.07664,0.07664,0.07664,0.07664,0.08516,1.4758,0.08516,1.4758,1.34,1.34,28861333.33,7574533.333,34.11399,129.98494,82.04946,1.57101,1.61644,1.59373,1.26243,USD,1,0.075,0.075,0.075,0.075,52.52,30.45,65.4,54.76768,-4.10403,72.47947,-19.69419,1.26295,4.05799,1.63835,1.62026,0.39997,0.22816,0.14902,0.14203,2.64227,2.93401,1.63931,0.32406,0.15552,2.79814,2.21872,None
DCOMP,"Dime Community Bancshares, Inc.",Financial Services,United States,1.12377E+14,154477466.7,44727866.67,49772800,-4698400,20014733.33,102125133.3,154477466.7,44727866.67,49772800,-4698400,20014733.33,102125133.3,8.633,8.633,70.99061,0,70.99061,13.91291,141.98122,70.99061,0.26839,0,0,0,0,0.16337,0.37628,0,0,25.7,0,1000,100000000,41002000,0.41002,421,1420858112,1420858112,97391.92399,-0.12399,-0.75,-0.12399,-0.12399,-0.12399,-0.12399,-0.12399,0.92601,-0.12399,0.92601,1,1,60782066.67,17751714.29,23.37627,80.04061,51.70844,9.61245,10.74533,10.17889,3.19044,USD,1,0.344,0.344,0.344,0.344,25.7,19.1,25.981,25.23359,1.84838,34.55497,-1.08156,1.91833,49.83497,1.10404,1.1073,0.01317,0.18211,146.59155,152.46111,0.03195,0.05861,1.11567,0.10764,149.53633,0.05528,0.58547,None
DCP,"DCP Midstream,  LP",Energy,United States,1440952017,7196533333,-167933333.3,1643133333,45066666.67,-61433333.33,4419833333,7196533333,-167933333.3,1643133333,45066666.67,-61433333.33,4419833333,1.836,1.836,-85.36768,11.33784,413567.3936,0.85331,413567.3936,16.5,-0.04979,-0.02776,0,0.02502,1,0.00925,0.31214,2.22,-1.752,25.6,-0.06844,1.03173,208360000,-365000000,-1.75178,10000000,11286209536,5244421120,-36.5,85,-0.75,-0.524,-0.524,-0.524,-0.524,63.619,319.145,63.619,319.145,0.42,0.42,963200000,284533333.3,11.71741,39.66568,25.69155,1.29436,1.39333,1.34384,1.15924,USD,1,0.39,0.39,0.39,0.39,25.6,9.44,26.97,21.44406,19.3804,171.18644,-5.07972,1.8437,39.27685,1.89315,1.82803,0.48763,0.53413,0.62812,0.63581,0.64051,0.69289,1.87059,0.52088,0.64196,0.6767,1.27364,None
DCUE,"Dominion Energy, Inc. 2019 Seri",Utilities,United States,2902789612,13730933333,674466666.7,3139466667,440666666.7,557566666.7,8435200000,13730933333,674466666.7,3139466667,440666666.7,557566666.7,8435200000,8.714,8.714,57.51445,0,57.51445,4.23052,57.51445,19.191,-0.02829,0,0,0,0,0.00596,1.17361,0,1.73,98.87,0.0175,2.95735,655083008,1412000000,2.15545,17300,1.23497E+11,59954917376,81618.49711,-0.324,-0.75,-0.66768,-0.66768,-0.66768,-0.66768,-0.40992,0.64008,-0.40992,0.64008,1,1,5112000000,1000866667,24.15825,123.39003,73.77414,2.78232,2.94686,2.86459,1.69251,USD,1,1.813,1.813,1.813,1.813,98.87,91.9,109.83,99.95072,-1.08125,7.58433,-9.97906,0.77747,0.77847,1.40845,1.38822,0.43856,0.6646,0.79685,0.77964,0.62221,0.76715,1.40833,0.56158,0.79825,0.70468,1.05651,None
DDF,Delaware Investments Dividend &,Financial Services,United States,2202550945,4086268.333,774177.2667,839716.4,2168273.6,1471225.433,2462992.367,4086268.333,774177.2667,839716.4,2168273.6,1471225.433,2462992.367,31.376,31.376,59.33829,0,59.33829,25.02153,118.67659,74.40772,-1.28965,-0.03139,0,2.83987,1,1.43958,0.06338,0,-0.591,11.33,-0.05216,1.19854,7611160,-4499596,-0.59118,10000000,109470528,87300008,-0.44996,-0.073,-0.75,-0.51528,-0.51528,-0.51528,-0.51528,-0.18357,0.86643,-0.18357,0.86643,1,1,13778334.4,2390211.6,7.94512,45.79951,26.87232,0.41744,0.37991,0.39867,0.63141,USD,1,0.065,0.0637,0.0623,0.0608,11.33,7.45,11.74,9.89101,14.54842,52.08054,-3.49233,1.80886,35.02891,3.42082,3.63253,0,0,0.3,0.075,0.0635,0.03351,3.53668,0.01,0.1975,0.05851,1.79759,None
DDS,"Dillard's, Inc.",Consumer Cyclical,United States,9774072.658,5351179867,28862800,1322326800,32305933.33,30584366.67,3336753333,5351179867,28862800,1322326800,32305933.33,30584366.67,3336753333,0.595,0.595,94.38759,50.54023,83.42575,0.65118,83.42575,21.459,-0.01616,0.00184,1,0.19092,12.03125,0.11731,0.82245,2.61,-3.16,133.16,-0.02373,2.01528,17886200,-71654000,-4.00611,10000000,2639226624,2886784512,-7.1654,-0.01,-0.75,-0.65016,-0.65016,-0.65016,-0.65016,-0.17004,0.87996,-0.17004,0.87996,-0.47,4.7,299515000,198364200,8.81167,13.30495,11.05831,1.12442,1.24238,1.1834,1.08784,USD,1,0.15,0.15,0.15,0.15,133.16,22.38,152.19,80.94732,64.50205,494.99553,-12.50411,1.7068,24.72289,1.89024,1.81127,0.9774,5.16466,0.33731,0.33239,2.03969,1.96507,1.86075,3.08103,0.34485,2.01238,1.93657,None
DEA,"Easterly Government Properties,",Real Estate,United States,1409447.905,219957800,9358133.333,63027866.67,2983800,6170966.667,141492833.3,219957800,9358133.333,63027866.67,2983800,6170966.667,141492833.3,11.768,11.768,139.1275,59.22857,119.15277,7.09307,119.15277,20.168,0.0488,0.64508,15.46875,0.29819,6.25,0.47079,0.98439,0.35,0.149,20.63,0.00722,1.47261,83857000,11672000,0.13919,45,2884022784,1738355584,259377.7778,0.63,-0.75,0.19266,0.19266,0.19266,0.19266,0.52066,3.65332,0.52066,3.65332,1,1,127042066.7,35822866.67,22.70132,80.50787,51.6046,0.98241,0.98542,0.98391,0.99192,USD,1,0.26,0.26,0.26,0.26,20.63,19.64,26.15,21.69906,-4.92675,5.04073,-21.10899,0.30415,0.30515,2.15477,2.14596,3.9081,5.20388,0.02213,0.01041,1.67869,1.59379,2.16036,4.56599,0.02627,1.64624,1.9033,None
DEI,"Douglas Emmett, Inc.",Real Estate,United States,4.50046E+11,898148866.7,145655666.7,215216600,12509000,79082333.33,556682733.3,898148866.7,145655666.7,215216600,12509000,79082333.33,556682733.3,13.629,13.629,124.00001,80.74419,113.18606,6.86035,113.18606,22.959,0.05678,0.3955,2.5,0.14418,2.5,0.28531,1.00307,0.43,0.28,34.29,0.00817,2.49982,175471008,49591000,0.28262,700,12102847488,6092353536,70844.28571,-0.936,-0.75,-0.27014,-0.27014,-0.27014,-0.27014,-0.76954,0.28046,-0.76954,0.28046,19.36,19.36,433916600,87180000,27.89211,138.82596,83.35903,2.00449,2.14308,2.07379,1.44007,USD,1,0.28,0.28,0.28,0.28,34.29,22.88,35.48,31.29239,9.57936,49.86888,-3.354,1.81111,35.29154,1.81522,1.76355,0.10966,0.102,0.03769,0.04127,1.17377,0.74081,1.79938,0.11583,0.04948,0.96729,1.38334,None
DELL,Dell Technologies Inc.,Technology,United States,9796991.842,92179333333,2466333333,24679133333,1025533333,1745933333,58429233333,92179333333,2466333333,24679133333,1025533333,1745933333,58429233333,1.217,1.217,23.37441,11.79904,20.48057,0.79841,6.82686,11.888,0.03449,0.05839,2.25,0.25682,6.25,0.17837,0.81014,8.36,4.22,99.7,0.04233,29.96355,276564992,3249999872,11.75131,158000,1.14693E+11,75229470720,20569.61944,2.007,-0.75,0.20141,0.20141,0.20141,0.20141,1.5556,8.82801,1.5556,8.82801,2.42,2.42,9949666667,4324000000,11.52729,26.52467,19.02598,3.3228,17.0811,10.20195,3.19405,USD,1,0,0,0,0,99.7,45.62,103.8,82.86268,20.31955,118.5445,-3.9499,1.85906,41.28172,1.05185,1.05584,0.29244,0.41451,0.39058,0.48223,0.78246,0.78943,1.06384,0.36347,0.44641,0.79594,0.92989,None
DFS,Discover Financial Services,Financial Services,United States,24519014,6880666667,1902600000,2879733333,1140933333,1521766667,4880200000,6880666667,1902600000,2879733333,1140933333,1521766667,4880200000,3.25,3.25,13.18565,10.01366,12.39266,4.44579,24.78531,17.25845,0.34592,0.66201,2.5,2.30995,6.875,1.56853,0.88197,11.71,8.893,118.02,0.07535,2.95559,306344992,2728000000,8.90499,17600,26263336960,35922014208,155000,-0.22347,-0.75,-0.22347,-0.22347,-0.22347,-0.22347,-0.22347,0.82653,-0.22347,0.82653,1.27,1.27,5996133333,1530142857,4.38005,17.16398,10.77201,9.76423,9.69409,9.72916,3.11916,USD,1,0.44,0.44,0.44,0.44,118.02,45.4,121.44,95.15826,24.02496,159.95595,-5.47678,1.91005,48.55845,1.11109,1.11033,1.47059,1.47059,8.33713,20.58278,1.25758,1.244,1.12071,1.48059,14.46995,1.26079,1.19075,None
DGICA,"Donegal Group, Inc.",Financial Services,United States,1452.68302,783669889.4,36848294.13,197711397.9,12591079.6,24719686.87,490690643.6,783669889.4,36848294.13,197711397.9,12591079.6,24719686.87,490690643.6,0.483,0.483,7.64882,11.58333,8.63245,0.582,17.2649,4.693,0.07538,0.04667,1,0.15918,2.5,0.12916,0.80932,1.32,1.999,15.16,0.13186,0.87667,24699000,59614252,2.41363,10000000,382303232,460288640,5.96143,1.822,-0.75,0.17523,0.17523,0.17523,0.17523,1.41031,8.10154,1.41031,8.10154,1.31,1.31,88204451.6,29824172.29,4.33429,12.81857,8.57643,3.23317,3.16848,3.20083,1.78908,USD,1,0.16,0.15,0.15,0.15,15.16,12.99,16.48,14.62616,3.6499,16.70516,-8.00971,1.24355,3.69816,1.31011,1.3157,0.73589,0.74293,0.39716,0.85345,0.61514,0.6247,1.3229,0.74941,0.6353,0.62992,0.97641,None
