"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,skip_reason
TLV:LUDN,LUDAN ENGINEERING,Industrials,Israel,6542.02242,171727896.67133,751608.05667,39646981.62533,982963.53267,867285.79467,105687439.14833,171727896.67133,751608.05667,39646981.62533,982963.53267,867285.79467,105687439.14833,0.11654,0.11654,3.83563,3.83563,3.83563,0.07086,3.83563,1.83264,0.01923,0.00435,1.0,0.06216,2.5,0.05163,0.21098,0,0.865,1074,0.00081,0.53548,11524700,13247000,1.14944,1253,62819655,3823684534,10572.22666,0.11,0.00524,0.29091,0.00524,0.29091,0.00524,0.15523,1.82613,0.00524,1.0762,1,1,11071669.434,4128176.246,5.67391,15.21729,10.4456,4.33851,3.82898,4.08375,2.02083,ILS,ILS,0.30749,0.30749,50.0,50.0,45.0,45.0,1.57122,402,1147,915.4403,17.32059,167.16418,-6.36443,1.80403,34.47132,1.25238,1.27513,0.34852,0.03418,0.98464,0.7977,1.19357,1.14815,1.27376,0.20135,0.90117,1.18086,1.22731,113570017.046,109959284.972,111764651.009,0.02776,None
TLV:RIMO,RIMONI INDUSTRIES,Basic Materials,Israel,7077.73235,53523451.84333,11855645.938,15073795.27933,3466970.24933,7661308.09367,34298623.56133,53523451.84333,11855645.938,15073795.27933,3466970.24933,7661308.09367,34298623.56133,0.95968,0.95968,3.99493,3.99493,3.99493,0.93983,3.99493,3.10288,0.23527,0.55565,2.5,1.4352,6.25,1.02248,0.05612,0,5.157,6700,0.00077,1.11307,8404000,43342000,5.15731,362,176803365,17313777499,119729.28177,0.18,0.00554,0.04153,0.00554,0.04153,0.00554,0.14538,1.77691,0.00554,1.07768,1,1,14116722.40467,2806912.21533,12.52439,62.98856,37.75648,0.4096,0.47102,0.44031,0.66356,ILS,ILS,0.30749,0.30749,149.0,111.0,108.0,232.0,0.76316,3560,7610,6474.3335,3.48556,88.20225,-11.95795,1.55062,13.90041,3.51653,3.15067,0.1017,0.1612,0.1107,0.07068,1.42605,1.38046,3.3436,0.14145,0.10069,1.41325,2.37843,67502869.71333,69940691.432,68721780.57267,0.13148,None
TLV:CRMT,CARMIT CANDY IND,Consumer Defensive,Israel,7849.97887,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,0.24722,0.24722,5.75475,5.75475,5.75475,0.15028,5.75475,4.76517,0.02613,0.0,0.0,0.0,0.0,0.02493,0.01,0,0.755,1471,0.00051,0.29874,5586610,4220000,0.75538,88,39945728,2427289102,47954.54545,-0.841,0.01782,-0.11549,0.01782,-0.11549,0.01782,-0.65962,0.39038,0.01782,1.13908,1,1,5045533.33333,3005900.0,7.91705,13.28911,10.60308,1.05894,1.28817,1.17356,1.08331,USD,ILS,1.0,0.30749,10.7399,21.4799,17.9413,17.9413,1471,1230,1680,1421.5695,3.47718,19.5935,-12.44048,1.07111,1.51011,2.02565,1.77648,7.39925,4.87279,0.13464,0.13464,1.48253,1.12564,1.91107,6.14602,0.14464,1.31408,1.61258,160649266.66667,185834400.0,173241833.33333,0.03762,None
TLV:HOD,HOD-ASSAF INDS,Basic Materials,Israel,8457.4569,1240771066.66667,5998066.66667,314923600.0,3771200.0,4884633.33333,777847333.33333,1240771066.66667,5998066.66667,314923600.0,3771200.0,4884633.33333,777847333.33333,0.15282,0.15282,7.8391,7.8391,7.8391,0.09138,7.8391,2.84736,0.01166,0.0,0.0,0.0,0.0,0.01666,0.01,0,1.134,2868,0.0004,0.2214,12290500,13937000,1.13397,684,182567134,10925684694,20375.73099,0.18617,-0.01621,0.18617,-0.01621,0.18617,-0.01621,0.18617,1.98087,-0.01621,1.03379,1,1,67623266.66667,26316100.0,2.69977,6.93747,4.81862,1.01404,0.94567,0.97985,0.98988,USD,ILS,1.0,0.30749,149.869,0,0,0,2868,1096,3025,2239.4932,28.06469,161.67883,-5.19008,1.83722,38.45643,2.01657,2.07391,0.03871,0.02618,0.19433,0.17006,1.44137,1.44954,2.05524,0.04245,0.19219,1.45545,1.75535,993732133.33333,964563200.0,979147666.66667,0.02499,None
TLV:MTRX,MATRIX IT LTD,Technology,Israel,10895.212,1115382174.22933,49540000.89067,325337580.572,14756281.10533,32148140.998,720359877.40067,1115382174.22933,49540000.89067,325337580.572,14756281.10533,32148140.998,720359877.40067,0.44463,0.44463,9.2909,9.2909,9.2909,0.41989,3.09697,5.02285,0.04548,1.54431,34.80469,0.28365,6.25,0.98,0.14734,0,2.88,8322,0.00035,2.08264,62594500,181418000,2.89831,10000,1773397339,167488988825,18141.8,0.223,0.04523,0.05161,0.04523,0.05161,0.04523,0.18015,1.95076,0.04523,1.27615,1,1,118179989.12333,9628229.37667,15.0059,184.18728,99.59659,2.89444,2.96138,2.92791,1.71111,ILS,ILS,0.30749,0.30749,58.0,64.0,50.0,47.0,0.10803,6725,9613,7838.021,6.17476,23.74721,-13.42973,1.10596,1.8299,1.36416,1.35682,0.01071,0.01354,0.62029,0.58597,1.23596,1.22979,1.37049,0.02212,0.61313,1.24287,1.30668,907005733.41933,967205203.14933,937105468.28433,0.05431,None
TLV:SAE,SHUFERSAL LTD,Consumer Defensive,Israel,11226.05543,4363283100.0,102025182.0,1171926387.33333,34151889.33333,68088535.66667,2767604743.66667,4363283100.0,102025182.0,1171926387.33333,34151889.33333,68088535.66667,2767604743.66667,0.24292,0.24292,4.77775,6.7165,5.0201,0.14124,5.0201,3.24187,0.02692,0.13059,5.625,0.07287,2.5,0.10929,0.62999,1.21,1.701,2643,0.00064,0.69119,265303008,411000000,1.54917,16000,3708650331,215610720649,25687.5,0.267,0.04878,0.10228,0.04878,0.10228,0.04878,0.22582,2.1791,0.04878,1.2939,1,1,412180095.33333,142142377.33333,8.99765,26.0911,17.54437,4.56203,4.46484,4.51343,2.12448,ILS,ILS,0.30749,0.30749,52.7835,33.5913,67.1827,67.7373,0.22191,2105,2845,2643.9167,-0.03467,25.55819,-7.10018,1.45405,9.45112,1.22903,1.2277,0.11137,0.09574,2.21084,2.72209,0.81539,0.88944,1.23837,0.11356,2.47646,0.86242,1.05039,3579470590.66667,4239713118.66667,3909591854.66667,0.03742,None
TLV:DNYA,DNYA CEBUS,Real Estate,Israel,11381.72271,4626827200.0,145932266.66667,1263861133.33333,54582666.66667,100257466.66667,2945344166.66667,4626827200.0,145932266.66667,1263861133.33333,54582666.66667,100257466.66667,2945344166.66667,0.27028,0.27028,4.17907,4.17907,4.17907,0.00149,4.17907,4.64894,0.03284,0.0,0.0,0.0,0.0,0.02877,0.05971,0,5.5,7625,0.00072,0.81567,30975700,156602000,5.05564,1893,1288956359,711972638,82726.88854,0.092,0.02082,0.04188,0.02082,0.04188,0.02082,0.07947,1.44735,0.02082,1.1541,1,1,103587400.0,14573600.0,12.44318,88.44461,50.44389,5.63107,5.84375,5.73741,2.39529,USD,ILS,1.0,0.30749,96.729,0,0,0,7625,5220,7938,6484.7954,17.58274,46.0728,-3.94306,1.76968,30.71664,1.26373,1.2697,0.46163,0.45675,29.60124,27.83166,1.06045,1.04854,1.27671,0.46919,28.72645,1.0645,1.17061,5861775857.14286,5880587857.14286,5871181857.14286,0.03708,None
TLV:CMDR,COMPUTER DIRECT,Technology,Israel,13397.90322,1722244000.0,39625333.33333,596370200.0,13251133.33333,26438233.33333,1159307100.0,1722244000.0,39625333.33333,596370200.0,13251133.33333,26438233.33333,1159307100.0,0.22109,0.22109,5.24675,5.24675,5.24675,0.11803,1.74892,2.43993,0.02249,0.0,0.0,0.0,0.0,0.02285,0.07376,0,13.872,24420,0.00057,1.12868,3431620,47600000,13.871,10000000,468139582,24976320771,4.76,0.661,0.06401,0.03858,0.06401,0.03858,0.06401,0.50539,3.57697,0.06401,1.37006,1,1,164961800.0,67443000.0,2.83787,6.94126,4.88956,4.43417,5.70862,5.07139,2.25198,USD,ILS,1.0,0.30749,241.87,241.87,189.41,297.24,24420,13820,24640,22701.18,7.5715,76.70043,-0.89286,1.95933,56.57852,1.51205,1.42821,0.00533,0.00449,0.69589,0.64068,1.30065,1.21525,1.48013,0.01491,0.67828,1.26795,1.37404,1248032733.33333,1692648933.33333,1470340833.33333,0.03798,None
TLV:SNEL,SYNEL PAYWAY M.L.L,Real Estate,Israel,13722.42717,152209800.0,29970133.33333,37269666.66667,7459666.66667,18714900.0,94739733.33333,152209800.0,29970133.33333,37269666.66667,7459666.66667,18714900.0,94739733.33333,1.19275,1.19275,2.24062,2.24062,2.24062,0.43905,2.24062,3.43343,0.19597,0.0,0.0,0.0,0.0,0.12198,0.06539,0,5.101,3737,0.00136,0.23158,5659460,28872000,5.10155,254,175733870,6468424896,113669.29134,0.539,-0.01204,-0.04126,-0.01204,-0.04126,-0.01204,0.39393,3.01967,-0.01204,1.03796,1,1,38657133.33333,11869000.0,4.54596,14.80612,9.67604,1.70086,1.70345,1.70216,1.30467,USD,ILS,1.0,0.30749,141.356,70.6781,79.5129,88.3477,3737,2680,3879,3544.9167,5.41856,39.4403,-3.66074,1.76314,30.04103,1.76301,1.75798,0.94682,0.03953,9.62148,9.91298,1.32769,1.38519,1.7705,0.50317,9.77723,1.36644,1.56847,795519400.0,832046600.0,813783000.0,0.043,None
TLV:NFTA,NAPHTHA ISRAEL PET,Energy,Israel,14100.43464,564731911.13733,77995309.98467,101433099.75533,15767226.228,46881268.10633,333082505.44633,564731911.13733,77995309.98467,101433099.75533,15767226.228,46881268.10633,333082505.44633,1.06238,1.06238,2.38703,2.38703,2.38703,0.32184,2.38703,1.42153,0.13656,0.34315,2.5,0.13786,1.0,0.26498,0.1765,0,1.949,1513,0.00129,0.39594,94166896,185888000,1.97403,265,1446186889,43809487183,701464.15094,-0.626,-0.062,-0.04043,-0.062,-0.04043,-0.062,-0.47961,0.57039,-0.062,0.988,1,1,436537054.71133,66353779.58333,3.31286,21.79509,12.55398,3.31226,2.81147,3.06186,1.74982,ILS,ILS,0.30749,0.30749,407.4245,306.4366,0,0,0.34728,1003,1649,1523.3889,-0.68196,50.84746,-8.24742,1.57895,15.49551,1.77106,1.92417,0.2635,0.3388,1.74282,1.32091,1.31478,1.50801,1.85762,0.31115,1.54187,1.4214,1.63951,1931155153.164,1775506544.072,1853330848.618,0.0453,None
TLV:PLSN,PLASSON INDUSTRIES,Consumer Cyclical,Israel,14251.14513,388491373.22333,30148410.532,107313436.01867,8545208.598,19346809.565,247902404.621,388491373.22333,30148410.532,107313436.01867,8545208.598,19346809.565,247902404.621,0.49875,0.49875,5.02327,5.02327,5.02327,0.39509,5.02327,3.26739,0.07866,0.43623,5.625,0.19817,2.5,0.32713,0.20323,0,11,17670,0.00062,0.61085,9547960,105041000,11.00141,2390,665882396,52758161331,43950.20921,0.324,0.01368,0.00752,0.01368,0.00752,0.01368,0.24488,2.2744,0.01368,1.11842,1,1,45667041.34467,11748188.43267,14.58125,56.67958,35.63041,1.17749,1.23075,1.20412,1.09733,ILS,ILS,0.30749,0.30749,300.0,200.0,300.0,200.0,0.41814,11480,19350,16618.75,6.32569,53.91986,-8.68217,1.57306,15.15219,1.90274,1.86487,0.10142,0.085,0.74106,0.6786,1.81671,1.83802,1.8938,0.10321,0.71983,1.83737,1.86559,573917744.40133,602127696.97467,588022720.688,0.0529,None
TLV:TTAM,TIV TAAM HLDGS 1,Consumer Defensive,Israel,14587.19382,1490371600.0,39130000.0,404108866.66667,18716466.66667,28923233.33333,947240233.33333,1490371600.0,39130000.0,404108866.66667,18716466.66667,28923233.33333,947240233.33333,0.2626,0.2626,4.1542,4.1542,4.1542,0.17318,4.1542,2.69853,0.04412,0.0,0.0,0.0,0.0,0.03521,0.19789,0,0.647,875,0.00074,1.4825,104267000,71399000,0.68477,1596,424734431,28024572398,44736.21554,1.367,0.0356,0.43208,0.0356,0.43208,0.0356,1.13327,6.71635,0.0356,1.22801,1,1,162266733.33333,57742000.0,2.61751,7.35573,4.98662,5.12139,4.91071,5.01605,2.23965,USD,ILS,1.0,0.30749,5.0075,7.0788,3.9449,4.5117,2.11166,275.6,980,778.59656,12.38169,217.48911,-10.71429,1.70187,24.29765,1.20841,1.20466,0.82472,0.73431,2.82377,3.34259,0.80023,0.69515,1.21653,0.78951,3.09318,0.75769,0.98711,953211200.0,1038384200.0,995797700.0,0.04905,None
TLV:MLTM,MALAM TEAM LTD,Technology,Israel,17233.08607,663809125.00933,25058795.05333,180280567.02667,7454131.58133,16256463.31733,422044846.018,663809125.00933,25058795.05333,180280567.02667,7454131.58133,16256463.31733,422044846.018,0.35669,0.35669,8.44744,8.44744,8.44744,0.32936,2.81581,4.37466,0.03904,0.21243,5.625,0.28561,6.875,0.23948,0.11992,0,4.055,11080,0.00037,1.27416,21895200,88892000,4.05989,4071,811978816,75000661935,21835.42127,1.062,0.02487,-0.02516,0.02487,-0.02516,0.02487,0.79021,5.00104,0.02487,1.17436,1,1,71357523.35467,17814064.162,11.37902,45.58077,28.4799,1.71207,1.69361,1.70284,1.30493,ILS,ILS,0.30749,0.30749,100.0,150.0,100.0,70.0,0.53761,5501,11930,9361.5625,18.35631,101.41792,-7.1249,1.73557,27.33113,1.58597,1.59106,0.16494,0.17991,1.07716,0.44976,1.25173,1.26431,1.59851,0.18243,0.77346,1.26802,1.43327,468669493.22,490044476.076,479356984.648,0.05391,None
TLV:ARAD,ARAD INVESTMENT &,Industrials,Israel,17506.83414,834866303.99333,76216070.348,234181432.096,20545067.346,48380568.847,534523868.04467,834866303.99333,76216070.348,234181432.096,20545067.346,48380568.847,534523868.04467,0.74628,0.74628,3.4902,3.4902,3.4902,0.2797,3.4902,3.74369,0.08038,0.23065,2.5,0.21405,2.5,0.21444,0.17805,0,32.43,36700,0.00088,0.32545,7199640,234175008,32.52593,4254,2174395157,81490616367,55048.19182,1.358,0.02691,-0.09837,0.02691,-0.09837,0.02691,0.99391,6.01954,0.02691,1.18456,1,1,147419910.20067,38437664.454,14.74967,56.56939,35.65953,2.19471,2.19305,2.19388,1.48117,ILS,ILS,0.30749,0.30749,300.0,300.0,300.0,200.0,0.60824,21980,38130,32665.834,12.3498,66.96997,-3.75033,1.82291,36.69371,1.79747,1.79277,0.60341,0.26988,7.97112,7.65117,1.68986,1.6988,1.80512,0.44664,7.82115,1.70433,1.75473,2841797570.81333,2979009612.488,2910403591.65067,0.03662,None
TLV:HLAN,HILAN LTD,Technology,Israel,18869.13932,483441681.808,37341401.106,129252294.03667,11018207.17267,24179804.13933,306346987.92233,483441681.808,37341401.106,129252294.03667,11018207.17267,24179804.13933,306346987.92233,0.69001,0.69001,8.32469,8.32469,8.32469,0.67236,2.7749,5.29713,0.08215,1.19193,15.46875,0.21222,2.5,0.76347,0.35966,0,5.873,16090,0.00037,2.19596,22542700,134656992,5.97342,4000,1131228887,110213312959,33664.248,0.137,0.02694,0.05303,0.02694,0.05303,0.02694,0.11601,1.63004,0.02694,1.18468,1,1,65241526.75533,14964369.838,17.33909,75.59482,46.46696,1.8686,1.69828,1.78344,1.33546,ILS,ILS,0.30749,0.30749,100.0,100.0,100.0,100.0,0.12992,13600,17670,15828.473,1.65226,18.30882,-8.94171,1.22359,3.3559,1.55049,1.6002,0.27501,0.44972,0.50582,0.34135,1.20358,1.19785,1.58534,0.37236,0.43359,1.21071,1.39803,392098989.39867,411420431.03867,401759710.21867,0.08018,None
TLV:TOPS,TOP RAMDOR SYSTEMS,Technology,Israel,21559.24148,37416367.168,2500365.18467,10945311.54333,930977.22333,1715671.204,24180839.35567,37416367.168,2500365.18467,10945311.54333,930977.22333,1715671.204,24180839.35567,0.50705,0.50705,5.71836,5.71836,5.71836,0.46646,1.90612,4.24521,0.08224,0.16718,2.5,0.21056,2.5,0.18984,0.18187,0,0.516,960.9,0.00054,1.36732,21187600,11022000,0.52021,363,67942577,6251769942,30363.63636,1.396,0.03572,0.09425,0.03572,0.09425,0.03572,1.07056,6.40281,0.03572,1.22858,1,1,3905307.494,1847871.40467,17.3975,36.76802,27.08276,2.03312,2.21273,2.12292,1.45702,ILS,ILS,0.30749,0.30749,21.9939,9.4394,16.1557,15.8023,2.28064,260,1080,654.58057,46.79629,269.57692,-11.02778,1.70951,24.95935,1.524,1.47926,0.01532,0.00495,1.26642,1.17316,1.12521,1.11975,1.51163,0.02013,1.22979,1.13248,1.32205,39790743.45,44821300.34933,42306021.89967,0.06055,None
TLV:ZMH,Z.M.H HAMMERMAN LT,Real Estate,Israel,21564.44275,428747066.66667,50228200.0,90295533.33333,13581466.66667,31904833.33333,259521300.0,428747066.66667,50228200.0,90295533.33333,13581466.66667,31904833.33333,259521300.0,0.72014,0.72014,2.48627,2.48627,2.48627,0.47557,2.48627,3.62777,0.17287,0.0,0.0,0.0,0.0,0.10878,0.37979,0,3.338,2840,0.00118,0.49752,20022500,60401000,3.01666,158,251661623,16616983314,382284.81013,0.666,-0.14592,0.08182,-0.14592,0.08182,-0.14592,0.51996,3.64978,-0.14592,0.90408,1,1,76962933.33333,22048200.0,3.26991,11.41416,7.34203,2.60646,2.11213,2.3593,1.536,USD,ILS,1.0,0.30749,18.9786,27.0726,49.7252,22.1001,1.06696,1200,3032,2319.7778,22.42552,136.66667,-6.33245,1.79039,32.93747,1.40473,1.47512,0.05421,0.03712,94.93139,141.82669,1.29408,1.23818,1.44993,0.05566,118.38904,1.27613,1.36303,948164133.33333,922683466.66667,935423800.0,0.05411,None
TLV:TAYA,TAYA INVESTMENT CO,Communication Services,Israel,23438.69708,28781432.988,786333.92733,7235014.20733,1092347.97533,939340.95133,18008223.59767,28781432.988,786333.92733,7235014.20733,1092347.97533,939340.95133,18008223.59767,0.45755,0.45755,4.75342,4.75342,4.75342,0.49208,4.75342,6.5766,0.13032,0.0741,2.5,1.05963,6.875,0.66332,0.33356,0,4.076,6334,0.00064,0.44523,2462250,12634000,5.13108,87,44371864,4770595827,145218.3908,-0.36147,0.04401,-0.36147,0.04401,-0.36147,0.04401,-0.36147,0.68853,0.04401,1.27004,1,1,2810971.08333,562296.71333,15.78524,78.91183,47.34854,0.63414,0.64531,0.63972,0.79983,ILS,ILS,0.30749,0.30749,95.0,130.0,65.0,33.0,6334,4700,6834,5658.5,11.93779,34.76596,-7.31636,1.5314,12.8981,2.93654,2.8335,0.22679,0.0567,2.62591,2.0898,5.06377,2.64715,2.89502,0.15175,2.36785,3.86546,3.38024,70367508.05133,70804512.83933,70586010.44533,0.03331,None
TLV:FORTY,FORMULA SYST(1985),Technology,Israel,24130.24817,1774461266.66667,40304666.66667,544390400.0,12227733.33333,26266200.0,1159425833.33333,1774461266.66667,40304666.66667,544390400.0,12227733.33333,26266200.0,1159425833.33333,0.76965,0.76965,28.7527,28.7527,28.7527,0.00667,9.58423,6.48004,0.02361,0.7791,34.80469,0.14108,6.25,0.49888,0.41381,0,3.096,28430,0.00011,2.72252,15294300,48174000,3.1498,15101,1570250140,1361464568,3190.11986,0.127,0.06213,0.15264,0.06213,0.15264,0.06213,0.13341,1.71705,0.06213,1.36064,1,1,221743533.33333,55435883.33333,7.08138,28.32552,17.70345,2.70888,2.75177,2.73033,1.65237,USD,ILS,1.0,0.30749,34.0,35.0,34.0,48.0,28430,141,28950,266.7,10559.91751,20063.12057,-1.7962,1.9639,57.37417,1.80937,1.79588,0.00216,0.00054,0.44753,0.42211,1.4825,1.49111,1.81263,0.01135,0.44482,1.4968,1.65472,2227360466.66667,2414385733.33333,2320873100.0,0.03132,None
TLV:MAXO,MAX STOCK LTD.,Consumer Cyclical,Israel,24660.14979,850703666.66667,63917133.33333,333002866.66667,20982200.0,42449666.66667,591853266.66667,850703666.66667,63917133.33333,333002866.66667,20982200.0,42449666.66667,591853266.66667,0.62882,0.62882,7.01581,7.01581,7.01581,0.51717,7.01581,4.0767,0.07274,0.0,0.0,0.0,0.0,0.05157,0.17155,0,0.561,1234,0.00045,2.70879,142344992,78795000,0.55355,1911,681131224,56025164316,41232.33909,0.378,0.13246,0.09442,0.13246,0.09442,0.13246,0.30711,2.58553,0.13246,1.71229,1,1,121089666.66667,26971466.66667,5.62502,25.25377,15.43939,3.86497,3.47368,3.66933,1.91555,USD,ILS,1.0,0.30749,49.1764,0,0,0,-0.0128,998,1548,1295.9375,-4.77936,23.64729,-20.28424,0.85818,0.85918,1.41934,1.35905,0.92584,0.88459,4.2953,38.05979,1.67691,1.71904,1.39919,0.91521,21.18754,1.70797,1.55358,744121571.42857,851733666.66667,797927619.04762,0.0732,None
TLV:ACE,ACE CAPITAL RETAIL,Consumer Cyclical,Israel,30483.39994,624690800.0,24388000.0,183259066.66667,8914666.66667,16651333.33333,403974933.33333,624690800.0,24388000.0,183259066.66667,8914666.66667,16651333.33333,403974933.33333,0.3324,0.3324,3.04889,3.04889,3.04889,0.20392,3.04889,2.92361,0.063,0.0,0.0,0.0,0.0,0.046,0.81862,0,2.128,2081,0.00102,1.05462,23015000,46134000,2.00452,990,243405797,14932222284,46600.0,0.20774,0.05097,0.20774,0.05097,0.20774,0.05097,0.20774,2.08871,0.05097,1.30483,1,1,101393266.66667,25393133.33333,2.40061,9.5855,5.99305,6.48685,5.51469,6.00077,2.44965,USD,ILS,1.0,0.30749,36.3477,86.8998,0,0,-0.00716,1600,2198,1876.5565,10.89461,30.0625,-5.32302,1.6087,17.33179,1.16238,1.18619,0.14502,0.16442,0.0,0.0,0.75117,0.81041,1.18428,0.16472,0.01,0.79079,0.98754,657340000.0,793186857.14286,725263428.57143,0.04296,None
TLV:YAAC,YAACOBI BROTHERS,Real Estate,Israel,30630.64835,459257000.0,18048466.66667,107874133.33333,3986266.66667,11017366.66667,283565566.66667,459257000.0,18048466.66667,107874133.33333,3986266.66667,11017366.66667,283565566.66667,0.1848,0.1848,0.49363,0.49363,0.49363,0.09382,0.49363,7.00984,0.17903,0.0,0.0,0.0,0.0,0.1123,0.07931,0,0.522,82.3,0.00634,0.20006,152195008,-17307000,-0.11372,614,77229995,3921709787,-28187.29642,0.17845,-0.0624,0.17845,-0.0624,0.17845,-0.0624,0.17845,1.94225,-0.0624,0.9876,1,1,-45057866.66667,-24070466.66667,5969.319,36215.27849,21092.29875,2.32428,1.59455,1.95942,1.39979,USD,ILS,1.0,0.30749,22.12825,0,0,0,1.43286,31.5863,132.7,64.88333,26.84306,160.556,-37.98041,1.0031,1.01876,1.47916,1.61735,0.99944,0.48597,5.91491,7.69277,1.11499,1.13239,1.55825,0.75271,6.81384,1.13369,1.34597,560054000.0,507021733.33333,533537866.66667,0.04065,None
TLV:TMRP,TAMAR PETROLEUM,Energy,Israel,33579.33595,235579466.66667,99634800.0,48231933.33333,12016800.0,55825800.0,141905700.0,235579466.66667,99634800.0,48231933.33333,12016800.0,55825800.0,141905700.0,1.95379,1.95379,1.85428,1.85428,1.85428,0.65248,1.85428,2.37936,0.35213,0.0,0.0,0.0,0.0,0.21122,0.39489,0,0.79,474.2,0.00167,0.41782,88495600,69962000,0.79057,7,388199660,12963564603,9994571.42857,-0.05765,-0.03394,-0.05765,-0.03394,-0.05765,-0.03394,-0.05765,0.99235,-0.03394,1.01606,1,1,190241733.33333,39942466.66667,2.04056,9.71897,5.87977,3.673,3.21894,3.44597,1.85633,USD,ILS,1.0,0.30749,7.91,11.3,33.9,44.436,1.33481,174,531.1,422.7507,12.17013,172.52874,-10.71361,1.68132,22.58942,1.22872,1.31293,1.50827,1.08441,6.86593,6.42725,1.27645,1.20313,1.28082,1.30634,6.65659,1.24979,1.26531,1262772533.33333,1272816666.66667,1267794600.0,0.06403,None
TLV:YHNF,M YOCHANANOF & SON,Consumer Defensive,Israel,35997.15534,2870215666.66667,104688400.0,812519600.0,55963733.33333,80326066.66667,1841367633.33333,2870215666.66667,104688400.0,812519600.0,55963733.33333,80326066.66667,1841367633.33333,0.36007,0.36007,4.87854,4.87854,4.87854,0.25737,4.87854,3.53122,0.05277,0.0,0.0,0.0,0.0,0.04015,0.06031,0,13.192,21080,0.00063,0.97908,12690800,167468000,13.19602,10000000,1142906304,81675014174,16.7468,1.53,0.07221,0.14133,0.07221,0.14133,0.07221,1.18283,6.96416,0.07221,1.41103,1,1,241714933.33333,88034933.33333,4.72832,12.98242,8.85537,2.48823,2.27166,2.37994,1.54271,USD,ILS,1.0,0.30749,488.0,181.063,787.2335,0,0.51003,13100,21690,17440.834,20.86578,60.91603,-2.81236,1.85797,41.13754,1.41691,1.44052,0.21341,0.07678,2.97383,3.02147,0.86889,0.89789,1.43871,0.15509,3.00765,0.89339,1.16605,2215216800.0,2647558733.33333,2431387766.66667,0.05304,None
TLV:PAYT,PAYTON INDUSTRIES,Technology,Israel,36559.43034,41932066.66667,6178933.33333,11114000.0,1514000.0,3846466.66667,26523033.33333,41932066.66667,6178933.33333,11114000.0,1514000.0,3846466.66667,26523033.33333,2.13583,2.13583,16.48417,16.48417,16.48417,2.34384,5.49472,7.76873,0.143,0.0,0.0,0.0,0.0,0.09171,0.34554,0,0.956,5073,0.00019,2.88518,6800000,6538000,0.96147,202,97643690,10716026775,32366.33663,0.082,0.03621,0.04848,0.03621,0.04848,0.03621,0.07362,1.4181,0.03621,1.23105,1,1,10211933.33333,3216133.33333,9.56172,30.36059,19.96115,0.23816,0.34362,0.29089,0.53934,USD,ILS,1.0,0.30749,47.0,30.0,30.0,30.0,0.05776,4400,7426,5929.1943,-14.44031,15.29545,-31.68597,0.44481,0.44581,7.38318,5.78375,0.00677,0.00169,0.00235,0.00059,7.48405,5.67108,6.59347,0.01423,0.01147,6.58756,6.59051,64585800.0,71080533.33333,67833166.66667,0.0767,None
