"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,skip_reason
TLV:CANF,CAN FITE BIOPHARMA,Healthcare,Israel,1e+50,1510733.33333,-12368333.33333,160666.66667,-2573266.66667,-7470800.0,835700.0,1510733.33333,-12368333.33333,160666.66667,-2573266.66667,-7470800.0,835700.0,48.39831,48.39831,5158294.10977,5158294.10977,5158294.10977,54.0485,5158294.10977,46191.63512,0,-12.51738,0.0,-16.12563,0.0,-5.87006,0.05675,0,-0.026,23.7,-0.0011,5.33715,515745984,-11264000,-0.02184,8,34508099,3853657616,-1408000.0,-0.13105,-0.25279,-0.13105,-0.25279,-0.13105,-0.25279,-0.13105,0.91895,-0.25279,0.79721,1,1,-10541466.66667,-42165866.66667,38394.09535,774.6056,19584.35048,1.18168,0.65764,0.91966,0.95899,USD,ILS,1.0,0.30749,0,0,0,0,0.14493,19,47.5,23.45208,1.05712,24.73684,-50.10526,0.32982,0.33082,2.26285,2.63971,0.0,0.0,0.21633,0.05408,5.12416,6.78025,2.46128,0.01,0.14521,5.9622,4.21174,8826533.33333,11965333.33333,10395933.33333,-0.69863,None
TLV:CAST,CASTRO MODEL,Consumer Cyclical,Israel,72211.37199,409418814.634,-10543401.614,86541482.05133,4813263.966,-2865068.824,247980148.34267,409418814.634,-10543401.614,86541482.05133,4813263.966,-2865068.824,247980148.34267,0.4145,0.4145,2.25621,2.25621,2.25621,0.16932,2.25621,2.47775,0.07534,-0.02221,0.0,0.05364,1.0,0.06521,0.05266,0,10.738,7885,0.00136,0.36994,8247630,89452000,10.84578,2641,489098218,19981646304,33870.5036,0.21927,-0.04028,0.21927,-0.04028,0.21927,-0.04028,0.21927,2.14635,-0.04028,1.00972,1,1,42174590.424,7353336.35933,11.59699,66.51378,39.05539,2.48799,2.83939,2.66369,1.63208,ILS,ILS,0.30749,0.30749,468.995,468.995,493.677,575.726,1.83226,2151,8736,5832.1807,35.19814,266.57369,-9.7413,1.74153,27.89918,1.5006,1.35337,0.36426,0.39616,2.99591,3.14303,1.94482,1.77867,1.43699,0.39021,3.07947,1.87175,1.65437,581992616.29533,634448708.85067,608220662.573,0.01529,None
TLV:CBI,CLAL BIOTECHNOLOGY,Healthcare,Israel,11236763568.99822,22973336.37533,2828723.506,6244691.414,8598814.35467,5713768.93033,14609013.89467,22973336.37533,2828723.506,6244691.414,8598814.35467,5713768.93033,14609013.89467,1.67459,1.67459,1.07084,1.07084,1.07084,1.46748,1.07084,23.00935,1.39068,-0.09767,0.0,1.27404,1.0,1.15473,0.05102,0,0.686,237.3,0.00289,0.35014,156846000,109188000,0.69615,10000000,131470089,11521806199,10.9188,0.38129,0.03297,0.38129,0.03297,0.38129,0.03297,0.38129,2.95645,0.03297,1.21485,1,1,-8672427.46067,-3212594.022,3553244.58085,69038790.13522,36296017.35804,0.40565,0.48601,0.44583,0.66771,ILS,ILS,0.30749,0.30749,22.3722,0,0,0,237.3,80,267,211.12639,12.39713,196.625,-11.1236,1.68235,22.67267,5.86563,4.86301,1.32737,0.69868,0.29561,0.29638,6.05268,3.80943,5.37432,1.02303,0.306,4.94105,5.15768,214148540.59333,187314318.77933,200731429.68633,0.04846,None
TLV:CDEV,COHEN DEV&IND BLDG,Energy,Israel,5156468.32958,11127800.0,6299600.0,3668400.0,3680666.66667,4990133.33333,7398100.0,11127800.0,6299600.0,3668400.0,3680666.66667,4990133.33333,7398100.0,9.81723,9.81723,10.60316,10.60316,10.60316,9.79204,10.60316,10.68005,0.94439,1.6252,2.5,2.49895,2.5,2.03722,0.51054,0,1.992,6895,0.00029,7.79678,6427430,13093000,2.03705,10000000,136105405,13575689049,1.3093,-0.17218,0.13342,-0.17218,0.13342,-0.17218,0.13342,-0.17218,0.87782,0.13342,1.71711,1,1,8039400.0,2563800.0,16.9298,53.08737,35.00858,0.17515,0.19875,0.18695,0.43238,USD,ILS,1.0,0.30749,83.579,106.373,75.981,113.971,6895,4931,7400,6604.3403,4.40104,39.82965,-6.82432,1.59093,16.21445,7.1681,6.05586,1.54958,0.525,2.04628,0.51157,3.70342,2.61264,6.62198,1.04729,1.28893,3.16803,4.895,20658733.33333,19459733.33333,20059233.33333,0.26877,None
TLV:CEL,CELLCOM ISRAEL LTD,Communication Services,Israel,1e+50,1137446508.66667,-36898800.0,305911551.33333,-4919840.0,-20909320.0,721679030.0,1137446508.66667,-36898800.0,305911551.33333,-4919840.0,-20909320.0,721679030.0,0.4065,0.4065,353081.28235,348883.88935,352556.60823,0.00193,352556.60823,3.52599,-0.03144,-0.03267,0.0,-0.01719,0.0,-0.01347,0.24132,-0.13,-1.11,1514,-0.00073,0.3921,162776000,-120000000,-0.73721,2954,1551440765,738266860,-40622.88422,-0.3489,-0.00516,-0.3489,-0.00516,-0.3489,-0.00516,-0.3489,0.7011,-0.00516,1.04484,1,1,295231398.66667,74207586.66667,5.255,20.90677,13.08088,2.86255,2.72949,2.79602,1.67213,ILS,ILS,0.30749,0.30749,85.0,131.0,72.0,190.0,1514,1066,1741,1355.9097,11.65935,42.02627,-13.03848,1.32741,5.47048,1.35016,1.36684,0.18979,0.16569,5.00212,4.63604,1.36748,1.24227,1.3685,0.18774,4.82908,1.31488,1.34169,2162454174.0,2169608441.33333,2166031307.66667,0.01035,None
TLV:CFX,COFIX GROUP LTD,Consumer Cyclical,Israel,1e+50,285203000.0,-8624600.0,69636333.33333,-2205866.66667,-5415233.33333,177419666.66667,285203000.0,-8624600.0,69636333.33333,-2205866.66667,-5415233.33333,177419666.66667,0.22478,0.22478,6820325.72316,6820325.72316,6820325.72316,0.13177,6820325.72316,5.43581,-0.03415,0.0,0.0,0.0,0.0,0.00512,0.08003,0,-0.399,461.4,-0.00086,0.94784,25319000,-9573000,-0.3781,617,62997173,3693364978,-15515.39708,-0.10455,0.00376,-0.10455,0.00376,-0.10455,0.00376,-0.10455,0.94545,0.00376,1.0688,1,1,21453600.0,7796000.0,2.93644,8.0807,5.50857,4.5438,5.86465,5.20422,2.28128,USD,ILS,1.0,0.30749,5018420.0,10949290.0,7000000.0,0,461.4,250.1,775,602.4903,-23.41785,84.48621,-40.46452,0.80511,0.80611,1.29625,1.16471,0.14875,0.013,166.29136,280.325,0.68314,0.52387,1.24048,0.09088,223.31818,0.6135,0.92699,201717333.33333,228460666.66667,215089000.0,-0.00518,None
TLV:CGEN,COMPUGEN,Healthcare,Israel,1e+50,3440000.0,-28613066.66667,533333.33333,-9017333.33333,-18815200.0,1986666.66667,3440000.0,-28613066.66667,533333.33333,-9017333.33333,-18815200.0,1986666.66667,306.44269,306.44269,38289580.25465,38289580.25465,38289580.25465,360.21305,38289580.25465,325740.53346,0,-12.13312,0.0,-4.2815,0.0,-2.94659,0.49128,0,-0.392,2521,-0.00016,6.4979,83675904,-32475000,-0.3881,68,612885446,72042609159,-477573.52941,-0.01612,0.0,-0.01612,0.0,-0.01612,0.0,-0.01612,1.03388,0.0,1.05,1,1,-26356800.0,-105427200.0,12736521.97269,206776.53013,6471649.25141,0.26854,0.15857,0.21356,0.46212,USD,ILS,1.0,0.30749,0,0,0,0,-0.50178,2222,6766,3331.8125,-24.33548,13.45635,-62.74017,0.1316,0.1326,5.62689,7.3939,0.89062,0.94122,0.74361,0.84167,9.25972,12.34055,6.5204,0.92592,0.80264,10.81013,8.66527,97779066.66667,135046266.66667,116412666.66667,-0.14163,None
TLV:CHAM,CHAM FOODS ISRAEL,Consumer Defensive,Israel,24473741382931.93,21947600.0,879133.33333,6262800.0,34000.0,456566.66667,14105200.0,21947600.0,879133.33333,6262800.0,34000.0,456566.66667,14105200.0,0.72721,0.72721,21.41155,21.41155,21.41155,0.67072,21.41155,7.98213,0.0315,0.23443,5.625,0.0076,1.0,0.15404,0.01,0,0.03,208.9,0.00014,0.93773,24994500,754000,0.03017,72,17409029,1605513191,10472.22222,-0.01592,0.06357,-0.01592,0.06357,-0.01592,0.06357,-0.01592,1.03408,0.06357,1.36787,1,1,1922400.0,-276600.0,9.05588,250516070.83668,125258039.94628,0.8705,0.8305,0.8505,0.92223,USD,ILS,1.0,0.30749,50.0109,10.0022,8.0018,12.0026,0.304,1.471,226.9,33.04893,532.09308,14101.22366,-7.93301,1.8403,38.84527,2.24115,2.20812,3.87942,0.76828,0.90609,0.22652,1.56575,1.53792,2.23463,2.33385,0.5763,1.56183,1.89823,30878133.33333,31439200.0,31158666.66667,0.03465,None
TLV:CISY,CI SYSTEMS(ISRAEL),Technology,Israel,1013262.49816,24122666.66667,957533.33333,6213933.33333,199666.66667,578600.0,15168300.0,24122666.66667,957533.33333,6213933.33333,199666.66667,578600.0,15168300.0,0.74505,0.74505,24.22873,24.22873,24.22873,0.87015,8.07624,11.37959,0.03571,0.09919,2.5,0.07458,2.5,0.09309,0.01,0,0.083,638,0.00013,1.39555,10640000,878000,0.08252,138,18321016,2139687693,6362.31884,-0.516,0.0118,-0.00752,0.0118,-0.00752,0.0118,-0.38888,0.66112,0.0118,1.10899,1,1,1882666.66667,1355000.0,9.73142,13.52105,11.62623,0.65836,0.6939,0.67613,0.82227,USD,ILS,1.0,0.30749,15.0,0,0,0,638,498.2,690,626.45276,1.84327,28.06102,-7.53623,1.45777,9.59691,2.52998,2.44729,0.44778,0.375,0.30859,0.32246,2.6708,2.63528,2.49863,0.42139,0.32552,2.66304,2.58084,24895000.0,25987466.66667,25441233.33333,0.04274,None
TLV:CKRT,CHAKRATEC LTD,Consumer Cyclical,Israel,1e+50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,10000000000000.0,1.0,0,0,0.0,0.0,0.0,0.0,0.01,0.17491,0,0,680.1,0.0,10000.0,100000000,0,0.0,10000000,0,0,0.0,-0.9,-0.9,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,0,0,10000000000000.0,10000000000000.0,10000000000000.0,10000000000000.0,10000000000000.0,0.0,0.0,USD,ILS,1.0,0.30749,0,0,0,0,680.1,565,820,692.0644,-1.7288,20.37168,-17.06098,0.90275,0.90375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0,0,0,0.0,None
TLV:CLAB,COMPULAB LTD,Technology,Israel,1e+50,0,0,0,0,0,0,0,0,0,0,0,0,0.47999,0.47999,4.43924,4.43924,4.43924,10000000000000.0,1.47975,3.48048,0.1088,0.0,0.0,0.0,0.0,0.07217,0.06792,0,1.35,1973,0.00068,1.29606,100000000,11457000,0.11457,102,50538402,50538402,112323.52941,-0.601,-0.9,-0.601,-0.9,0,0,-0.601,0.449,-0.9,0.15,1,1,0,0,10000000000000.0,10000000000000.0,10000000000000.0,10000000000000.0,10000000000000.0,0.0,0.0,USD,ILS,1.0,0.30749,0,0,0,0,1973,1450,2240,1735.262,13.70041,36.06897,-11.91964,1.32405,5.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0,0,0,0.0,None
TLV:CLBV,CLAL INDUSTRI.&.B,Consumer Defensive,Israel,50.92208,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,8766933.33333,33500600.0,0.0,9591133.33333,21545866.66667,4383466.66667,3.4731,3.4731,3.79012,3.79012,3.79012,0.11924,3.79012,5.73607,0.96897,0.0,0.0,0.0,0.0,0.5637,0.67373,0,3.448,4278,0.00081,0.57167,32467500,34480000,1.06199,10000000,123588535,424295857,3.448,0.066,0.0,0.01229,0.0,0.01229,0.0,0.05257,1.31286,0.0,1.05,1,1,13496066.66667,932666.66667,9.15737,132.51094,70.83416,0.10912,0.10187,0.1055,0.3248,USD,ILS,1.0,0.30749,434.0,174.0,120.0,160.0,4278,3451,4480,3858.1807,10.88128,23.96407,-4.50893,1.60739,17.24729,922.34242,1032.66296,0.0,0.0,0.0,0.0,42.25945,25.79364,977.51269,0.01,0.01,34.03654,505.77462,260325600.0,264871666.66667,262598633.33333,0.10205,None
TLV:CLIS,CLAL INSURANCE ENT,Financial Services,Israel,2134597820.21863,4831972621.06867,59677495.20533,2096702254.84333,81726291.148,70701893.17667,3464337437.956,4831972621.06867,59677495.20533,2096702254.84333,81726291.148,70701893.17667,3464337437.956,-0.9074,38.9364,1.61463,1.61463,1.61463,0.05134,1.61463,1907.85322,0.03182,0.01333,1.0,0.03774,1.0,0.04256,0.21675,0,12.35,6476,0.00191,0.20129,67644896,836068992,12.35968,4198,134888834870,134888834870,199158.88328,0.43921,-0.03188,0.43921,-0.03188,0.43921,-0.03188,0.43921,3.24604,-0.03188,1.01812,1,1,70193878.698,336307450.31667,1921.66094,401.08786,1161.3744,19.37742,18.76515,19.07129,4.36707,ILS,ILS,0.30749,0.30749,216.79,325.184,451.645,270.987,6476,2755,6770,5503.5835,17.66879,135.06352,-4.34269,1.85355,40.55316,1.05216,1.05384,8.03379,7.5035,0.04169,0.03873,27.93413,125.17468,1.063,7.77864,0.05021,76.5644,38.8137,36663413412.09733,38580821609.83133,37622117510.96432,0.02188,None
TLV:CMCT,CIM COMMERICAL TRU,Real Estate,United States,1e+50,120082466.66667,109636200.0,18235066.66667,-4107266.66667,52764466.66667,69158766.66667,120082466.66667,109636200.0,18235066.66667,-4107266.66667,52764466.66667,69158766.66667,5.34633,5.34633,1.49979,1.49979,1.49979,0.01122,1.49979,27.50283,-0.247,0.0,0.0,0.0,0.0,-0.02529,0.32855,0,-2.269,4131,-0.00055,12.82473,14827400,-34886000,-2.35281,4,377199291,79135449,-8721500.0,-0.42958,-0.2243,-0.42958,-0.2243,-0.42958,-0.2243,-0.42958,0.62042,-0.2243,0.8257,1,1,25782933.33333,4187866.66667,14.62981,90.06956,52.34968,14.45405,33.58725,24.02065,4.90109,USD,ILS,1.0,0.30749,7.5,7.5,7.5,7.5,4131,94.5,9450,94.5,4271.42857,4271.42857,-56.28571,0.86291,0.86391,1.90631,1.89201,25.98753,41.47658,2.13708,2.01734,5.11982,8.05278,1.90916,33.74206,2.08721,6.5963,4.25273,811766266.66667,688798866.66667,750282566.66667,0.09033,None
TLV:CMCTP,CIM COMMERICAL TRU,Real Estate,United States,1e+50,120082466.66667,109636200.0,18235066.66667,-4107266.66667,52764466.66667,69158766.66667,120082466.66667,109636200.0,18235066.66667,-4107266.66667,52764466.66667,69158766.66667,8.17431,8.17431,16.70873,16.70873,16.70873,0.12496,16.70873,42.04987,-0.247,0.0,0.0,0.0,0.0,-0.02529,0.01,0,-2.357,8501,-0.00028,51.04931,43795100,-34886000,-0.79657,4,576713051,881627377,-8721500.0,-0.42958,-0.2243,-0.42958,-0.2243,-0.42958,-0.2243,-0.42958,0.62042,-0.2243,0.8257,1,1,25782933.33333,4187866.66667,22.36802,137.71046,80.03924,14.45405,33.58725,24.02065,4.90109,USD,ILS,1.0,0.30749,156.035,156.035,156.035,156.035,8501,7099,8600,7860.722,8.14528,19.74926,-1.15116,1.86809,42.49951,1.90631,1.89201,25.98753,41.47658,2.13708,2.01734,5.11982,8.05278,1.90916,33.74206,2.08721,6.5963,4.25273,811766266.66667,688798866.66667,750282566.66667,0.09033,None
TLV:CMDR,COMPUTER DIRECT,Technology,Israel,13397.90322,1722244000.0,39625333.33333,596370200.0,13251133.33333,26438233.33333,1159307100.0,1722244000.0,39625333.33333,596370200.0,13251133.33333,26438233.33333,1159307100.0,0.22109,0.22109,5.24675,5.24675,5.24675,0.11803,1.74892,2.43993,0.02249,0.0,0.0,0.0,0.0,0.02285,0.07376,0,13.872,24420,0.00057,1.12868,3431620,47600000,13.871,10000000,468139582,24976320771,4.76,0.661,0.06401,0.03858,0.06401,0.03858,0.06401,0.50539,3.57697,0.06401,1.37006,1,1,164961800.0,67443000.0,2.83787,6.94126,4.88956,4.43417,5.70862,5.07139,2.25198,USD,ILS,1.0,0.30749,241.87,241.87,189.41,297.24,24420,13820,24640,22701.18,7.5715,76.70043,-0.89286,1.95933,56.57852,1.51205,1.42821,0.00533,0.00449,0.69589,0.64068,1.30065,1.21525,1.48013,0.01491,0.67828,1.26795,1.37404,1248032733.33333,1692648933.33333,1470340833.33333,0.03798,None
TLV:CMER,C MER INDUSTRIES,Technology,Israel,1e+50,131531348.41867,-10121299.84133,27102291.596,-2022382.22933,-6071841.03533,79316820.00733,131531348.41867,-10121299.84133,27102291.596,-2022382.22933,-6071841.03533,79316820.00733,0.23738,0.23738,3395727.16873,3395727.16873,3395727.16873,0.05831,1131909.05624,138290.75715,-0.08729,-0.07872,0.0,-0.07422,0.0,-0.06737,0.41579,0,-2.371,497.7,-0.00476,0.25108,13808400,-25286000,-1.8312,595,83967342,2061830949,-42497.47899,-0.0115,-0.0771,-0.0115,-0.0771,-0.0115,-0.0771,-0.0115,1.0385,-0.0771,0.9729,1,1,3119076.06333,1864885.85133,26.92058,45.02546,35.97302,3.85845,4.29754,4.07799,2.0194,ILS,ILS,0.30749,0.30749,1000.91,131.7,130.47,113.659,497.7,238.1,517,364.9264,36.38367,109.02982,-3.73308,1.8616,41.62143,1.26696,1.2329,0.20736,0.05184,3.20594,1.89677,1.08356,1.02635,1.25993,0.1396,2.56136,1.06495,1.16244,156939349.61533,133684885.38267,145312117.499,-0.02178,None
TLV:CNMD,CANNOMED MEDICAL,Healthcare,Israel,1e+50,10237714.28571,-5993285.71429,5655000.0,-2725000.0,-4359142.85714,7946357.14286,10237714.28571,-5993285.71429,5655000.0,-2725000.0,-4359142.85714,7946357.14286,1.20936,1.20936,50126.57879,50126.57879,50126.57879,0.0122,50126.57879,49704.82271,-0.49168,0.0,0.0,0.0,0.0,-0.06024,0.01,0,-0.118,71.5,-0.00165,0.73285,99385600,-8809000,-0.08863,50,21666606,21850455,-176180.0,-0.47407,0.0,-0.47407,0.0,-0.47407,0.0,-0.47407,0.57593,0.0,1.05,1,1,-4032285.71429,-2282600.0,163962.05918,882546.21782,523254.1385,-3.70374,0.90619,137849.12302,371.28038,USD,ILS,1.0,0.30749,19.9011,0,0,0,71.5,63.1,145.5001,85.29794,-16.17617,13.3122,-50.85914,0.20388,0.20488,2.30741,2.17066,1.56637,1.27263,150.28571,120.95405,1.37042,1.99579,2.24903,1.4295,135.62988,1.6931,1.97107,34519285.71429,51789600.0,43154442.85714,-0.08101,None
TLV:CNZN,CANZON ISRAEL LTD,Healthcare,Israel,1e+50,425533.33333,-21549866.66667,83500.0,-2622300.0,-12086083.33333,254516.66667,425533.33333,-21549866.66667,83500.0,-2622300.0,-12086083.33333,254516.66667,14.71186,14.71186,49516.95124,49516.95124,49516.95124,2.16048,49516.95124,3372.79669,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-3.163,756.1,-0.00418,0.608,15498200,-12318000,-0.7948,6,4075181,59845391,-2053000.0,-0.05878,0.4803,-0.05878,0.4803,-0.05878,0.4803,-0.05878,0.99122,0.4803,3.45152,1,1,-6233333.33333,-1807800.0,428.27308,13047.93993,6738.1065,-0.24772,0.06585,616.89649,24.8374,USD,ILS,1.0,0.30749,226155.0,0,0,0,756.1,550,1349,766.9514,-1.41487,37.47273,-43.95107,0.51589,0.51689,13.85328,16.21324,7.94953,0.2993,0.0,0.0,14.29736,16.56972,15.04326,4.13441,0.01,15.44354,15.2434,15558466.66667,17478600.0,16518533.33333,-0.71167,None
TLV:CPTP,CAPITAL POINT LTD,Financial Services,Israel,7989.22669,11502995.90667,1421321.27667,3313481.491,1683968.985,1552645.13083,7408238.69883,11502995.90667,1421321.27667,3313481.491,1683968.985,1552645.13083,7408238.69883,0.25122,0.25122,2.59206,2.59206,2.59206,0.00764,2.59206,0.2998,0.29384,0.00206,1.0,1.41866,2.5,0.90491,0.11179,0,0.121,97.5,0.00124,0.24389,123048000,14835000,0.12056,37,12687716,38592750,400945.94595,0.6023,0.21511,0.6023,0.21511,0.6023,0.21511,0.6023,4.06151,0.21511,2.12553,1,1,-1588698.33333,-601850.177,528736.00256,9502785.03003,5015760.5163,0.15759,0.15142,0.15451,0.39307,ILS,ILS,0.30749,0.30749,0,0,0,0,97.5,30.1,110.1,64.75694,50.56301,223.92027,-11.44414,1.685,22.88756,7.37527,7.60478,1.70163,1.66638,7.60013,4.9335,3.29836,3.46007,7.50003,1.69401,6.27681,3.38921,5.44462,54505082.91933,55097841.642,54801462.28067,0.04833,None
TLV:CRMT,CARMIT CANDY IND,Consumer Defensive,Israel,7849.97887,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,157772200.0,5478866.66667,39622500.0,625100.0,3051983.33333,98697350.0,0.24722,0.24722,5.75475,5.75475,5.75475,0.15028,5.75475,4.76517,0.02613,0.0,0.0,0.0,0.0,0.02493,0.01,0,0.755,1471,0.00051,0.29874,5586610,4220000,0.75538,88,39945728,2427289102,47954.54545,-0.841,0.01782,-0.11549,0.01782,-0.11549,0.01782,-0.65962,0.39038,0.01782,1.13908,1,1,5045533.33333,3005900.0,7.91705,13.28911,10.60308,1.05894,1.28817,1.17356,1.08331,USD,ILS,1.0,0.30749,10.7399,21.4799,17.9413,17.9413,1471,1230,1680,1421.5695,3.47718,19.5935,-12.44048,1.07111,1.51011,2.02565,1.77648,7.39925,4.87279,0.13464,0.13464,1.48253,1.12564,1.91107,6.14602,0.14464,1.31408,1.61258,160649266.66667,185834400.0,173241833.33333,0.03762,None
TLV:CRSO,CARASSO MOTORS LTD,Consumer Cyclical,Israel,12617943127.62052,3889963133.33333,136319200.0,1035809933.33333,48500333.33333,92409766.66667,2462886533.33333,3889963133.33333,136319200.0,1035809933.33333,48500333.33333,92409766.66667,2462886533.33333,0.34316,0.34316,3.17964,3.17964,3.17964,0.12368,3.17964,1.65706,0.03744,0.0,0.0,0.0,0.0,0.03139,0.18247,0,1.644,1711,0.00096,0.28505,91404896,144663008,1.58266,906,1326207499,47780357586,159672.19426,0.295,-0.02763,-0.03412,-0.02763,-0.03412,-0.02763,0.21272,2.11359,-0.02763,1.02237,1,1,-47290933.33333,245241000.0,22291456.24365,5.40777,11145730.82571,2.38061,2.66103,2.52082,1.58771,USD,ILS,1.0,0.30749,68.924,47.043,43.7787,87.5574,1711,880.8,1800,1516.2153,12.84677,94.25522,-4.94444,1.80635,34.73892,1.42631,1.37607,0.0581,0.046,2.92614,3.23134,1.11761,1.05361,1.41119,0.06205,3.08874,1.09561,1.2534,5220533466.66667,5964564733.33333,5592549100.0,0.03652,None
TLV:CSURE,CANNASSURE THERAPE,Healthcare,Israel,1e+50,1865066.66667,-23049000.0,1325300.0,-7451800.0,-15250400.0,1595183.33333,1865066.66667,-23049000.0,1325300.0,-7451800.0,-15250400.0,1595183.33333,5.30144,5.30144,7428.96188,7428.96188,7428.96188,0.03239,7428.96188,12157.53077,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-0.43,72.1,-0.00596,1.44701,51166800,-28537000,-0.55772,44,18539195,11327938,-648568.18182,-0.22873,0.0,-0.22873,0.0,-0.22873,0.0,-0.22873,0.82127,0.0,1.05,1,1,-15047133.33333,-5546300.0,2363.6652,40800.81045,21582.23782,0.85495,1.43566,1.14531,1.07019,USD,ILS,1.0,0.30749,0,0,0,0,0.47228,0.627,114,1.434,4927.894,11399.20255,-36.75439,1.26085,4.01767,2.74272,1.7065,166.8,133.45495,0.0,0.0,1.66602,0.41872,2.23461,150.13748,0.01,1.05237,1.64349,27319000.0,27187400.0,27253200.0,-0.53958,None
TLV:CTPL1,I.C.P. ISRAEL CITR,Real Estate,Israel,946408754541.8418,1541733.33333,2816066.66667,170500.0,1647000.0,2231533.33333,856116.66667,1541733.33333,2816066.66667,170500.0,1647000.0,2231533.33333,856116.66667,17.55645,17.55645,5.38639,5.38639,5.38639,19.35529,5.38639,7.75644,3.78734,0.0,0.0,0.0,0.0,2.17419,0.01,0,17.634,28960,0.00061,0.37786,196439,3651000,18.58592,10000000,16924320,1865849556,0.3651,3.356,-0.20676,0.22142,-0.20676,0.22142,-0.20676,2.57236,13.91178,-0.20676,0.84324,1,1,-1179066.66667,-280000.0,3019701.38784,221928666.29566,112474183.84175,0.18456,0.1829,0.18373,0.42864,USD,ILS,1.0,0.30749,0,0,0,0,137.49832,0.26,31270,6385.3457,353.53848,11138361.53846,-7.38727,1.85225,40.38335,6.44839,6.49693,0.36042,0.15282,4.93164,4.93856,9.4764,7.86247,6.48266,0.26662,4.9451,8.67943,7.58105,59562800.0,60820600.0,60191700.0,0.05707,None
TLV:CTPL5,I.C.P. ISRAEL CITR,Real Estate,Israel,1223006001748640.2,1541733.33333,2816066.66667,170500.0,1647000.0,2231533.33333,856116.66667,1541733.33333,2816066.66667,170500.0,1647000.0,2231533.33333,856116.66667,54.26245,54.26245,14.88102,14.88102,14.88102,14.43538,14.88102,23.97284,3.78734,0.0,0.0,0.0,0.0,2.17419,0.01,0,17.634,84540,0.00021,1.04393,53030,3651000,68.84782,10000000,52308919,1391570682,0.3651,3.356,-0.20676,0.22142,-0.20676,0.22142,-0.20676,2.57236,13.91178,-0.20676,0.84324,1,1,-1179066.66667,-280000.0,87911485.71937,6530559342.83181,3309235414.27559,0.18456,0.1829,0.18373,0.42864,USD,ILS,1.0,0.30749,0,0,0,0,0.34489,56110,87920,67346.875,25.52921,50.66833,-3.8444,1.78749,32.61813,6.44839,6.49693,0.36042,0.15282,4.93164,4.93856,9.4764,7.86247,6.48266,0.26662,4.9451,8.67943,7.58105,59562800.0,60820600.0,60191700.0,0.05707,None
