Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
VER,"VEREIT, Inc.",Real Estate,United States,93933.8047842,0.3928634394613296,1203411333.3333333,1.0,17858800.0,-50396683200.0,0.125,1167470000.0,1.0,64663750.0,0.25,-105671092000.0,0.25,64663750.0,-105671092000.0,1167470000.0,1203411333.3333333,1.0,17858800.0,1167470000.0,1.0,64663750.0,0.25,64663750.0,1167470000.0,14.571,14.571,0.22462539310599988,57.50281,37.588234,55.013488,10.032914,0.16760936675926774,55.013488,0.0006286804084134031,17.214,17.21393,988251967.7007087,988260000.0,1023597800.0,988260000.0,0.21995,0.0081579,0.1,0.0257453,0.1,0.0856177,8.12351434949347e-10,0.95451,0.00387,1.36,0.889,51.63,0.0172187,1.7371211,229130000,225322000,0.9833806,160,17011631104,11713125376,1408262.5,0.389,0.04,0.2244507,-0.0388353,0.2244507,-0.0388353,0.3478627,6.1479883,0.0202912,1.674471,7.27,7.27,231308100.0,0.5,740040000.0,1.0,73.5453324,22.9874481,22.9874481,0.9421171,1.0,0.9341544,1.0,0.9341544,0.9675166,USD,USD,1.0,1.0,0,0,0,0,51.63,34.76,52.53,47.914013,7.7555328,48.5327963,-1.7133067,1.8987057,46.8539169,0.689276,0.3333333,8.2896692,4.0,1.3597882,2.0,0.2127299,0.5,0.169282,2.0,0.0169944,0.25,2.7701636,1.0,2.9237022,1.0,8.2996692,0.2227299,0.0269944,2.9337022,5.6166857,13490036533.333334,1.0,12994520400.0,1.0,12994520400.0,3465750666.6666665,0.5,6715382266.666667,1.0,6715382266.666667,0.1049762,0.1096292,415349066.6666667,456174533.3333333,456174533.3333333,6522781866.666667,1.0,4181245422.222222,0.6666667,4181245422.222222,1e-05,None
PYPL,"PayPal Holdings, Inc.",Financial Services,United States,908.4939005,0.3975277542294647,76457600000.0,4.0,3290733333.333333,19717200000.0,2.0,22869000000.0,1.0,5215000000.0,1.0,69639000000.0,1.5,5215000000.0,69639000000.0,22869000000.0,76457600000.0,4.0,3290733333.333333,22869000000.0,1.0,5215000000.0,1.0,5215000000.0,22869000000.0,14.582,14.582,0.2247949682432016,45.6928,34.15673,44.2507912,10.299242,0.17205862919989687,59.001055,0.0006742493287141084,67.031,67.0310522,4975007747.758499,4975000000.0,3745333333.3333335,4975000000.0,0.22804,28.4529619,156.856875,0.5764732,2.75,9.7534917,9.254234788205647e-08,0.8250901,0.00122,5.87,4.388,206.27,0.0212731,12.107489,1174729984,5215000064,4.4393181,26500,333480263680,235533369344,196792.4552453,12.06,0.306,0.4817315,0.1870227,0.4817315,0.1870227,9.1654329,30.5244659,0.2762557,5.5060031,2.99,2.99,5107133333.333333,1.0,6108000000.0,1.0,65.2969566,54.5972927,54.5972927,2.2292983,1.0,1.3188184,0.5,1.3188184,1.1493982,USD,USD,1.0,1.0,0,0,0,0,206.27,193.07,310.16,264.67142,-22.0656314,6.8368985,-33.4956152,0.2254676,0.2264676,0.4867721,0.3333333,1.3801015,1.0,0.4721539,0.5,0.9245683,1.0,0.1425413,0.5,0.2774582,1.0,1.3535973,1.0,1.3191861,1.0,1.3901015,0.9345683,0.2874582,1.3291861,1.3596438,119440266666.66669,2.0,105598200000.0,1.5,105598200000.0,18297200000.0,1.0,19347333333.33333,1.0,19347333333.33333,0.1493853,0.3695462,11372533333.333334,12441000000.0,12441000000.0,82775466666.66667,2.0,76546400000.0,1.5,76546400000.0,1.8118709,None
COR,CoreSite Realty Corporation,Real Estate,United States,7486.0901403,0.40176850283124177,2324294666.6666665,4.0,77902066.6666667,0.0,1.0,1886055000.0,3.0,87907000.0,1.0,0.0,1.0,87907000.0,0.0,1886055000.0,2324294666.6666665,4.0,77902066.6666667,1886055000.0,3.0,87907000.0,1.0,87907000.0,1886055000.0,13.291,13.291,0.2048930135043473,86.61616,82.05742,86.0463175,11.725893,0.19589219048592765,86.0463175,0.0009833158375336854,26.088,26.0881052,320284582.9500153,320282000.0,297490466.6666667,320282000.0,0.13983,1.2169816,9.226875,4.014243,27.4725,1.7913515,1.699656684918732e-08,0.98454,0.01065,2.09,1.98,171.7,0.0115317,172.01605,42984800,87907000,2.0450717,475,8355651584,7371893248,185067.3684211,0.221,0.077,0.0243569,0.0674428,0.0243569,0.0674428,0.1718392,4.3953496,0.0746107,2.9814957,151.88,151.88,260123866.6666667,1.0,278833000.0,1.0,32.1218183,29.9665089,29.9665089,10.9751249,0.5,38.7246706,0.5,38.7246706,6.223915,USD,USD,1.0,1.0,0,0,0,0,171.7,107.23,173.57,134.0076,28.1270615,60.1230999,-1.0773751,1.9436238,53.9104792,0.3670313,0.3333333,0.1274302,0.125,0.1556461,1.0,0.2009521,1.0,0.923206,1.0,0.4069453,0.5,0.4507985,1.0,0.5540832,1.0,0.1374302,0.2109521,0.4169453,0.5640832,0.3507567,4152954266.6666665,2.0,1442407111.111111,0.6666667,1442407111.111111,63580866.6666667,0.5,24223111.1111111,0.6666667,24223111.1111111,0.1609447,3.7290549,-93757066.6666667,-67618000.0,-67618000.0,3816516133.3333335,2.0,3183807200.0,1.5,3183807200.0,1.8366657,None
MCO,Moody's Corporation,Financial Services,United States,438.1623439,0.4024710093720316,20099733333.33333,4.0,1568866666.6666667,20182053333.33333,2.0,5799000000.0,1.0,2094000000.0,1.0,68311500000.0,1.5,2094000000.0,68311500000.0,5799000000.0,20099733333.33333,4.0,1568866666.6666667,5799000000.0,1.0,2094000000.0,1.0,2094000000.0,5799000000.0,12.252,12.252,0.18887587099956837,36.864502,32.51358,36.3206367,12.752455,0.21304188465844098,48.4275157,0.0005534175609574599,23.265,23.2764397,3051000419.858156,3048000000.0,2448133333.333333,3048000000.0,0.3611,50.4071481,156.856875,1.0346469,2.75,17.2686317,1.6384693516769058e-07,0.94249,0.00262,12.15,10.716,397.28,0.0269734,36.429363,187200000,2094000000,11.1858974,11542,71051329536,73951485952,181424.3631953,0.134,0.082,0.2115843,0.0970802,0.2115843,0.0970802,0.1533961,4.1665811,0.08577,3.1786524,2.95,2.95,3672666666.6666665,2.0,2439000000.0,1.0,19.3459783,29.1313364,29.1313364,8.5316946,1.0,10.361162,2.0,10.361162,3.2198759,USD,USD,1.0,1.0,0,0,0,0,397.28,261.38,407.94,346.91055,14.5194345,51.9932665,-2.6131294,1.8545306,40.6821575,3.3629301,3.0,2.4318461,2.0,0.125987,1.0,0.118442,1.0,1.9283419,6.0,0.7631004,2.0,11.3634568,6.0,4.4985097,2.0,2.4418461,0.128442,0.7731004,4.5085097,3.4751779,22397093333.33333,2.0,18690600000.0,1.5,18690600000.0,2078706666.6666667,2.0,3024300000.0,1.5,3024300000.0,0.2120349,0.7923916,1897153333.3333333,2584666666.6666665,2584666666.6666665,19910546666.666668,2.0,10249800000.0,1.0,10249800000.0,3.2342919,None
MASI,Masimo Corporation,Healthcare,United States,1029.6507505,0.40416375986460923,4108833600.0,4.0,214610333.3333333,2364261066.6666665,2.0,1173162000.0,1.0,229229000.0,1.0,7841340000.0,1.5,229229000.0,7841340000.0,1173162000.0,4108833600.0,4.0,214610333.3333333,1173162000.0,1.0,229229000.0,1.0,229229000.0,1173162000.0,10.926,10.926,0.1684343590059814,76.09236,69.416664,75.257898,14.059031,0.23486947891299723,75.257898,0.0008600284724897689,45.148,45.1481009,283917269.2478072,283916000.0,261269600.0,283916000.0,0.19539,32.9472016,156.856875,0.5365721,2.75,11.2273879,1.0652685918096301e-07,0.83589,0.08068,4.32,3.941,300.22,0.013127,12.41842,55000400,229228992,4.1677695,2000,12818354176,16493519872,114614.496,-0.172,0.109,0.2110439,0.1642408,0.2110439,0.1642408,-0.076239,0.2423761,0.1228102,3.7544287,6.19,6.19,207292000.0,1.0,227868000.0,1.0,61.837187,56.2534194,56.2534194,0.2099049,1.0,0.2086077,1.0,0.2086077,0.4577359,USD,USD,1.0,1.0,0,0,0,0,300.22,205.1,305.21,254.78935,17.8306707,46.3773769,-1.6349399,1.9003097,47.0919046,5.7882376,1.0,5.7978563,1.0,2.8685864,6.0,0.3638,1.0,2.8863864,1.0,5.6520105,2.0,5.0597167,1.0,4.9030706,1.0,5.8078563,0.3738,5.6620105,4.9130706,5.3604635,3000000000.0,2.0,1646306133.3333333,1.0,1646306133.3333333,2479324133.333333,2.0,1361986200.0,1.0,1361986200.0,0.2392384,0.2683049,796632600.0,831780333.3333334,831780333.3333334,520697200.0,2.0,284325266.6666667,1.0,284325266.6666667,6.5849668,None
RMD,ResMed Inc.,Healthcare,United States,5229.4143078,0.4091303871751901,10887872266.666666,4.0,504348000.0,5278728133.333333,2.0,3091066000.0,1.0,114310000.0,0.25,11804605000.0,1.0,114310000.0,11804605000.0,3091066000.0,10887872266.666666,4.0,504348000.0,3091066000.0,1.0,114310000.0,0.25,114310000.0,3091066000.0,13.055,13.055,0.2012548560152926,84.10355,47.847275,79.5715156,12.388773,0.20696623109241383,79.5715156,0.0009093234176586199,39.544,39.5268377,1021360450.8395712,1022247000.0,833064866.6666666,1022247000.0,0.14792,7.2268074,36.9075,0.005241,0.1,2.4609894,2.3350174911088858e-08,0.69791,0.00799,5.5,3.129,262.53,0.0119186,14.134708,145518000,457240000,3.1421542,7770,40353619968,38294515712,58846.8468468,0.3760343,-0.001,0.3760343,0.1282497,0.3760343,0.1282497,0.3760343,6.3821634,0.0313124,2.0195316,2.04,2.04,645223266.6666666,1.0,840458000.0,1.0,62.5421029,48.0138448,48.0138448,1.649571,2.0,0.6808327,1.0,0.6808327,0.8261259,USD,USD,1.0,1.0,0,0,0,0,262.53,179.37,301.34,236.21155,11.141898,46.3622679,-12.8791398,1.363614,6.4290783,2.2683971,1.0,2.4809152,1.0,0.0006694,0.0833333,0.0001673,1.0,0.7581715,1.0,1.7739995,2.0,1.2398023,0.5,2.079119,1.0,2.4909152,0.0101673,1.7839995,2.089119,2.2900171,4181737933.3333335,1.0,4587085333.333333,1.0,4587085333.333333,4579095200.0,2.0,2732570333.333333,1.0,2732570333.333333,0.12492,0.1418324,807726466.6666666,735845466.6666666,735845466.6666666,1892190333.3333333,1.0,1854515000.0,1.0,1854515000.0,4.1944687,None
VRSK,"Verisk Analytics, Inc.",Industrials,United States,1566.9263333,0.4091838107531858,10570826666.666666,4.0,616913333.3333334,8827253333.333334,2.0,8838000000.0,3.0,700500000.0,1.0,29674500000.0,1.5,700500000.0,29674500000.0,8838000000.0,10570826666.666666,4.0,616913333.3333334,8838000000.0,3.0,700500000.0,1.0,700500000.0,8838000000.0,12.987,12.987,0.2002065733489548,52.72558,38.557823,50.9546104,12.474297,0.20839499082091537,50.9546104,0.0005822965683764287,28.996,29.0092905,1318308510.1393294,1317100000.0,1157706666.6666667,1317100000.0,0.23778,8.8578399,36.9075,6.7058918,27.4725,5.2681706,4.998506087488876e-08,0.93915,0.01064,5.88,4.3,224.5,0.0191537,13.363985,162091008,700499968,4.3216461,8960,38260715520,36749275136,78180.8,0.086,0.08,0.2739981,0.0808363,0.2739981,0.0808363,0.1329995,3.89691,0.0802091,3.0821206,4.54,4.54,1997746666.6666667,2.0,1216100000.0,1.0,19.1519356,31.4618169,31.4618169,3.8305121,2.0,1.811082,1.0,1.811082,1.3467644,USD,USD,1.0,1.0,0,0,0,0,224.5,159.79,230.7,188.78165,18.9204565,40.4969022,-2.6874729,1.8251304,36.9626807,1.5250618,1.0,1.555579,1.0,0.0607488,1.0,0.059738,1.0,0.4262129,1.0,0.3980016,1.0,3.1431223,6.0,0.5568697,1.0,1.565579,0.069738,0.4080016,0.5668697,1.0662244,7102406666.666667,1.0,7689146666.666667,1.0,7689146666.666667,4892720000.0,2.0,2729333333.333333,1.0,2729333333.333333,0.1911024,0.3566561,-678706666.6666666,-758133333.3333334,-758133333.3333334,4656046666.666667,1.0,4942986666.666667,1.0,4942986666.666667,3.3853565,None
AMD,"Advanced Micro Devices, Inc.",Technology,United States,1153.1316299,0.4097258601091793,32861600000.0,4.0,1461666666.6666667,-11715600000.0,0.5,34266000000.0,3.0,2883000000.0,1.0,-58200000000.0,0.375,2883000000.0,-58200000000.0,34266000000.0,32861600000.0,4.0,1461666666.6666667,34266000000.0,3.0,2883000000.0,1.0,2883000000.0,34266000000.0,8.692,8.692,0.1339951902324721,65.079765,57.414814,64.1216461,16.490318,0.2754864396962791,21.373882,0.00024425538815389935,44.963,44.741182,2229997304.0944777,2252000000.0,1256866666.6666667,2252000000.0,0.25241,0.6734777,3.30225,7.0414097,27.4725,2.6567658,2.5207725855218606e-08,0.748,0.00522,2.7,2.382,151.34,0.0157394,29.078974,1215020032,2883000064,2.3728004,12600,99278061568,188352413696,228809.5288889,2.426,0.929,3.7474214,0.3019307,3.7474214,0.3019307,2.7563554,16.852275,0.7722327,9.037677,1.35,1.35,1416000000.0,2.0,3051000000.0,1.5,70.1116254,32.5395154,32.5395154,1.2646273,1.0,1.2233418,2.0,1.2233418,1.1070478,USD,USD,1.0,1.0,0,0,0,0,151.34,72.5,158.89,96.07305,57.5259659,108.7448276,-4.751715,1.8252113,36.9725005,13.7786379,6.0,5.3925937,2.0,0.066314,0.1666667,0.0141612,0.25,9.1568896,2.0,14.0368341,2.0,6.6873865,3.0,4.9226379,2.0,5.4025937,0.0241612,14.0468341,4.9326379,5.1676158,14462933333.333334,2.0,13685300000.0,1.5,13685300000.0,8150933333.333333,2.0,8620300000.0,1.5,8620300000.0,0.310664,0.4344431,2866200000.0,3893933333.3333335,3893933333.3333335,3156000000.0,1.0,3376666666.6666665,1.0,3376666666.6666665,5.5585553,None
REG,Regency Centers Corporation,Real Estate,United States,712.3203669,0.41251293063168326,1092259600.0,1.0,132744200.0,0.0,1.0,3278643000.0,3.0,454642000.0,2.0,0.0,1.0,454642000.0,0.0,3278643000.0,1092259600.0,1.0,132744200.0,3278643000.0,3.0,454642000.0,2.0,454642000.0,3278643000.0,14.107,14.107,0.2174724055004008,85.245155,49.84,80.8195106,11.619639,0.19411711639921272,80.8195106,0.0009235851929944773,23.71,23.709975,650241629.5655842,650243000.0,662818133.3333334,650243000.0,0.208,0.3946399,4.75,55.1886059,200.8926563,18.5980819,1.7646092477105176e-07,1.0453601,0.00886,1.5,0.877,74.69,0.0117419,2.1209714,169862000,227320992,1.3382687,431,15417196544,12698883072,527426.8955916,4.014,0.229,-0.4161488,-0.0367264,-0.4161488,-0.0367264,2.9064628,17.2983513,0.1625684,4.2819772,4.16,4.16,544564400.0,1.0,606986000.0,1.0,28.3110621,25.3995917,25.3995917,0.390104,0.5,0.3891823,0.5,0.3891823,0.6248448,USD,USD,1.0,1.0,0,0,0,0,74.69,43.49,78.07,64.32495,16.1135765,71.74063,-4.3294479,1.8045113,34.5269014,0.3836208,0.1666667,2.3010871,1.0,0.0,1.0,0.0,1.0,0.2910309,2.0,0.1667383,1.0,3.9541936,2.0,1.4265292,1.0,2.3110871,0.01,0.1767383,1.4365292,1.8738081,11003952466.666666,1.0,10699048466.666666,1.0,10699048466.666666,3074022666.6666665,0.5,3983314755.5555553,0.6666667,3983314755.5555553,0.1424937,0.2141366,225764466.6666667,122769133.3333333,122769133.3333333,9573450266.666666,2.0,4650925733.333333,1.0,4650925733.333333,1.0795056,None
VICI,VICI Properties Inc.,Real Estate,United States,86.8129736,0.4166439995215498,1025411600.0,1.0,693809866.6666666,157650800.0,1.0,4390143000.0,3.0,1256794000.0,1.0,1134531000.0,1.5,1256794000.0,1134531000.0,4390143000.0,1025411600.0,1.0,693809866.6666666,4390143000.0,3.0,1256794000.0,1.0,1256794000.0,4390143000.0,15.385,15.385,0.23717395325892585,13.052209,14.130435,13.1869872,10.733875,0.17931958667473227,13.1869872,0.00015069759798975698,18.086,18.0859595,1244814423.3108482,1244820000.0,823127533.3333334,1244820000.0,0.85883,52.4313432,75.703125,21.9619796,27.4725,25.085051,2.380100980945243e-07,0.91693,0.00183,2.07,2.241,29.17,0.0768255,1.6496531,537017024,1256793984,2.3403243,93,22513612800,15707748352,13513913.8064516,0.311,0.459,1.9845503,0.7042085,1.9845503,0.7042085,0.7293876,8.790419,0.5203021,7.4631971,2.18,2.18,1458347200.0,2.0,975613000.0,1.0,15.4377591,23.0763764,23.0763764,1.5212749,2.0,0.7838799,1.0,0.7838799,0.8863699,USD,USD,1.0,1.0,0,0,0,0,29.17,24.51,33.35,30.0294,-2.861862,19.0126479,-12.5337331,1.0542986,1.3733521,4.7041667,2.0,9.1456051,4.0,0.0037125,0.0833333,0.0098293,0.5,0.1112671,1.0,0.3189658,1.0,74.4044973,1.0,119.7137674,2.0,9.1556051,0.0198293,0.3289658,119.7237674,64.4396863,29597043733.33333,2.0,25707544400.0,1.5,25707544400.0,16735177466.666666,2.0,14346300700.0,1.5,14346300700.0,0.1488881,0.187604,13461520933.333334,16076635600.0,16076635600.0,6350233600.0,1.0,7495939666.666667,1.0,7495939666.666667,1.2000455,None
SRC,"Spirit Realty Capital, Inc.",Real Estate,United States,67477.0388307,0.42173601538399175,480343466.6666667,1.0,83732000.0,-20266529066.666668,0.125,1625820000.0,3.0,32355750.0,0.25,-43437152000.0,0.25,32355750.0,-43437152000.0,1625820000.0,480343466.6666667,1.0,83732000.0,1625820000.0,3.0,32355750.0,0.25,32355750.0,1625820000.0,16.354,16.354,0.2521119812542394,172.84673,41.54386,156.4338713,10.046501,0.16783635051156126,156.4338713,0.0017876872322397323,18.893,18.8930223,469102109.1674165,469101000.0,407174066.6666667,469101000.0,0.23881,0.5809301,4.75,0.3199668,0.999,0.3809023,3.614048613551949e-09,0.9781,0.00561,1.14,0.274,47.67,0.0057478,1.6207522,114962000,118451000,1.0303492,82,8862767104,5444600320,1444524.3902439,-0.2891839,0.392,-0.2891839,0.0237605,-0.2891839,0.0237605,-0.2891839,0.2210816,0.2999401,5.7266789,1.22,1.22,329161333.3333333,1.0,372794000.0,1.0,26.9252983,23.7738995,23.7738995,0.8322299,1.0,0.8773219,1.0,0.8773219,0.9376546,USD,USD,1.0,1.0,0,0,0,0,47.67,35.97,52.29,47.18955,1.018128,32.5271059,-8.8353414,1.4338235,8.6890884,2.2821166,1.0,4.3954464,2.0,2.5343729,1.0,0.9659048,0.5,0.1164631,0.5,0.5666157,4.0,2.6269761,1.0,2.0675669,1.0,4.4054464,0.9759048,0.5766157,2.0775669,3.2415066,6130738333.333333,1.0,9937127900.0,1.5,9937127900.0,3259492800.0,1.0,3441372133.333333,1.0,3441372133.333333,0.103256,0.109402,218251466.6666667,145767666.6666667,145767666.6666667,2705067466.6666665,1.0,3017202800.0,1.0,3017202800.0,1e-05,None
WST,"West Pharmaceutical Services, I",Healthcare,United States,299.2138676,0.42568244578761816,7884986666.666667,4.0,286726666.6666667,3314160000.0,2.0,7567500000.0,3.0,1038400000.0,2.0,11648550000.0,1.5,1038400000.0,11648550000.0,7567500000.0,7884986666.666667,4.0,286726666.6666667,7567500000.0,3.0,1038400000.0,2.0,1038400000.0,7567500000.0,13.304,13.304,0.2050934204846766,80.704025,57.684208,77.8265479,13.151007,0.2197000747257175,77.8265479,0.0008893823623613408,45.84,45.8385431,732153461.7801046,732200000.0,458513333.3333333,732200000.0,0.20583,89.9506407,588.2132813,46.3643862,200.8926563,45.5079523,4.317851373315499e-07,0.95939,0.00643,7.79,5.568,444.66,0.0125219,18.131783,73823696,519200000,7.0329722,9200,33559781376,33173415936,56434.7826087,1.054,0.373,0.3483911,0.1262949,0.3483911,0.1262949,0.8775978,9.6180188,0.3113237,5.8296391,2.17,2.17,811906666.6666666,2.0,500400000.0,1.0,41.3345311,67.06591,67.06591,0.9726821,2.0,0.4702051,1.0,0.4702051,0.6867151,USD,USD,1.0,1.0,0,0,0,0,444.66,253.86,475.35,366.142,21.4446854,75.1595368,-6.4562954,1.7228769,26.1532375,6.1300591,2.0,3.1347513,1.0,0.6404911,1.0,0.8181402,2.0,0.434107,1.0,1.1117,2.0,2.8795377,1.0,2.9479946,1.0,3.1447513,0.8281402,1.1217,2.9579946,3.051373,5004880000.0,2.0,2839813333.333333,1.0,2839813333.333333,3360173333.333333,2.0,1933646666.6666667,1.0,1933646666.6666667,0.4656578,0.6370164,767746666.6666666,929546666.6666666,929546666.6666666,822353333.3333334,1.0,906166666.6666666,1.0,906166666.6666666,5.6228202,None
SUI,"Sun Communities, Inc.",Real Estate,United States,14075.9069257,0.4266939854654202,5143916533.333333,4.0,132384333.3333333,0.0,1.0,1811276000.0,1.0,224342000.0,1.0,0.0,1.0,224342000.0,0.0,1811276000.0,5143916533.333333,4.0,132384333.3333333,1811276000.0,1.0,224342000.0,1.0,224342000.0,1811276000.0,14.429,14.429,0.22243633224394158,116.57583,88.63964,113.0838062,12.149286,0.20296537307478535,113.0838062,0.0012922935093073562,31.952,31.9545651,817813306.4596895,817682000.0,617224866.6666666,817682000.0,0.12386,3.7399036,36.9075,0.3582905,2.75,1.4083514,1.3362614047129528e-08,0.97641,0.01541,2.22,1.688,197.84,0.0085321,3.6725705,111829000,222846000,1.9927389,4044,26134966272,22005710848,55105.3412463,0.88,0.992,0.1082099,0.113977,0.1082099,0.113977,0.6870525,8.5388629,0.7724942,9.0391652,30.21,30.21,971030800.0,2.0,717629000.0,1.0,26.9146625,36.4184924,36.4184924,0.50865,0.5,0.8626726,1.0,0.8626726,0.9298017,USD,USD,1.0,1.0,0,0,0,0,197.84,137.43,209.98,176.60735,12.0225177,43.9569235,-5.781503,1.6653343,21.330866,6.126097,3.0,2.189787,1.0,0.1896487,0.5,0.1066154,0.5,0.4369349,1.0,0.2330883,1.0,0.8329963,0.5,1.4601325,1.0,2.199787,0.1166154,0.2430883,1.4701325,1.8349597,18719058266.666668,2.0,17289364500.0,1.5,17289364500.0,9111617733.333334,2.0,9184746800.0,1.5,9184746800.0,0.1129757,0.1244255,118277466.6666667,127617666.6666667,127617666.6666667,9103316800.0,2.0,7895329200.0,1.5,7895329200.0,0.9710118,None
WPC,W. P. Carey Inc. REIT,Real Estate,United States,1171.4190019,0.430194912656637,4625298666.666667,4.0,397617666.6666667,0.0,1.0,1258770000.0,1.0,455848000.0,1.0,0.0,1.0,455848000.0,0.0,1258770000.0,4625298666.666667,4.0,397617666.6666667,1258770000.0,1.0,455848000.0,1.0,455848000.0,1258770000.0,16.058,16.058,0.24754886847135724,31.142174,36.43925,31.8043085,10.91124,0.182282637622369,31.8043085,0.0003634516985559226,18.148,18.2223924,1116228305.598413,1107077000.0,1030861533.3333334,1107077000.0,0.35841,12.9871733,36.9075,0.9226172,2.75,4.7570669,4.5135645110357346e-08,0.58931,0.0102,2.14,2.504,77.96,0.032119,2.009483,177964992,455848000,2.5614476,188,20423389184,13877710848,2424723.4042553,0.142,-0.021,0.2763916,0.1078105,0.2763916,0.1078105,0.1755979,4.4404403,0.0112026,1.308425,181.1200999,181.1200999,746640200.0,1.0,860234000.0,1.0,27.353723,23.741667,23.741667,1.1247419,1.0,1.0984472,1.0,1.0984472,1.0490683,USD,USD,1.0,1.0,0,0,0,0,77.96,65.75,82.37,75.09665,3.8128865,18.5703422,-5.353891,1.4693141,10.0620817,1.9001117,1.0,1.910914,1.0,0.3734158,0.5,0.1006909,0.25,1.8499165,2.0,2.5877458,2.0,2.1889293,1.0,1.3211979,1.0,1.920914,0.1106909,2.5977458,1.3311979,1.6260559,14033482666.666666,1.0,14910460666.666666,1.0,14910460666.666666,6641482466.666667,1.0,7105944800.0,1.0,7105944800.0,0.1305724,0.1641502,685372333.3333334,235014666.6666667,235014666.6666667,7374009066.666667,1.0,7802856466.666667,1.0,7802856466.666667,0.3543766,None
