"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,skip_reason
TLV:FIBIH,F.I.B.I. HLDGS,Financial Services,Israel,45562254902,3803400000,370733333.3,961933333.3,95600000,233166666.7,2382666667,3803400000,370733333.3,961933333.3,95600000,233166666.7,2382666667,-3.54822,0.53492,3.55034,3.55034,3.55034,0.34484,3.55034,5.46624,0.09713,0,0,0,0,0.0655,0.02609,0,10.126,12090,0.00084,0.28803,35452600,359000000,10.1262,3791,1274545697,1274545697,94697.96887,-0.047,-0.01434,-0.01218,-0.01434,-0.01218,-0.01434,-0.03829,1.01171,-0.01434,1.03566,1,1,966666666.7,-48666666.67,1.3185,18169242.71,9084622.016,34.11721,35.1188,34.618,5.88371,USD,ILS,1,0.30034,155.137,148.085,148.085,112.826,12090,7501,12440,10391.664,16.34325,61.17851,-2.8135,1.85827,41.17695,1.06351,1.06144,0.00199,0.00116,80.53843,47.35306,0.35326,0.38483,1.07248,0.01158,63.95575,0.37904,0.72576,1.54053E+11,1.62326E+11,1.58189E+11,None
TLV:FORTY,FORMULA SYST(1985),Technology,Israel,397226.3635,1774461267,40304666.67,509046266.7,11943266.67,26123966.67,1141753767,1774461267,40304666.67,509046266.7,11943266.67,26123966.67,1141753767,0.83074,0.83074,27.83882,27.83882,27.83882,0.66268,9.27961,23.877,0.02419,0.7791,34.80469,0.05897,2.5,0.47551,0.41321,0,3.01,27500,0.00011,2.5482,15294300,46776000,3.05839,10000000,1606664956,1281575326,4.6776,0.191,0.06213,0.15264,0.06213,0.15264,0.06213,0.18141,1.95705,0.06213,1.36064,1,1,147229857.1,36807464.29,10.91263,43.65052,27.28158,2.71133,2.84988,2.78061,1.66752,USD,ILS,1,0.30034,34,35,34,48,27500,141,27900,266.7,10211.2111,19403.5461,-1.43369,1.97118,58.66221,1.80869,1.75874,0.00216,0.00054,0.44598,0.42454,1.48262,1.50674,1.79371,0.01135,0.44526,1.50468,1.6492,2227324200,2366687333,2297005767,None
TLV:FRDN,FRIDENSON LOGISTIC,Industrials,Israel,5745.46356,330588533.3,5542800,101755200,2825733.333,4184266.667,216171866.7,330588533.3,5542800,101755200,2825733.333,4184266.667,216171866.7,0.29313,0.29313,5.11546,5.11546,5.11546,0.10158,5.11546,9.78,0.02072,0,0,0,0,0.02184,0.01,0,5.307,9051,0.00059,0.42617,1371760,7595000,5.53668,416,107454905,37238543,18257.21154,0.28504,0.06715,0.28504,0.06715,0.28504,0.06715,0.28504,2.47522,0.06715,1.38576,1,1,25763800,8760600,4.17077,12.2657,8.21824,3.67142,3.98102,3.82622,1.95607,USD,ILS,1,0.30034,109.349,182.247,91.2537,91.2537,9051,3900,9299,7011.3354,29.09096,132.07692,-2.66695,1.90813,48.26689,1.2888,1.25574,0.48617,0.86892,0.21795,0.18019,1.00589,0.9875,1.28227,0.68755,0.20907,1.00669,1.14448,406220133.3,437644400,421932266.7,None
TLV:GAGR,GAON GROUP,Basic Materials,Israel,4720.69946,150907915.4,8282235.908,34679278.69,-83394.40667,4099420.751,92793597.02,150907915.4,8282235.908,34679278.69,-83394.40667,4099420.751,92793597.02,0.29974,0.29974,13.17818,13.17818,13.17818,0.18077,13.17818,16.423,0.01401,0.14447,2.5,-0.00554,0,0.09577,0.19374,0,0.147,647.9,0.00023,0.21379,45635300,6851000,0.15013,10000000,146619164,88404382,0.6851,-0.19253,0.01368,-0.19253,0.01368,-0.19253,0.01368,-0.19253,0.85747,0.01368,1.11838,1,1,13830937.32,2794263.247,10.60081,52.47149,31.53615,0.94087,1.02678,0.98383,0.99188,ILS,ILS,0.30034,0.30034,22,108,113,54,0.64351,330,765.9,622.09094,4.14876,96.33333,-15.40671,1.45859,9.62946,2.15185,2.02248,2.69184,0.71297,12.04237,7.42307,1.52913,1.22396,2.09716,1.71241,9.74272,1.38655,1.74185,242760792.6,252371556.5,247566174.6,None
TLV:GAON,B GAON HOLDINGS LT,Industrials,Israel,111197.8867,502467600,11465733.33,115466733.3,-1526600,4969566.667,308967166.7,502467600,11465733.33,115466733.3,-1526600,4969566.667,308967166.7,0.33368,0.33368,10.75651,10.75651,10.75651,0.10931,10.75651,22.761,-0.00265,0,0,0,0,0.00962,0.58276,0,-0.485,6662,-7.00E-05,0.21925,2670050,-1298000,-0.48613,10000000,163212598,53455176,-0.1298,-0.52288,0.01365,-0.52288,0.01365,-0.52288,0.01365,-0.52288,0.52712,0.01365,1.11826,1,1,40459200,5132933.333,4.034,31.79714,17.91557,1.76926,1.87713,1.8232,1.35026,USD,ILS,1,0.30034,450.64,901.28,856.21,0,1.19651,2975,7390,5540.472,20.24246,123.93277,-9.85115,1.67022,21.70874,1.91215,1.84078,2.31454,2.36497,1.12504,0.8219,1.48516,1.24328,1.88647,2.34976,0.98347,1.37422,1.63034,821070666.7,848692000,834881333.3,None
TLV:GILT,GILAT SATELLITE NE,Technology,Israel,24031.26161,213105733.3,31270600,42737800,12111533.33,21691066.67,127921766.7,213105733.3,31270600,42737800,12111533.33,21691066.67,127921766.7,3.49506,3.49506,13.92339,13.92339,13.92339,3.51859,4.64113,26.25229,0.25515,0.90021,5.625,0.28117,1,0.64119,0.51278,0,0.747,3544,0.00021,2.55485,56506600,41570000,0.73567,779,569440257,573265695,53363.28626,0.14703,-0.13572,0.14703,-0.13572,0.14703,-0.13572,0.14703,1.78517,-0.13572,0.91428,1,1,35414600,14908733.33,16.07925,38.19508,27.13717,0.65006,0.60052,0.62529,0.79075,USD,ILS,1,0.30034,63,36,36,45,0.60324,1683,7347,3344.5347,5.96392,110.57635,-51.76262,0.65713,0.65813,2.55731,2.67797,1.09758,0.86539,3.2716,4.11875,1.67844,1.64503,2.62764,0.99149,3.70518,1.67173,2.14969,393256133.3,367954266.7,380605200,None
TLV:GLPL,GOLAN PLASTIC PROD,Industrials,Israel,381.85772,98665334.13,8023422.919,25238691.47,2791259.847,5407341.383,61952012.8,98665334.13,8023422.919,25238691.47,2791259.847,5407341.383,61952012.8,0.39164,0.39164,3.22978,3.22978,3.22978,0.28763,3.22978,7.75,0.10763,0.20329,2.5,0.27663,2.5,0.24153,0.17781,0,0.869,934.5,0.00093,0.42707,34231800,35952000,1.05025,255,130846883,96077612,140988.2353,1.724,0.0037,0.06439,0.0037,0.06439,0.0037,1.3091,7.59549,0.0037,1.06851,1,1,12235691.42,3422093.983,10.69387,38.23591,24.46489,0.87168,0.86611,0.8689,0.93215,ILS,ILS,0.30034,0.30034,40.8975,37.9763,32.1338,37.97632,0.63174,555.6,935,772.4361,20.98088,68.19654,-0.05348,1.99736,63.4956,2.20462,2.18459,0.28733,0.28733,0.03314,0.05336,2.31295,2.57551,2.20461,0.29733,0.05325,2.45423,2.32942,125896491.7,133848121.6,129872306.6,None
TLV:GLRS,GLOBRANDS GROUP,Consumer Defensive,Israel,66353.39967,495437466.7,69362333.33,135289333.3,19123866.67,44243100,315363400,495437466.7,69362333.33,135289333.3,19123866.67,44243100,315363400,0.37543,0.37543,1.95721,1.95721,1.95721,0.26827,1.95721,6.196,0.14181,0,0,0,0,0.09103,0.04992,0,62.609,40190,0.00156,2.13181,1176000,76178000,64.77721,199,201719261,144105534,382804.0201,0.271,0.03137,0.02247,0.03137,0.02247,0.03137,0.20887,2.09433,0.03137,1.20684,1,1,69500533.33,-10396600,2.90241,7417642.783,3708822.843,4.11091,3.474,3.79246,1.94742,USD,ILS,1,0.30034,0,0,0,0,40170,40190,40800,40170,0.04979,0,-1.4951,0,0.001,1.24492,1.29856,1.42566,0.89819,2.30174,2.64297,1.14139,1.20214,1.28174,1.17193,2.48236,1.18177,1.23176,254928933.3,296593800,275761366.7,None
TLV:GNGR,GINEGAR PLASTIC,Consumer Cyclical,Israel,555.76463,536765533.3,21405866.67,134042800,5302200,13354033.33,335404166.7,536765533.3,21405866.67,134042800,5302200,13354033.33,335404166.7,0.22796,0.22796,3.44884,3.44884,3.44884,0.15441,3.44884,6.447,0.04478,0,0,0,0,0.03559,0.2711,0,1.598,1855,0.00086,0.35263,15179800,24264000,1.59844,318,123437856,83659509,76301.88679,0.0711,0.00751,0.0711,0.00751,0.0711,0.00751,0.0711,1.40549,0.00751,1.08757,1,1,61870866.67,19068000,1.99509,6.47356,4.23432,1.67633,1.58427,1.6303,1.27683,USD,ILS,1,0.30034,98.8157,32.9385,32.9385,65.8771,0.28953,1000,1950,1703.9097,8.86727,85.5,-4.87179,1.8,34.01222,1.60051,1.63476,1.98522,1.98522,0.42019,0.42048,1.67373,1.76521,1.62764,1.99522,0.43034,1.72947,1.67855,608120933.3,624601933.3,616361433.3,None
TLV:GNRS,GENERATION CAPITAL,Energy,Israel,179043.841,248616285.7,169654785.7,150653133.3,106670933.3,138162859.5,199634709.5,248616285.7,169654785.7,150653133.3,106670933.3,138162859.5,199634709.5,0.95208,0.95208,1.24577,1.24577,1.24577,0.95588,1.24577,2.5431,0.69387,0,0,0,0,0.4065,0.55297,0,0.257,106.4,0.00242,0.2646,1101820032,256066000,0.2324,10000000,351361393,352761391,25.6066,2.624,0.49312,0.52342,0.49312,0.52342,0.49312,2.09885,11.54427,0.49312,3.51558,1,1,-7180285.714,295466.6667,117895370.7,1189.17439,58948279.94,0.12887,0.1918,0.16034,0.40042,USD,ILS,1,0.30034,4.5379,0.597,1.116,0,0.25414,70.8,124.5,106.84375,-0.41533,50.28249,-14.53815,1.32588,5.43293,21.82785,9.56053,0.00572,0.00105,0,0,66.05303,35.00244,15.70419,0.01338,0.01,50.53774,33.12096,1229788571,1615687333,1422737952,None
TLV:GOHO,GOLDEN HOUSE,Healthcare,Israel,6.39E+17,17473821.25,3261812.536,4527985.908,-8229.316,1626791.61,11000903.58,17473821.25,3261812.536,4527985.908,-8229.316,1626791.61,11000903.58,1.98645,1.98645,35.21854,35.21854,35.21854,0.95471,35.21854,17.675,-0.01953,0.19377,1,-0.03827,0,0.10968,0.1579,0,-0.075,1411,-5.00E-05,0.2513,15567600,-1172000,-0.07528,140,119213711,57293218,-8371.42857,-0.45645,0.01903,-0.45645,0.01903,-0.45645,0.01903,-0.45645,0.59355,0.01903,1.14516,1,1,-379269.352,-43088.77867,31084924073,2.11804E+13,1.06057E+13,1.89137,1.86833,1.87985,1.37108,ILS,ILS,0.30034,0.30034,19.2708,9.6354,20.1781,20.1781,0.21739,950,1572,1380.0972,2.23918,48.52632,-10.24173,1.48232,10.60824,1.52928,1.53593,0.00471,0.00365,6.88325,6.90387,0.36391,0.37146,1.54261,0.01418,6.90356,0.37769,0.96015,226063040.1,229400864.6,227731952.3,None
TLV:GOLD,GOLD BOND GROUP,Industrials,Israel,1528.99111,136817866.7,41060000,36703533.33,13626933.33,27343466.67,86760700,136817866.7,41060000,36703533.33,13626933.33,27343466.67,86760700,1.25812,1.25812,3.06224,3.06224,3.06224,1.13815,3.06224,21.106,0.37041,0,0,0,0,0.22166,0.01,0,12.76,13010,0.00098,0.27578,4044180,51428000,12.71655,189,174673803,158020109,272105.8201,0.241,0.0094,0.14379,0.0094,0.14379,0.0094,0.2167,2.13348,0.0094,1.09698,1,1,22114800,4449866.667,7.8985,39.25372,23.57611,0.40743,0.4117,0.40957,0.63998,USD,ILS,1,0.30034,40,79,37,190,0.73259,6900,16000,11152.2705,16.65786,88.55072,-18.6875,1.34286,5.8638,3.46811,3.43417,0.08947,0.1307,0.03162,0.02709,2.18068,2.26443,3.46114,0.12008,0.03936,2.23255,2.84685,631994000,800897733.3,716445866.7,None
TLV:GOLF,GOLF & CO,Consumer Cyclical,Israel,3770.78004,262046790.2,3402671.996,66388875.55,3907523.513,3655097.755,164217832.9,262046790.2,3402671.996,66388875.55,3907523.513,3655097.755,164217832.9,0.32076,0.32076,7.87424,7.87424,7.87424,0.14517,7.87424,8.363,0.01934,0.03328,2.5,0.05812,1,0.05548,0.19073,0,0.349,900,0.00039,0.56027,44154800,16093000,0.36447,2332,268196930,121342290,6900.9434,1.185,-0.02401,0.26286,-0.02401,0.26286,-0.02401,0.95447,5.82233,-0.02401,1.02599,1,1,46413982.97,15140199.47,5.77836,17.71423,11.7463,3.24573,3.94419,3.59496,1.89604,ILS,ILS,0.30034,0.30034,22.6706,37.2209,49.6278,59.5534,4.82122,135.6,946.7,664.3201,35.47686,563.71681,-4.93292,1.88485,44.83918,1.49157,1.29369,0.11084,0.08597,5.3526,7.26817,1.35038,1.31568,1.40263,0.1084,6.32038,1.34303,1.37283,298174467.5,322806978.9,310490723.2,None
TLV:GOSS,G 1 SECURE SOL,Industrials,Israel,265.50242,811644400,41264533.33,205362466.7,10145466.67,25705000,508503433.3,811644400,41264533.33,205362466.7,10145466.67,25705000,508503433.3,0.21835,0.21835,4.00843,4.00843,4.00843,0.18988,4.00843,9.287,0.04728,0,0,0,0,0.03702,0.8223,0,0.488,654.2,0.00075,1.21272,79733600,38835000,0.48706,5721,179396051,155968042,6788.14893,-0.194,0.0084,-0.03662,0.0084,-0.03662,0.0084,-0.15465,0.89535,0.0084,1.092,1,1,70306866.67,29101400,2.55161,6.16452,4.35807,2.23167,2.45738,2.34452,1.53118,USD,ILS,1,0.30034,9.4063,12.7926,11.7892,12.5762,0.12829,500,826,692.3618,-5.51183,30.84,-20.79903,0.94601,0.94701,1.45139,1.40727,0.07742,0.05844,5.62374,5.70897,1.03452,0.99049,1.43933,0.07793,5.67635,1.02251,1.23092,406348666.7,446318400,426333533.3,None
TLV:GSFI,GAN SHMUEL FOODS,Consumer Defensive,Israel,14104.67362,202168000,5632666.667,46600200,762066.6667,3197366.667,124384100,202168000,5632666.667,46600200,762066.6667,3197366.667,124384100,0.55923,0.55923,28.35483,28.35483,28.35483,0.49169,28.35483,65.912,0.01733,0.0666,2.5,0.03985,2.5,0.06192,0.20362,0,0.22,2090,0.00011,0.71587,15014200,3301000,0.21986,389,106541323,93659505,8485.86118,-0.18021,-0.03452,-0.18021,-0.03452,-0.18021,-0.03452,-0.18021,0.86979,-0.03452,1.01548,1,1,13327466.67,4013600,7.99412,26.54508,17.2696,0.58319,0.62706,0.60513,0.7779,USD,ILS,1,0.30034,189.3658,157.8048,189.3658,189.3658,-0.15081,1750,3148,2081.611,0.40301,19.42857,-33.60864,0.48641,0.48741,2.7537,2.5954,3.98324,4.30112,4.17369,3.11932,3.62811,3.47416,2.68455,4.15218,3.65651,3.56113,3.12284,205803733.3,211098666.7,208451200,None
TLV:GZT,GAZIT GLOBE,Real Estate,Israel,86558007.06,790955401.3,-52399318.67,175899126.7,11913486.67,-20242916,483427264,790955401.3,-52399318.67,175899126.7,11913486.67,-20242916,483427264,4.46065,4.46065,12.17595,1.9389,10.89632,0.50116,10.89632,29.437,0.04406,-0.08735,0,0.06797,1,0.04895,0.16263,3.95,0.629,2550,0.00025,0.20122,151487008,102000000,0.67333,788,10326293609,1160188912,129441.6244,-0.42857,-0.07316,-0.42857,-0.07316,-0.42857,-0.07316,-0.42857,0.62143,-0.07316,0.97684,1,1,172134865.3,27531166.67,59.98955,375.0765,217.53303,4.19243,4.88064,4.53654,2.12991,ILS,ILS,0.30034,0.30034,30,30,30,43,0.28593,1380,2605,2153.139,18.43174,84.78261,-2.11132,1.9102,48.58236,1.51601,1.45444,1.93212,1.17624,17.07365,18.44824,0.95349,1.08695,1.49522,1.56418,17.77095,1.03022,1.26272,13140462154,12468473508,12804467831,None
TLV:HAMAT,HAMAT GROUP LTD,Industrials,Israel,453.64772,171915457,10623226.03,55613817.64,4646540.117,7634883.072,113764637.3,171915457,10623226.03,55613817.64,4646540.117,7634883.072,113764637.3,0.44691,0.44691,4.06438,4.06438,4.06438,0.3052,4.06438,10.026,0.07312,0.3335,5.625,0.20549,2.5,0.26973,0.28567,0,1.472,1970,0.00075,0.73318,35940400,50975000,1.41832,859,311588304,212755185,59342.25844,4.298,0.14884,0.24347,0.14884,0.24347,0.14884,3.28437,17.47184,0.14884,1.7942,1,1,21716804.52,7869688.884,14.3478,39.59347,26.97063,2.17376,2.34674,2.26025,1.50341,ILS,ILS,0.30034,0.30034,43.302,63.9973,76.7967,47.998,1.47237,800,2138,1511.2084,30.35925,146.25,-7.85781,1.74888,28.61268,1.46355,1.42673,0.12628,0.12534,2.03509,2.3224,0.97164,1.02827,1.45514,0.13581,2.18875,1.00996,1.23255,247684732.5,294679843.6,271182288,None
TLV:HAP,HADERA PAPER LTD,Basic Materials,Israel,25120.92727,471362586.2,8373779.54,111271585,1262068.725,4817924.133,291317085.6,471362586.2,8373779.54,111271585,1262068.725,4817924.133,291317085.6,0.45381,0.45381,50.32399,50.32399,50.32399,0.32653,50.32399,15.731,0.00661,0.04073,2.5,0.069,6.25,0.06201,0.73966,0,1.498,24670,6.00E-05,0.47417,6357440,9503000,1.49478,1463,652590900,469545116,6495.55707,5.577,-0.03411,-0.55258,-0.03411,-0.55258,-0.03411,4.0446,21.27302,-0.03411,1.01589,1,1,61831396.25,17627975.76,10.55436,37.02018,23.78727,1.15021,1.18162,1.16592,1.07978,ILS,ILS,0.30034,0.30034,157.3723,157.6858,778.397,231.65,1.24821,9601,25880,19910.834,23.90239,156.9524,-4.67543,1.85134,40.26431,1.88374,1.85231,0.40702,0.23516,3.23745,1.98909,1.57415,1.4848,1.87803,0.33109,2.62327,1.53948,1.70875,675256178.2,679042015.6,677149096.9,None
TLV:HARL,HAREL INS INVS,Financial Services,Israel,6520575.484,5758579001,191096330.7,2122622916,78208536,134652433.3,3940600959,5758579001,191096330.7,2122622916,78208536,134652433.3,3940600959,-0.28743,0.50325,1.82917,1.82917,1.82917,0.07117,1.82917,14.72758,0.03955,0.08556,2.5,0.09334,2.5,0.09344,0.14078,0,5.136,3080,0.00167,0.26129,214379008,1102000000,5.14043,4635,1983104212,1983104212,237756.2028,0.07894,-0.01149,0.07894,-0.01149,0.07894,-0.01149,0.07894,1.44468,-0.01149,1.03851,1,1,258432558.7,-169912349.3,7.67359,1631087.762,815547.7177,15.24011,14.76234,15.00122,3.87314,ILS,ILS,0.30034,0.30034,70,50,50,60,0.54089,1850,3569,3114.7917,-1.11698,66.48649,-13.70132,1.43106,8.58925,1.06605,1.06798,3.30195,2.35241,0.1702,0.10726,10.5615,17.19536,1.07701,2.83718,0.14873,13.88843,7.48272,35364137909,36943816536,36153977223,None
TLV:HDST,HBL-HADASIT BIO,Healthcare,Israel,1.46815E+11,63466.66667,11535066.67,0,5703800,8619433.333,31733.33333,63466.66667,11535066.67,0,5703800,8619433.333,31733.33333,0,356.20001,0.69227,0.69227,0.69227,677.54198,0.69227,1.31139,0,0,0,0,0,0.01,0.01,0,2.82,645.6,0.00437,0.58449,11088500,31208000,2.81445,2,11303413,21500665,15604000,0.15084,-0.26333,0.15084,-0.26333,0.15084,-0.26333,0.15084,1.80422,-0.26333,0.78667,1,1,-6327400,-1138500,6713.01055,1008525.731,507619.371,0.27234,0.1109,0.19162,0.43774,USD,ILS,1,0.30034,58.8093,0,0,0,1.14521,278.6,1180,681.2708,-5.23592,131.73008,-45.28814,0.81429,0.81529,10.95411,10.10226,0,0,0.18903,0.04726,10.37323,13.06499,10.53819,0.01,0.12814,11.72911,11.13365,33863866.67,39248200,36556033.33,None
TLV:HGG,HAGAG GROUP REAL,Real Estate,Israel,7.79012E+13,199871800,68374333.33,40292466.67,13333400,40853866.67,120082133.3,199871800,68374333.33,40292466.67,13333400,40853866.67,120082133.3,3.36591,3.36591,9.50693,9.50693,9.50693,2.12674,9.50693,31.783,0.23121,0,0,0,0,0.14212,0.1588,0,0.653,2047,0.00032,0.56617,50215000,33891000,0.67492,140,493385135,311736120,242078.5714,-0.591,0.0308,-0.10853,0.0308,-0.10853,0.0308,-0.47038,0.57962,0.0308,1.204,1,1,-76037600,-7886666.667,286021.7745,246013362.7,123149692.2,1.78107,1.86178,1.82143,1.3496,USD,ILS,1,0.30034,0,0,0,0,-0.38473,5.65,2067,7.494,27215.18548,36130.0885,-0.96759,1.9806,60.3635,1.60031,1.5692,0.56109,0.62877,14.86776,23.1811,1.60164,1.54953,1.59476,0.60493,19.03443,1.58558,1.59017,1413982267,1612171267,1513076767,None
TLV:HLAN,HILAN LTD,Technology,Israel,1100.58503,472200314.5,36473109.4,126246817.8,10762003.13,23617556.26,299223566.1,472200314.5,36473109.4,126246817.8,10762003.13,23617556.26,299223566.1,0.66075,0.66075,8.06464,8.06464,8.06464,0.63855,2.68821,16.889,0.08215,1.19193,15.46875,0.21222,2.5,0.76347,0.35922,0,5.873,15460,0.00038,2.12736,22542700,134656992,5.97342,4000,1083244668,1046712252,33664.248,0.137,0.02694,0.05303,0.02694,0.05303,0.02694,0.11601,1.63004,0.02694,1.18468,1,1,63724479.32,14616406.51,16.99888,74.11156,45.55522,1.8686,1.69828,1.78344,1.33546,ILS,ILS,0.30034,0.30034,100,100,100,100,0.01873,13600,17670,15810.277,-2.2155,13.67647,-12.50707,0.914,0.915,1.55049,1.6002,0.27501,0.44972,0.50582,0.34135,1.20358,1.19785,1.58534,0.37236,0.43359,1.21071,1.39803,392098989.4,411420431,401759710.2,None
TLV:HMAM,HAMAMA MEIR TRADIN,Consumer Defensive,Israel,145.21734,300858866.7,367666.6667,66955800,1174000,770833.3333,183907333.3,300858866.7,367666.6667,66955800,1174000,770833.3333,183907333.3,0.13515,0.13515,4.22536,4.22536,4.22536,0.06235,4.22536,15.62,0.0147,0,0,0,0,0.0184,0.07782,0,0.277,380.8,0.00073,0.22775,14186800,3934000,0.2773,41,36137146,16683354,95951.21951,0.65873,-0.07057,0.65873,-0.07057,0.65873,-0.07057,0.65873,4.34365,-0.07057,0.97943,1,1,30900666.67,9161400,1.16946,3.9445,2.55698,1.82444,1.66624,1.74534,1.32111,USD,ILS,1,0.30034,20.9301,21.2107,21.25,10.625,0.49507,3.7,407.1,333.40842,14.21427,10191.89189,-6.46033,1.86961,42.70747,1.5559,1.60142,0.04275,0.06883,3.95239,3.68511,1.59545,1.63792,1.58866,0.06579,3.82875,1.62668,1.60767,203838600,192890000,198364300,None
TLV:HNMR,HANAN MOR GRP HLDG,Real Estate,Israel,5.19428E+14,187869066.7,12056466.67,64175400,1026800,6541633.333,126022233.3,187869066.7,12056466.67,64175400,1026800,6541633.333,126022233.3,2.08736,2.08736,84.49459,84.49459,84.49459,1.04179,84.49459,68.654,0.01127,0,0,0,0,0.01644,0.20124,0,0.188,5424,3.00E-05,1.0005,14972900,2653000,0.17719,76,491301381,245213299,34907.89474,-0.64196,0.05087,-0.64196,0.05087,-0.64196,0.05087,-0.64196,0.40804,0.05087,1.30436,1,1,-77196266.67,-26607933.33,270126.7502,6398050.298,3334088.524,5.56317,5.68842,5.6258,2.37188,USD,ILS,1,0.30034,26.7181,8.9998,8.9998,9.5434,1.44698,2065,5584,4102.604,32.20871,162.66344,-2.86533,1.90907,48.40881,1.1832,1.17694,0.74673,0.48037,15.15502,14.93793,0.93226,0.91978,1.19007,0.62355,15.05647,0.93602,1.06304,1305623400,1494518667,1400071033,None
TLV:HOD,HOD-ASSAF INDS,Basic Materials,Israel,397.44864,1240771067,5998066.667,314923600,3771200,4884633.333,777847333.3,1240771067,5998066.667,314923600,3771200,4884633.333,777847333.3,0.14416,0.14416,7.1642,7.1642,7.1642,0.04452,7.1642,8.948,0.01166,0,0,0,0,0.01666,0.01,0,1.134,2703,0.00042,0.20234,12290500,13937000,1.13397,684,172305067,53228926,20375.73099,0.18617,-0.01621,0.18617,-0.01621,0.18617,-0.01621,0.18617,1.98087,-0.01621,1.03379,1,1,67623266.67,26316100,2.54801,6.54752,4.54776,1.01404,0.94567,0.97985,0.98988,USD,ILS,1,0.30034,149.8689,0,0,0,1.19384,1096,2705,2172.9375,24.39382,146.62409,-0.07394,1.99751,63.52417,2.01657,2.07391,0.03871,0.02618,0.19433,0.17006,1.44137,1.44954,2.05524,0.04245,0.19219,1.45545,1.75535,993732133.3,964563200,979147666.7,None
TLV:HRON,HIRON TRADE INVS,Real Estate,Israel,1933.11735,36533377.62,19174005.94,9643356.765,7143346.628,13158676.28,23088367.19,36533377.62,19174005.94,9643356.765,7143346.628,13158676.28,23088367.19,1.89034,1.89034,3.32834,3.32834,3.32834,1.90811,3.32834,13.984,0.47965,1.31485,2.5,3.14558,4.375,2.25166,0.06753,0,149.072,163210,0.00091,0.2541,481157,59280000,123.20303,30,233615158,235825641,1976000,-0.223,0.01004,-0.02,0.01004,-0.02,0.01004,-0.17225,0.87775,0.01004,1.10018,1,1,13861772.22,3114125.347,16.8532,75.0179,45.93555,0.40431,0.40426,0.40428,0.63583,ILS,ILS,0.30034,0.30034,1500,1000,1000,1000,0.06238,140000,174000,155084.23,5.23958,16.57857,-6.20115,1.36529,6.47675,3.50382,3.47638,0.30813,0.30985,0.04934,0.03483,0.36627,0.29276,3.5001,0.31899,0.05208,0.33951,1.91981,317209676.9,331322237.9,324265957.4,None
TLV:IBI,IBI INV HOUSE,Financial Services,Israel,6.41195,414378066.7,71005866.67,137399200,53756733.33,62381300,275888633.3,414378066.7,71005866.67,137399200,53756733.33,62381300,275888633.3,0.18621,0.18621,1.76339,1.76339,1.76339,0.57595,1.76339,1.544,0.32091,0,0,0,0,0.19338,0.01,0,12.992,7722,0.00168,0.50276,12660300,164507008,12.99393,426,95501113,295247213,386166.6855,0.10446,0.06692,0.10446,0.06692,0.10446,0.06692,0.10446,1.57229,0.06692,1.38459,1,1,61830933.33,21810933.33,1.54455,4.37859,2.96157,0.76459,1.09699,0.93079,0.96477,USD,ILS,1,0.30034,284.3534,131.1184,126.379,102.683,1.75654,2525,9215,6450.347,19.71449,205.82178,-16.20184,1.55366,14.06499,2.42575,2.00102,0.02188,0.00648,0.92346,1.1309,2.38688,1.88904,2.22338,0.02418,1.03718,2.14796,2.18567,892455866.7,1180201733,1036328800,None
