"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
BRX,Brixmor Property Group Inc.,Real Estate,United States,20769541892,1123426733,206755800,271406533.3,38767733.33,122761766.7,697416633.3,1123426733,206755800,271406533.3,38767733.33,122761766.7,697416633.3,10.869,10.869,59.45026,36.62903,53.74495,6.41791,53.74495,17.475,0.10827,0.4481,2.5,0.88192,6.25,0.65745,1.02575,0.62,0.382,22.49,0.01699,2.52586,296934016,113353000,0.38174,474,11420011520,6743371264,239141.3502,-0.124,-0.75,-0.24832,-0.24832,-0.24832,-0.24832,-0.15508,0.89492,-0.15508,0.89492,-2.61,26.1,486321466.7,115640666.7,23.48243,98.75429,61.11836,2.04837,2.11993,2.08415,1.44366,USD,1,0.215,0.215,0.285,0.285,3.02834,10.58,23.1,18.85116,19.303,112.57089,-5.1342,1.90256,47.42688,1.48906,1.47179,0.31347,1.25278,1.61523,1.79343,1.2539,1.66132,1.49042,0.79313,1.71433,1.46761,1.47902,None
BWA,BorgWarner Inc.,Consumer Cyclical,United States,414797.8787,10190066667,619066666.7,3111666667,216066666.7,417566666.7,6650866667,10190066667,619066666.7,3111666667,216066666.7,417566666.7,6650866667,1.401,1.401,21.9188,10.5535,19.07748,1.20604,19.07748,9.496,0.04919,0.15145,2.5,0.05492,1,0.11926,1.0022,4.86,2.34,51.25,0.04566,1.90648,239020992,500000000,2.09187,49700,14244520960,12259387392,10060.36217,0.627,-0.75,-0.09318,-0.09318,-0.09318,-0.09318,0.44696,3.28478,0.44696,3.28478,0.58,0.58,1129066667,354866666.7,12.61619,40.14049,26.37834,1.33567,1.33356,1.33461,1.15526,USD,1,0.17,0.17,0.17,0.17,51.25,31.04,54.21,44.26522,15.77939,65.10954,-5.46025,1.7445,28.18523,1.79483,1.78878,0.33822,0.47761,0.40658,0.38592,1.61136,1.92115,1.8018,0.41792,0.40625,1.77626,1.78903,None
BWXT,"BWX Technologies, Inc.",Industrials,United States,22570391.9,1990354933,253838666.7,533206666.7,68770666.67,161304666.7,1261780800,1990354933,253838666.7,533206666.7,68770666.67,161304666.7,1261780800,3.483,3.483,21.94386,18.18023,21.00295,2.82053,21.00295,18.063,0.12937,4.42005,34.80469,0.32288,2.5,2.64648,0.99813,3.44,2.85,62.55,0.04556,9.0664,95141200,272920000,2.86858,6700,7348411904,5950130688,40734.32836,-0.076,-0.75,0.07833,0.07833,0.07833,0.07833,-0.03742,1.01258,-0.03742,1.01258,3.66,3.66,216636533.3,75180600,33.92046,97.74346,65.83196,3.57602,2.68917,3.1326,1.76991,USD,1,0.21,0.21,0.19,0.19,6.30949,49.6,68.68,61.2592,2.10711,26.10887,-8.92545,1.35744,6.25646,1.30372,1.37288,0.32681,0.31637,0.40563,0.49088,1.4957,1.74994,1.3483,0.33159,0.45825,1.63282,1.49056,None
BXP,"Boston Properties, Inc.",Real Estate,United States,9202986802,2790165533,713072333.3,684450333.3,86705000,399888666.7,1737307933,2790165533,713072333.3,684450333.3,86705000,399888666.7,1737307933,11.784,11.784,40.16399,38.92715,39.85478,6.81068,39.85478,20.81,0.17565,0.64287,2.5,0.31479,2.5,0.49238,0.98334,3.02,2.927,116.65,0.02509,3.17678,156074000,455607008,2.91917,750,31745910784,18348058624,607476.0107,-0.799,-0.75,0.14453,0.14453,0.14453,0.14453,-0.56312,0.48688,-0.56312,0.48688,6.06,6.06,1146123267,333292142.9,27.69851,95.2495,61.47401,2.39753,2.43713,2.41733,1.55478,USD,1,0.98,0.98,0.98,0.98,116.65,69.69,117.96,100.53609,16.02799,67.38413,-2.21887,1.94572,54.26061,1.60627,1.59037,0.61561,1.58088,2.38942,2.63551,3.99778,4.81436,1.60832,1.10825,2.52246,4.41607,3.01219,None
CACI,"CACI International, Inc.",Technology,United States,125418.1773,5266402467,293351266.7,1513652067,111312200,202331733.3,3390027267,5266402467,293351266.7,1513652067,111312200,202331733.3,3390027267,1.371,1.371,15.61585,14.88383,15.43285,1.00481,5.14428,11.937,0.06931,0.31316,5.625,0.32123,4.375,0.29293,0.92986,17.13,16.327,254.65,0.06412,2.38336,23550700,414196992,17.58746,23000,8194364928,6004486656,18008.56487,0.494,-0.75,0.07871,0.07871,0.07871,0.07871,0.39018,3.00089,0.39018,3.00089,1.01,1.01,486333200,152137333.3,16.84928,53.86163,35.35546,1.08346,1.23002,1.15674,1.07552,USD,1,0,0,0,0,254.65,190.16,266.31,245.14703,3.87644,33.91355,-4.37836,1.69376,23.61102,1.92776,1.82642,0.0141,0.02895,0.34141,0.37197,1.49234,1.34671,1.88709,0.03153,0.36669,1.42952,1.65831,None
CAG,"ConAgra Brands, Inc.",Consumer Defensive,United States,2643171.646,10019486667,779340000,2853020000,308413333.3,543876666.7,6436253333,10019486667,779340000,2853020000,308413333.3,543876666.7,6436253333,2.348,2.348,15.67901,14.48669,15.38093,1.5585,15.38093,10.887,0.10148,0.44167,5.625,0.27088,2.5,0.35427,0.8766,2.63,2.43,37.92,0.06408,2.21602,479947008,1190700032,2.4809,16500,27544702976,18285979648,72163.6383,0.377,-0.75,0.05258,0.05258,0.05258,0.05258,0.29589,2.52947,0.29589,2.52947,2.23,2.23,1488093333,450766666.7,18.51006,61.10634,39.8082,1.84569,1.68334,1.76452,1.32835,USD,1,0.275,0.275,0.275,0.2125,37.92,31.72,39.34,36.14312,4.91624,19.54603,-3.60956,1.6273,18.5695,1.55105,1.60011,5.16543,0.48524,0.1729,0.62662,0.99711,0.83316,1.58558,2.83533,0.40976,0.92513,1.25536,None
CAH,"Cardinal Health, Inc.",Healthcare,United States,32095.37947,1.47274E+11,-1487733333,40074866667,378800000,-554466666.7,93674300000,1.47274E+11,-1487733333,40074866667,378800000,-554466666.7,93674300000,0.136,0.136,11.91711,9,11.18783,0.10525,11.18783,7.722,0.00883,-0.00948,0,0.00933,1,0.0165,0.87289,6.23,4.705,56.07,0.08391,8.36366,293668000,1382000000,4.70599,48000,21213261824,16465965056,28791.66667,1.859,-0.75,-0.47155,-0.47155,-0.47155,-0.47155,1.27636,7.43181,1.27636,7.43181,1.5,1.5,2219200000,864800000,9.55897,24.52967,17.04432,14.14865,24.24209,19.19537,4.38125,USD,1,0.4859,0.4859,0.4859,0.4859,56.07,44.65,62.96,56.17478,-0.18652,25.57671,-10.94346,1.24741,3.76744,1.11112,1.04222,1.83519,0.4588,0.18595,0.1112,1.10268,1.14014,1.08667,1.15699,0.15858,1.13141,1.10904,None
CARR,Carrier Global Corporation,Industrials,United States,4541658508,17981466667,2067666667,4662933333,556733333.3,1312200000,11322200000,17981466667,2067666667,4662933333,556733333.3,1312200000,11322200000,2.494,2.494,30.41695,0,30.41695,2.18499,30.41695,18.364,0.12427,0.28686,2.5,0.29757,2.5,0.27976,0.86852,0,0,45.31,0,1000,868998976,2270000128,2.6122,56000,45560905728,39913123840,40535.71657,3,-0.75,-0.00074,-0.00074,-0.00074,-0.00074,2.24981,12.29907,2.24981,12.29907,1.16,1.16,1866400000,310066666.7,24.41112,146.93906,85.67509,1.93041,3.13203,2.53122,1.59098,USD,1,0.12,0.12,0.08,0.08,5.65566,18.88,46.125,40.05558,13.11782,139.98941,-3.64657,1.94017,53.33866,1.99338,1.34662,0.32273,0.31225,0.4556,0.49044,1.52959,1.66156,1.68,0.32749,0.48302,1.60557,1.64279,None
CAT,"Caterpillar, Inc.",Industrials,United States,168681274,46939333333,4093600000,11319666667,1143600000,2618600000,29129500000,46939333333,4093600000,11319666667,1143600000,2618600000,29129500000,3.685,3.685,38.54813,20.55243,34.04921,3.07117,34.04921,20.467,0.07991,0.21146,2.5,1.19384,12.03125,0.76403,0.69875,11.73,6.254,241.28,0.02592,7.9483,547787008,3436000000,6.27251,97300,1.58457E+11,1.3206E+11,35313.46351,0.401,-0.75,-0.08416,-0.08416,-0.08416,-0.08416,0.27971,2.44855,0.27971,2.44855,1.24,1.24,6472400000,1904733333,24.48199,83.19129,53.83664,4.27595,4.01358,4.14476,2.03587,USD,1,1.03,1.03,1.03,1.03,25.0293,117.57,245.78,206.70927,16.72432,105.22242,-4.13418,1.9298,51.65084,1.23508,1.25039,0.02839,0.02933,0.36688,0.4097,1.48315,1.56941,1.25273,0.03886,0.39829,1.53628,1.39451,None
CB,Chubb Limited,Financial Services,Switzerland,100286.9131,34868933333,3857666667,9826200000,2008600000,2933133333,22347566667,34868933333,3857666667,9826200000,2008600000,2933133333,22347566667,2.349,2.349,13.80237,13.29085,13.67449,1.99143,27.34898,15.987,0.14539,0.62487,5.625,0.50613,2.5,0.53245,0.90078,12.79,12.316,169.35,0.07273,1.29394,449691008,5581000192,12.41074,31000,90181902336,76442976256,180032.2643,8.127,-0.75,-0.04735,-0.04735,-0.04735,-0.04735,6.08341,31.46707,6.08341,31.46707,0.63,0.63,7940733333,2405933333,11.35687,37.48313,24.42,2.2267,2.25378,2.24024,1.49674,USD,1,0.78,0.78,0.78,0.78,0.4218,111.93,179.01,160.16109,5.73729,51.29992,-5.39635,1.71199,25.17681,1.44927,1.44383,0.95064,0.91411,0.53412,0.75337,0.36744,0.35193,1.45655,0.94238,0.65374,0.36968,0.91312,None
CBOE,"Cboe Global Markets, Inc.",Financial Services,United States,196345221.6,3011193333,433326666.7,927820000,118680000,276003333.3,1969506667,3011193333,433326666.7,927820000,118680000,276003333.3,1969506667,3.653,3.653,24.43469,22.90123,24.05133,3.37679,48.10265,15.164,0.1274,0.36367,2.5,0.31793,2.5,0.32685,0.8419,4.86,4.555,110.23,0.04132,3.9617,106686000,446800000,4.18799,1010,12845727744,11874152448,442376.2376,-0.128,-0.75,0.04912,0.04912,0.04912,0.04912,-0.08372,0.96628,-0.08372,0.96628,7.83,7.83,1043026667,506506666.7,12.31582,25.36142,18.83862,0.77536,0.96014,0.86775,0.93153,USD,1,0.31,0.31,0.27,0.27,0.05919,77.63,116.39,98.36935,12.05726,41.99407,-5.29255,1.68215,22.65599,2.37902,2.06134,0.51233,0.85177,0.07642,0.09199,1.4514,1.22644,2.23018,0.69205,0.09421,1.34892,1.78955,None
CCI,Crown Castle International Corp,Real Estate,United States,92345744711,5651133333,899866666.7,1484266667,201466666.7,550666666.7,3567700000,5651133333,899866666.7,1484266667,201466666.7,550666666.7,3567700000,18.243,18.243,90.45346,60.35032,82.92767,13.87195,82.92767,33.222,0.15735,5.47863,34.80469,0.33862,2.5,3.25987,0.92893,3.14,2.095,189.28,0.01107,9.17453,432190016,963000000,2.22819,4900,1.07706E+11,81900011520,196530.6122,-0.686,-0.75,0.14135,0.14135,0.14135,0.14135,-0.47916,0.57084,-0.47916,0.57084,3.54,3.54,2817600000,712666666.7,38.22613,151.13087,94.6785,2.71478,3.23069,2.97274,1.72416,USD,1,1.33,1.33,1.2,1.2,0.09052,146.15,191.56,167.09993,13.27354,29.51078,-4.51957,1.89958,46.98375,1.38634,1.30997,0.47045,0.42526,0.66044,0.64263,0.63358,0.67263,1.35816,0.45786,0.66153,0.6631,1.01063,None
CDK,"CDK Global, Inc.",Technology,United States,1925817.16,1911113333,214213333.3,424466666.7,487826666.7,351020000,1167790000,1911113333,214213333.3,424466666.7,487826666.7,351020000,1167790000,3.766,3.766,6.21468,17.3887,9.00818,3.26703,3.00273,12.373,0.52822,0.63762,5.625,13.59147,12.03125,8.03419,0.90838,3.01,8.422,52.21,0.16131,14.1536,121774000,248000000,2.03656,9000,7346839552,6373650944,27555.55556,13.946,-0.75,0.01658,0.01658,0.01658,0.01658,10.46365,53.36823,10.46365,53.36823,2.06,2.06,420113333.3,87600000,17.48776,83.86803,50.67789,-8.31264,0.09285,6925.44153,83.21924,USD,1,0.15,0.15,0.15,0.15,0.28885,38.44,55.51,51.78572,0.81929,35.82206,-5.94487,1.61336,17.63529,0.84344,1.02195,0.72639,1.11825,1.48019,1.6857,1.4941,1.4023,0.94269,0.93232,1.59294,1.4582,1.20045,None
CE,Celanese Corporation Celanese C,Basic Materials,United States,2664066.333,6058533333,1503000000,1650866667,593933333.3,1048466667,3854700000,6058533333,1503000000,1650866667,593933333.3,1048466667,3854700000,3.634,3.634,9.27306,12.90562,10.1812,3.10948,10.1812,17.897,0.34857,0.63734,2.5,2.27869,6.25,1.544,0.97161,12.82,17.842,165.39,0.10788,5.26123,112633000,2095000064,18.60023,7700,21781057536,18635128832,272077.9304,0.477,-0.75,0.20431,0.20431,0.20431,0.20431,0.40883,3.09414,0.40883,3.09414,0.53,0.53,1365266667,217666666.7,15.9537,100.06611,58.00991,2.16983,2.10568,2.13776,1.46211,USD,1,0.68,0.68,0.62,0.62,0.85191,81.63,171,142.41673,16.13102,102.60933,-3.2807,1.87445,43.37599,1.52483,1.53699,0.30621,0.3618,0.39625,0.4352,1.77237,1.76438,1.54091,0.344,0.42573,1.77837,1.65964,None
CERN,Cerner Corporation,Healthcare,United States,16117831.85,5512774533,699041066.7,1383334600,186142400,442591733.3,3448054567,5512774533,699041066.7,1383334600,186142400,442591733.3,3448054567,4.375,4.375,29.95789,21.61602,27.87242,4.30113,27.87242,18.453,0.14688,0.31815,2.5,0.33687,2.5,0.31438,0.87464,3.62,2.612,78.29,0.03336,5.47586,301316992,805180992,2.67221,26400,23982991360,23578054656,30499.28,0.171,-0.75,0.06197,0.06197,0.06197,0.06197,0.14374,1.76871,0.14374,1.76871,2.01,2.01,1397448600,445106666.7,17.16198,53.88145,35.52172,0.59234,0.76237,0.67735,0.82301,USD,1,0.22,0.22,0.18,0.18,0.07797,65.14,84.2,75.35174,3.89939,20.18729,-7.019,1.37985,6.90235,2.79206,2.32546,0,0,0.46884,0.42824,2.27613,2.16017,2.56876,0.01,0.45854,2.22815,2.39846,None
CF,"CF Industries Holdings, Inc.",Basic Materials,United States,212974208.2,4289333333,363066666.7,1046000000,112666666.7,237866666.7,2667666667,4289333333,363066666.7,1046000000,112666666.7,237866666.7,2667666667,4.097,4.097,28.55532,18.59091,26.06422,2.71501,26.06422,10.817,0.09521,0.21037,2.5,0.10401,1,0.17353,0.93161,2.86,1.862,52.83,0.03525,3.76531,214515008,400000000,1.86467,2970,17209757696,11405762560,134680.1347,1.221,-0.75,-0.06508,-0.06508,-0.06508,-0.06508,0.89948,5.5474,0.89948,5.5474,-3.04,30.4,1366200000,443733333.3,12.59681,38.78401,25.69041,2.21199,2.1549,2.18345,1.47765,USD,1,0.3,0.3,0.3,0.3,0.79689,25.3,57.19,44.26826,19.34058,108.81423,-7.62371,1.72656,26.4905,1.87148,1.88102,0.36775,0.27444,0.12373,0.13099,1.60462,1.64605,1.88625,0.33109,0.13736,1.63534,1.76079,None
CFG,"Citizens Financial Group, Inc.",Financial Services,United States,1.02015E+15,5579600000,1380933333,1649066667,506200000,943566666.7,3614333333,5579600000,1380933333,1649066667,506200000,943566666.7,3614333333,2.562,2.562,14.00898,11.74118,13.44203,3.52411,26.88406,16.37395,0.27093,0.61226,2.5,9.07716,30.07812,5.41058,0.95775,4.25,3.562,50.09,0.07111,1.02736,425929984,1526000000,3.58275,17405,15449915392,21253906432,87675.95519,16.971,-0.75,-0.13865,-0.13865,-0.13865,-0.13865,12.69359,64.51793,12.69359,64.51793,-3.57,35.7,872866666.7,532700190.4,17.7002,3994483903,1997241960,7.36556,7.84413,7.60484,2.75769,USD,1,0.39,0.39,0.39,0.39,39.87661,22.53,51.14,41.2963,21.29415,122.32579,-2.05319,1.9266,51.13851,1.14661,1.13965,0,0,37.02056,28.8964,0.09606,0.13028,1.15313,0.01,32.96848,0.12317,0.63815,None
CFR,"Cullen/Frost Bankers, Inc.",Financial Services,United States,196591951.9,1245387333,379839266.7,323774733.3,104292266.7,242065766.7,784581033.3,1245387333,379839266.7,323774733.3,104292266.7,242065766.7,784581033.3,-1.166,9.77662,19.64681,22.56262,20.37576,6.12644,40.75152,31.68789,0.31342,0.75931,2.5,2.00896,6.25,1.4197,0.84423,5.35,6.144,120.61,0.05094,1.86028,63545300,386408992,6.08084,4685,7670553088,7670553088,82477.90651,1.119,-0.75,-0.07071,-0.07071,-0.07071,-0.07071,0.82157,5.15787,0.82157,5.15787,1.82,1.82,559543933.3,163267200,13.70858,46.98159,30.34509,8.82835,9.35955,9.09395,3.01562,USD,1,0.72,0.72,0.72,0.71,0.58892,61.5,125,102.84666,17.27167,96.11382,-3.512,1.86173,41.6393,1.11799,1.10995,0,0,73.73675,65.00061,0.22116,0.28346,1.12397,0.01,69.37868,0.26231,0.69314,None
CFX,Colfax Corporation,Industrials,United States,6661783.539,2946628800,-89206800,827635428.6,19178000,-35014400,1887132114,2946628800,-89206800,838559866.7,20251866.67,-34477466.67,1892594333,2.444,2.444,107.54258,17.96748,85.14881,1.91261,85.14881,16.443,0.01826,-0.02116,0,0.05476,2.5,0.04349,1.00189,2.46,0.411,44.52,0.00923,1.41133,135596992,79659000,0.58747,15400,7658710016,5993387008,5172.66234,3.257,-0.75,0.28037,0.28037,0.28037,0.28037,2.51284,13.61421,2.51284,13.61421,0.96,0.96,240718400,92472466.67,31.81606,82.82152,57.31879,1.05328,0.97599,1.01463,1.00729,USD,1,0,0,0,0,34.3042,24.7,50.26,41.38152,7.58425,80.24291,-11.42061,1.55086,13.91351,1.9782,2.04581,0.79121,0.66192,0.91415,0.59187,1.6751,1.48531,2.02201,0.73657,0.76301,1.59021,1.80611,None
CHE,Chemed Corp,Healthcare,United States,2787646.672,1974860267,262979000,527388600,79716866.67,171347933.3,1251124433,1974860267,262979000,527388600,79716866.67,171347933.3,1251124433,3.705,3.705,24.41198,25.45803,24.6735,3.74774,24.6735,21.104,0.15732,2.03389,15.46875,0.37753,2.5,1.30256,0.91982,19.3,20.127,494.62,0.04069,8.39783,15950400,328975008,20.62488,15544,7747436544,7837069312,21164.11529,0.17,-0.75,0.16561,0.16561,0.16561,0.16561,0.1689,1.89452,0.1689,1.89452,3.57,3.57,390405266.7,109262400,19.8446,70.9067,45.37565,0.64813,0.60389,0.62601,0.79121,USD,1,0.34,0.34,0.34,0.34,494.62,417.41,560,488.15262,1.32487,18.4974,-11.675,1.08297,1.6132,2.55835,2.66787,0.26079,0.08713,0.75379,0.72663,0.95309,1.08055,2.62311,0.18396,0.75021,1.02682,1.82496,None
CI,Cigna Corporation,Healthcare,United States,11262.86691,1.35904E+11,6372733333,41064466667,2888066667,4630400000,88484000000,1.35904E+11,6372733333,41064466667,2888066667,4630400000,88484000000,0.707,0.707,11.27396,11.33319,11.28876,0.56007,11.28876,10.599,0.05268,0.73842,15.46875,0.43557,6.25,0.56393,0.93265,22.84,22.96,259.5,0.08848,1.82493,347382016,8457999872,24.34783,72226,1.13431E+11,89919840256,117104.642,3.232,-0.75,0.2441,0.2441,0.2441,0.2441,2.48502,13.47512,2.48502,13.47512,0.97,0.97,8824400000,3091133333,12.85424,36.69558,24.77491,2.36072,2.21303,2.28688,1.51224,USD,1,1,0.04,0.04,0.04,259.5,158.84,272.81,228.22754,13.70232,63.37195,-4.87885,1.76643,30.37933,1.43333,1.45412,0.85931,1.01655,0.47284,0.45263,0.75124,0.78261,1.45372,0.94793,0.47274,0.77693,1.11532,None
CIEN,Ciena Corporation,Technology,United States,1895815.642,3435735933,298442466.7,814562466.7,71942466.67,185192466.7,2125149200,3435735933,298442466.7,814562466.7,71942466.67,185192466.7,2125149200,2.282,2.282,23.30101,17,21.72576,2.37098,7.24192,12.298,0.10251,0.08865,1,0.21545,2.5,0.17506,0.96114,3.11,2.269,52.94,0.04286,3.17214,155003008,354311008,2.28583,7042,7885937664,8195009024,50313.97444,-0.112,-0.75,0.24312,0.24312,0.24312,0.24312,-0.02322,1.02678,-0.02322,1.02678,3,3,419679733.3,75510133.33,18.79037,104.43549,61.61293,0.74928,0.64495,0.69712,0.83494,USD,1,0,0,0,0,52.94,38.03,61.52,51.95949,1.88707,39.20589,-13.94668,1.26948,4.1855,2.35682,2.55393,0.46119,0.4648,8.3658,8.52607,3.00707,3.6317,2.46538,0.473,8.45593,3.32939,2.89738,None
CINF,Cincinnati Financial Corporatio,Financial Services,United States,3405164.181,7235333333,1289000000,2384000000,735533333.3,1012266667,4809666667,7235333333,1289000000,2384000000,735533333.3,1012266667,4809666667,1.896,1.896,6.45539,27.59864,11.74121,1.98815,23.48241,4.698,0.31048,0.43124,2.5,0.75906,2.5,0.61131,0.71566,4.41,18.854,120.8,0.15608,1.75932,161096992,3062000128,19.00718,5266,18693537792,19607113728,581466.0327,-0.00629,-0.75,-0.00629,-0.00629,-0.00629,-0.00629,-0.00629,1.04371,-0.00629,1.04371,1.89,1.89,1344933333,385133333.3,13.89923,48.53783,31.21853,1.59841,1.58055,1.58948,1.26075,USD,1,0.63,0.6,0.6,0.6,120.8,57.64,122.8,97.04855,24.47378,109.57668,-1.62866,1.93861,53.08187,1.62716,1.63387,0.27636,0.25666,0.12151,0.11463,0.9462,1.07157,1.64052,0.27651,0.12807,1.01889,1.3297,None
CIT,CIT Group Inc (DEL),Financial Services,United States,1333201679,1920006667,-96026666.67,695806666.7,170060000,37016666.67,1307906667,1920006667,-96026666.67,695806666.7,170060000,37016666.67,1307906667,3.107,3.107,18.50507,12.5545,17.01743,2.26924,34.03485,194.14098,0.13524,-0.10037,0,0.51767,2.5,0.33011,0.97959,4.22,2.863,53.84,0.05318,0.99202,99066304,282700000,2.85364,4048,7186451968,5248532992,69836.95652,-0.55051,-0.75,-0.55051,-0.55051,-0.55051,-0.55051,-0.55051,0.49949,-0.55051,0.49949,1.16,1.16,670080000,278500000,10.72477,25.80414,18.26445,8.82569,9.86908,9.34739,3.05735,USD,1,0.35,0.35,0.35,0.35,7.08472,15.65,55.89,44.66862,20.53203,244.02556,-3.66792,1.89811,46.76599,1.1265,1.11166,5.18506,5.33879,57.87809,45.80789,0.11913,0.1501,1.12908,5.27193,51.85299,0.14461,0.63685,None
CLH,"Clean Harbors, Inc.",Industrials,United States,8099521.299,3223141333,113444466.7,794575466.7,31337266.67,72390866.67,2008858400,3223141333,113444466.7,794575466.7,31337266.67,72390866.67,2008858400,2.014,2.014,38.47107,34.86891,37.57053,1.66032,37.57053,12.475,0.04687,0.08861,2.5,0.24773,6.25,0.18357,0.90994,2.67,2.42,92.51,0.02616,3.80109,55171800,145000992,2.62817,13500,6231993856,5136494592,10740.81422,0.878,-0.75,0.11715,0.11715,0.11715,0.11715,0.68779,4.48894,0.68779,4.48894,1.14,1.14,408644133.3,113623800,15.25042,54.84761,35.04901,2.13945,2.10005,2.11975,1.45594,USD,1,0,0,0,0,92.51,52.22,96.47,83.05608,11.38257,77.15435,-4.1049,1.82102,36.46565,1.4679,1.4764,0.1747,0.16309,0.07614,0.06833,2.21677,2.37247,1.48215,0.1789,0.08224,2.30462,1.89338,None
CLX,Clorox Company (The),Consumer Defensive,United States,4154905.455,6456333333,875933333.3,1828733333,112533333.3,494233333.3,4142533333,6456333333,875933333.3,1828733333,112533333.3,494233333.3,4142533333,3.4,3.4,24.55607,22.86287,24.13277,2.92213,24.13277,14.974,0.12271,0.76188,5.625,0.05853,1,0.48878,0.87079,7.73,7.197,176.48,0.04078,29.57824,124372000,923000000,7.42128,8800,25575333888,21980262400,104886.3636,0.04957,-0.75,0.04957,0.04957,0.04957,0.04957,0.04957,1.29786,0.04957,1.29786,7.58,7.58,1276866667,306800000,20.02976,83.36158,51.69567,6.58167,6.22635,6.40401,2.53061,USD,1,1.11,1.11,1.11,1.11,176.48,175.55,239.87,193.34479,-8.72265,0.52976,-26.42681,0.02892,0.02992,1.1553,1.20151,0.00863,3.07145,0.27196,0.37481,1.20288,1.18147,1.1884,1.55004,0.33339,1.20218,1.19529,None
CMI,Cummins Inc.,Industrials,United States,3142615.784,21382800000,1908866667,5321800000,471666666.7,1190266667,13352300000,21382800000,1908866667,5321800000,471666666.7,1190266667,13352300000,1.992,1.992,21.42215,15.10746,19.84348,1.90313,19.84348,15.285,0.0903,0.2225,2.5,0.22072,2.5,0.2131,0.8603,17.03,12.01,259.2,0.04633,4.71217,146544000,1788999936,12.20794,57825,39465754624,37702840320,30938.17442,0.67,-0.75,-0.00679,-0.00679,-0.00679,-0.00679,0.5008,3.55401,0.5008,3.55401,0.91,0.91,2768866667,957533333.3,14.2534,41.21606,27.73473,1.58947,1.68931,1.63939,1.28039,USD,1,1.35,1.35,1.35,1.311,259.2,160.61,277.09,246.6366,5.09389,61.38472,-6.45639,1.69282,23.53255,1.70872,1.66316,0,0,0.69681,0.77172,1.71136,1.80136,1.69594,0.01,0.74427,1.76636,1.73115,None
CMS,CMS Energy Corporation,Utilities,United States,3112236.567,6743266667,702266666.7,1896600000,266400000,484333333.3,4319933333,6743266667,702266666.7,1896600000,266400000,484333333.3,4319933333,4.981,4.981,20.87854,20.50327,20.78472,2.63237,20.78472,13.545,0.1248,1.61145,15.46875,0.85956,6.25,1.19425,0.9172,3.06,3.005,62.3,0.04823,3.17157,289460000,861000000,2.9745,8148,34363764736,18160719872,105670.1031,0.436,-0.75,0.05998,0.05998,0.05998,0.05998,0.34199,2.75997,0.34199,2.75997,3.08,3.08,1498600000,565000000,22.93058,60.82082,41.8757,4.27886,4.20996,4.24441,2.0602,USD,1,0.435,0.435,0.4075,0.4075,62.3,53.19,67.98,60.14797,3.57789,17.12728,-8.3554,1.23191,3.49527,1.24773,1.26084,0.17726,0.11115,0.80579,0.86684,0.83164,0.85965,1.26429,0.15421,0.84632,0.85565,1.05997,None
