"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
LBTYK,Liberty Global plc,Communication Services,United Kingdom,241664.63555,11813266666.66667,2115606666.66667,3417460000.0,292720000.0,1204163333.33333,7615363333.33333,11813266666.66667,2115606666.66667,3417460000.0,292720000.0,1204163333.33333,7615363333.33333,2.244,2.244,12.61566,13.2463,12.77332,1.19432,12.77332,5.975,-0.09374,0.18539,1.0,0.16295,2.5,0.1491,0.84892,2.03,-2.027,26.62,-0.07615,1.10813,371439008,-1192400000,-3.21022,23000,28548521984,15191316480,-51843.47826,0.459,0.00978,-0.1767,0.00978,-0.1767,0.00978,0.30008,2.55038,0.00978,1.09891,1,1,4630813333.33333,1059100000.0,6.1649,26.95545,16.56018,4.38758,3.16349,3.77553,1.94307,USD,1.0,0,0,0,0,0.14004,18.36,28.7,25.1286,5.93506,44.98911,-7.24739,1.59768,16.63171,1.27267,1.30946,0.66066,0.9996,1.90669,1.07594,0.9874,1.19512,1.30106,0.84013,1.50131,1.10126,1.20116,None
AMCX,AMC Networks Inc.,Communication Services,United States,280556.10048,2900698733.33333,320364400.0,707289933.33333,80883533.33333,200623966.66667,1803994333.33333,2900698733.33333,320364400.0,707289933.33333,80883533.33333,200623966.66667,1803994333.33333,1.698,1.698,12.51874,8.49873,11.51374,1.0172,11.51374,5.693,0.09318,0.2746,2.5,0.49688,4.375,0.3857,1.06475,7.86,5.336,56.77,0.09399,4.1873,30731300,258332992,8.40618,2002,4706712576,2820008960,129037.45854,0.267,-0.67656,-0.15602,-0.14197,-0.15602,-0.14197,0.16124,1.85622,0.115,1.03443,-0.55,5.5,634913533.33333,129596933.33333,7.41316,36.31809,21.86562,9.79654,6.41305,8.1048,2.84689,USD,1.0,0,0,0,0,0.65849,20.16,83.63,48.36029,17.38969,181.59722,-32.11766,1.15362,2.35704,1.20138,1.23644,0.47708,0.03626,0.74296,0.76879,2.44547,2.44153,1.22891,0.26667,0.76588,2.4535,1.8412,None
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,United States,299387.65623,3670027200.0,92436066.66667,967691466.66667,48698666.66667,70567366.66667,2318859333.33333,3670027200.0,92436066.66667,967691466.66667,48698666.66667,70567366.66667,2318859333.33333,1.187,1.187,19.08671,13.14488,17.60125,0.96454,17.60125,11.484,0.051,0.05874,2.5,0.12799,2.5,0.10721,0.71057,2.83,1.949,37.14,0.05248,2.38141,98235104,193224992,1.96696,9500,4497941504,3654345984,20339.47284,-0.576,-0.03354,-0.576,-0.03354,-0.576,-0.03354,-0.576,0.474,-0.03354,1.01646,0.05,0.05,305226066.66667,63680133.33333,14.73643,70.63336,42.68489,1.1813,1.38222,1.28176,1.13215,USD,1.0,0,0,0,0,0.74448,14.41,41.95,32.82809,13.13483,157.73768,-11.46603,1.65069,20.22986,2.0182,1.7249,0.00598,0.0013,1.20353,1.3577,1.7557,1.42929,1.88155,0.01364,1.29061,1.6025,1.74202,None
DISCA,"Discovery, Inc. - Series A",Communication Services,United States,330157.48584,10528200000.0,1258600000.0,2769533333.33333,205000000.0,731800000.0,6648866666.66667,10528200000.0,1258600000.0,2769533333.33333,205000000.0,731800000.0,6648866666.66667,3.308,3.308,28.2453,9.70769,23.6109,1.44064,23.6109,9.386,0.09109,0.11467,1.0,0.18628,2.5,0.16222,1.25121,3.25,1.117,31.63,0.03531,1.91212,168748992,878000000,5.20299,9800,35658584064,15530045440,89591.83673,-0.629,0.02556,0.15339,0.02556,0.15339,0.02556,-0.4334,0.6166,0.02556,1.1778,1.23,1.23,2819266666.66667,471666666.66667,12.64818,75.60124,44.12471,2.29697,2.01786,2.15742,1.46881,USD,1.0,0,0,0,0,0.20956,19.07,78.14,40.58044,-22.05604,65.86261,-59.52137,0.42526,0.42626,1.53361,1.58272,0.60235,0.86602,0.23521,0.35599,1.98743,1.91303,1.56817,0.74418,0.3056,1.96023,1.7642,None
AKAM,"Akamai Technologies, Inc.",Technology,United States,464421.2071,3005176200.0,479205600.0,833814466.66667,145213400.0,312209500.0,1919495333.33333,3005176200.0,479205600.0,833814466.66667,145213400.0,312209500.0,1919495333.33333,6.182,6.182,32.62995,19.16337,29.2633,5.77688,9.75443,19.022,0.17995,5.48427,34.80469,0.43629,2.5,3.29423,0.92456,6.06,3.559,114.56,0.03107,4.38706,162992000,589603008,3.61737,8300,20255344640,18928261120,71036.50699,0.264,0.04388,0.13046,0.04388,0.13046,0.04388,0.23062,2.20308,0.04388,1.26941,1.48,1.48,1118056866.66667,284356866.66667,18.11656,71.23213,44.67434,0.80516,0.81917,0.81216,0.9012,USD,1.0,0,0,0,0,0.10814,92.64,124.91,105.4264,8.66348,23.66149,-8.28597,1.35854,6.2868,2.29846,2.22102,0.73573,0.45389,1.65314,1.91836,2.69137,2.93006,2.26974,0.60481,1.79575,2.82072,2.54523,None
MOH,Molina Healthcare Inc,Healthcare,United States,520299.2344,17872866666.66667,615600000.0,5607600000.0,173733333.33333,394666666.66667,11740233333.33333,17872866666.66667,615600000.0,5607600000.0,173733333.33333,394666666.66667,11740233333.33333,0.516,0.516,20.43664,15.12758,19.10937,0.71363,19.10937,9.598,0.03548,0.035,1.0,0.19004,6.25,0.13373,0.97385,16.46,12.184,250.37,0.04866,6.71756,58400000,723000000,12.38014,10500,10519512064,14541599744,68857.14286,0.281,0.01361,0.12286,0.01361,0.12286,0.01361,0.24146,2.25732,0.01361,1.11803,1.34,1.34,1133600000.0,669133333.33333,9.27974,15.7211,12.50042,3.35039,3.40545,3.37792,1.83791,USD,1.0,0,0,0,0,0.45759,151.4,273.01,228.85088,9.40312,65.36988,-8.29274,1.62766,18.59455,1.31098,1.29769,0.20237,0.06624,4.55311,3.29757,1.62581,1.64151,1.31434,0.14431,3.93534,1.64366,1.479,None
HAE,Haemonetics Corporation,Healthcare,United States,585778.02646,917113400.0,73164400.0,225084333.33333,9728600.0,41446500.0,571098866.66667,917113400.0,73164400.0,225084333.33333,9728600.0,41446500.0,571098866.66667,3.955,3.955,35.53548,17.76774,31.09355,3.23412,31.09355,17.451,0.0913,1.2418,15.46875,0.04341,1.0,0.75189,0.98829,3.1,1.55,55.25,0.02805,3.82952,50953400,79469000,1.55964,9000271,3442589184,2815177472,2941.75339,0.07091,-0.67784,0.07091,0.06098,0.07091,0.06098,0.07091,1.40455,0.06098,1.02163,4.21,4.21,136148000.0,23177466.66667,25.28564,148.53173,86.90868,1.26624,1.25544,1.26084,1.12287,USD,1.0,0,0,0,0,50.24025,49.26,142.11,106.10809,-47.93045,12.15997,-61.12167,0.12903,0.13003,1.83899,1.84668,0.01677,0.1064,0.2869,0.4464,2.46103,2.79959,1.85284,0.02405,0.37665,2.64031,2.24657,None
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,United States,599676.03323,838908400.0,220403866.66667,246920000.0,107520000.0,163961933.33333,542914200.0,838908400.0,220403866.66667,246920000.0,107520000.0,163961933.33333,542914200.0,8.111,8.111,23.06696,23.5975,23.1996,8.53663,23.1996,27.431,0.38454,2.33405,13.92188,0.43443,1.0,1.5228,1.0279,4,4.092,94.18,0.04345,7.39849,94546000,402000000,4.2519,865,8478959616,8924196864,464739.88439,8.2946,-0.65245,0.6973,0.2255,0.6973,0.2255,6.39528,33.02638,6.41105,33.10522,1.46,1.46,168297933.33333,75860000.0,50.38065,111.77115,81.0759,0.79022,0.59821,0.69422,0.8332,USD,1.0,0,0,0,0,87.41447,86.02,136.26,99.23625,-2.25367,9.48617,-30.88214,0.32484,0.32584,2.42172,2.73149,1.14175,4.29836,17.9978,17.446,5.09264,4.88557,2.5866,2.73005,17.7319,4.9991,3.79285,None
LKQ,LKQ Corporation,Consumer Cyclical,United States,604640.65693,11769688866.66667,584426933.33333,3060235400.0,223807333.33333,404117133.33333,7414962133.33333,11769688866.66667,584426933.33333,3060235400.0,223807333.33333,404117133.33333,7414962133.33333,1.591,1.591,20.23666,15.01488,18.93122,1.29201,18.93122,12.764,0.06435,0.12466,2.5,0.18137,2.5,0.15845,1.00034,3.36,2.493,50.18,0.04968,2.61088,302160000,758380032,2.50986,44000,18774413312,15243972608,17235.90982,0.832,0.00075,0.05661,0.00075,0.05661,0.00075,0.63815,4.24077,0.00075,1.05374,0.43,0.43,1183164666.66667,438578600.0,15.86796,42.80741,29.33769,1.30354,1.18913,1.24634,1.11639,USD,1.0,0,0,0,0,0.69241,24,51.68,41.20235,21.78916,109.08333,-2.90248,1.89162,45.81433,1.78402,1.84857,0.25969,0.27341,0.23994,0.24919,2.20504,1.94023,1.8263,0.27655,0.25457,2.08264,1.95447,None
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Ireland,676370.01394,2197074466.66667,358962666.66667,619128533.33333,127972066.66667,243467366.66667,1408101500.0,2197074466.66667,358962666.66667,619128533.33333,127972066.66667,243467366.66667,1408101500.0,3.986,3.986,19.12828,9.26695,16.66295,4.32084,16.66295,9.137,0.21272,0.95637,5.625,0.51725,2.5,0.73467,0.99203,18.73,9.074,173.45,0.05231,2.59933,60694000,518280992,8.53925,1940,9710360576,10527385600,267155.15052,-0.19731,0.05566,-0.19731,0.05566,-0.19731,0.05566,-0.19731,0.85269,0.05566,1.32829,0.38,0.38,839578866.66667,248223800.0,11.56575,39.11938,25.34256,0.80477,0.80223,0.8035,0.89638,USD,1.0,0,0,0,0,0.55854,101.81,182.56,162.97133,6.42976,70.36637,-4.99014,1.77437,31.20745,2.24566,2.24997,2.89205,2.25159,0.88891,1.23128,4.20513,4.30907,2.25782,2.58182,1.07009,4.2671,3.26246,None
BERY,"Berry Global Group, Inc.",Consumer Cyclical,United States,692943.95894,10134466666.66667,494666666.66667,3228666666.66667,169933333.33333,332300000.0,6681566666.66667,10134466666.66667,494666666.66667,3228666666.66667,169933333.33333,332300000.0,6681566666.66667,1.559,1.559,13.4193,10.86709,12.78125,0.74573,12.78125,8.461,0.0561,0.27673,5.625,0.32949,6.25,0.28536,0.97871,6.32,5.118,68.4,0.07482,3.4989,134900000,697000000,5.16679,47000,19375085568,9264931840,14829.78723,0.437,-0.66468,0.08943,0.10318,0.08943,0.10318,0.35011,2.80053,1.22249,1.56591,0.85,0.85,1335133333.33333,359466666.66667,14.51172,53.89953,34.20563,7.37921,6.01411,6.69666,2.58779,USD,1.0,0,0,0,0,61.41034,40.08,70.9,58.90993,16.10946,70.65868,-3.52609,1.83777,38.52509,1.13934,1.16828,0.35016,0.1868,0.08255,0.06723,1.788,1.7461,1.16381,0.27848,0.08489,1.77705,1.47043,None
MRCY,Mercury Systems Inc,Industrials,United States,727567.08321,692454133.33333,65295800.0,235078600.0,15642933.33333,40469366.66667,463766366.66667,692454133.33333,65295800.0,235078600.0,15642933.33333,40469366.66667,463766366.66667,4.282,4.282,51.03156,25.39847,44.62329,4.18057,44.62329,23.863,0.08011,1.41611,15.46875,0.16779,2.5,0.87859,0.95702,2.61,1.299,65.5,0.01983,2.51499,56161200,71343000,1.27033,2359,3813551104,3722926080,30242.89953,-0.337,0.10947,0.22192,0.10947,0.22192,0.10947,-0.19727,0.85273,0.10947,1.59734,3.09,3.09,97155200.0,23721333.33333,39.25216,160.76462,100.00839,0.17331,0.29558,0.23444,0.4842,USD,1.0,0,0,0,0,-0.26938,52.4,92.89,72.92574,-10.1826,25.0,-29.48649,0.64707,0.64807,7.74676,4.63539,0.09889,0.433,0.19163,0.0987,5.11469,3.81985,6.20108,0.27594,0.15517,4.47727,5.33917,None
SWI,SolarWinds Corporation,Technology,United States,728646.78152,951881533.33333,70291333.33333,258958066.66667,34094733.33333,52193033.33333,605419800.0,951881533.33333,70291333.33333,258958066.66667,34094733.33333,52193033.33333,605419800.0,6.661,6.661,34.51883,15.86538,29.85547,5.06179,9.95182,33.12,0.14662,0.14454,2.25,0.1284,1.0,0.15342,0.98469,1.04,0.478,16.52,0.02893,1.76395,315731008,149936000,0.47489,3342,6855156224,5209561600,44864.1532,0.72287,0.05109,0.72287,0.05109,0.72287,0.05109,0.72287,4.66435,0.05109,1.30547,2.17,2.17,336890466.66667,62621933.33333,20.34832,109.46893,64.90863,0.32421,0.91112,0.61766,0.78592,USD,1.0,0,0,0,0,-0.15282,13.98,24.34,17.44206,-5.28641,18.16881,-32.12818,0.49035,0.49135,1.98749,2.09868,0.00962,0.01099,0.51235,0.79139,1.01854,1.1206,2.05309,0.0203,0.66187,1.07957,1.56633,None
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,United States,739033.53777,5957913066.66667,224908533.33333,1587259733.33333,75030400.0,149969466.66667,3772586400.0,5957913066.66667,224908533.33333,1587259733.33333,75030400.0,149969466.66667,3772586400.0,0.697,0.697,11.73118,13.00943,12.05074,0.50926,12.05074,8.792,0.04356,0.20871,5.625,0.11828,2.5,0.16928,1.04976,2.12,2.351,27.56,0.0853,3.37164,118132000,278688000,2.35912,33000,4459371520,3258080512,8445.09091,1.0363,-0.66915,0.17197,0.05849,0.17197,0.05849,0.82022,1.02174,0.82889,1.34245,1.08,1.08,418096333.33333,88579733.33333,10.66589,50.34302,30.50446,2.48733,2.17196,2.32965,1.52632,USD,1.0,0,0,0,0,23.465,18.21,28.63,23.34118,18.07459,51.34541,-8.45267,1.79463,33.40745,1.43555,1.46616,0.11457,0.14875,0.12813,0.15314,0.95924,1.06429,1.46086,0.14166,0.15063,1.02176,1.24131,None
ST,Sensata Technologies Holding pl,Technology,United States,766252.81069,3234475666.66667,270099400.0,887954600.0,68496600.0,169298000.0,2061215133.33333,3234475666.66667,270099400.0,887954600.0,68496600.0,169298000.0,2061215133.33333,3.612,3.612,45.84211,15.05432,38.14516,2.99952,12.71505,16.444,0.06521,0.20382,2.5,0.18564,2.5,0.18883,1.02483,4.05,1.33,59.69,0.02228,3.4499,158110000,209588000,1.32558,19000,11607156736,9639966720,11030.94737,5.373,-0.6784,-0.22685,-0.20757,-0.22685,-0.20757,3.97304,20.91519,3.57233,18.92527,0.63,0.63,583681333.33333,147979733.33333,19.88612,78.43748,49.1618,1.79069,1.87252,1.83161,1.35337,USD,1.0,0,0,0,0,5.80624,34.42,64.8,56.10691,6.38618,73.41662,-7.8858,1.66359,21.19751,1.5613,1.53421,0.3698,0.42768,0.31165,0.41969,2.48396,3.41476,1.55775,0.40874,0.37567,2.95936,2.25856,None
ICUI,"ICU Medical, Inc.",Healthcare,United States,1064617.46877,1288370466.66667,81688666.66667,317779000.0,24219733.33333,52954200.0,803074733.33333,1288370466.66667,81688666.66667,317779000.0,24219733.33333,52954200.0,803074733.33333,3.136,3.136,47.53985,26.11675,42.18407,3.45138,42.18407,18.591,0.07439,0.16003,2.5,0.1904,2.5,0.17515,0.96964,7.88,4.329,205.02,0.02112,2.86785,21218800,93767000,4.41905,7900,3953144576,4350262272,11869.24051,0.41,-0.00756,0.05748,-0.00756,0.05748,-0.00756,0.32187,2.65935,-0.00756,1.04244,1.84,1.84,177636066.66667,60323800.0,22.25418,65.53209,43.89313,0.2044,0.17872,0.19156,0.43767,USD,1.0,0,0,0,0,0.01179,170.57,227.07,206.47949,-0.70685,20.19699,-9.71066,1.21947,3.2887,6.02129,6.75884,1.00401,1.25793,2.71519,3.37139,4.22883,4.84825,6.40007,1.14097,3.05329,4.54854,5.4743,None
XOG,"Extraction Oil & Gas, Inc.",Energy,United States,1257492.57116,671897666.66667,-1036964800.0,210808133.33333,301794933.33333,-367584933.33333,441352900.0,671897666.66667,-1036964800.0,210808133.33333,301794933.33333,-367584933.33333,441352900.0,2.185,2.185,-3.82594,9.36535,963.22827,2.1808,963.22827,5.919,-0.49163,-1.71533,0.0,1.69572,4.375,0.59347,1.0743,5.83,-10.304,53.06,-0.1942,2.20847,25757500,-1198032000,-46.51197,125,1408871424,1406359424,-9584256.0,332.515,-0.11107,-0.11844,-0.11107,-0.11844,-0.11107,249.35664,1247.8332,-0.11107,0.93893,1,1,403097266.66667,123358200.0,3.49512,11.42098,7.45805,1.19993,-3.54827,1345.61526,36.68263,USD,1.0,0,0,0,0,0.76867,18,55.035,37.78747,40.41692,194.77778,-3.58863,1.89334,46.06567,1.12789,1.39227,0.21243,0.44414,0.03352,0.04641,0.48585,0.41309,1.27008,0.33829,0.04996,0.45947,0.86478,None
CTLT,"Catalent, Inc.",Healthcare,United States,1290190.71073,2788573333.33333,172813333.33333,980573333.33333,168466666.66667,170640000.0,1884573333.33333,2788573333.33333,172813333.33333,980573333.33333,168466666.66667,170640000.0,1884573333.33333,5.241,5.241,34.25669,29.57895,33.08725,4.5861,33.08725,22.483,0.14819,0.34112,5.625,0.41773,2.5,0.36734,1.00079,3.42,2.953,100.61,0.02935,4.63952,170342000,494400000,2.9024,13900,19690700800,17231798272,35568.34532,10.091,0.07402,0.18312,0.07402,0.18312,0.07402,7.61403,39.12016,0.07402,1.42011,2.23,2.23,370780000.0,91206666.66667,53.10616,215.89103,134.49859,2.07785,1.298,1.68793,1.2992,USD,1.0,0,0,0,0,0.33559,67.97,127.68,107.25699,-6.19726,48.02119,-21.20144,1.09328,1.70765,1.65408,1.86308,0.31782,0.45142,0.34262,0.52477,2.36143,2.46761,1.76858,0.39462,0.44369,2.42452,2.09655,None
SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,United States,1357983.36297,4758916666.66667,197068266.66667,1342305333.33333,70811133.33333,133939700.0,3050611000.0,4758916666.66667,197068266.66667,1342305333.33333,70811133.33333,133939700.0,3050611000.0,1.688,1.688,48.67786,17.24535,40.81973,1.4991,40.81973,20.16,0.03084,0.10122,2.5,0.11926,2.5,0.11148,0.97397,2.69,0.953,46.63,0.02044,2.7934,134172000,148036000,1.10333,5900,8102274560,7196109312,25090.84746,1.008,-0.6762,-0.26204,-0.23703,-0.26204,-0.23703,0.69049,4.50246,0.62025,1.03804,0.35,0.35,376951533.33333,70688066.66667,21.49421,114.62012,68.05716,1.0317,1.24411,1.13791,1.06673,USD,1.0,0,0,0,0,42.94792,27.03,53.14,40.04963,16.43053,72.51202,-12.25066,1.50134,11.45184,2.20391,1.88366,0.22641,0.27857,1.31276,1.53917,2.70065,2.74118,2.05379,0.26249,1.43596,2.73092,2.39235,None
HSIC,"Henry Schein, Inc.",Healthcare,United States,1731611.63553,9907665600.0,499156600.0,2895151933.33333,144740333.33333,321948466.66667,6401408766.66667,9907665600.0,499156600.0,2895151933.33333,144740333.33333,321948466.66667,6401408766.66667,1.183,1.183,25.38286,17.90805,23.51416,1.0325,23.51416,15.933,0.04141,0.2839,5.625,0.13339,2.75,0.21626,0.9826,4.35,3.069,77.96,0.03937,3.27793,140696000,438262016,3.11496,20000,12560478208,10960218112,21913.1008,0.274,0.01633,-0.09481,0.01633,-0.09481,0.01633,0.1818,1.95899,0.01633,1.13163,1.09,1.09,621503666.66667,154263933.33333,20.20982,81.422,50.81591,1.14782,1.038,1.09291,1.04543,USD,1.0,0,0,0,0,0.16428,54.25,83.45,69.77242,11.73469,43.70507,-6.57879,1.62397,18.34308,2.15616,2.26735,1.35798,0.33949,0.6617,0.35335,1.57702,1.63658,2.22176,0.85874,0.51753,1.6168,1.91928,None
WCC,"WESCO International, Inc.",Industrials,United States,1887739.01968,10405056733.33333,154422000.0,3947832533.33333,45346800.0,99884400.0,7176444633.33333,10405056733.33333,154422000.0,3947832533.33333,45346800.0,99884400.0,7176444633.33333,0.703,0.703,66.08485,12.67907,52.7334,0.38002,52.7334,13.107,0.0087,0.0934,5.625,0.01059,1.0,0.06764,0.95805,8.6,1.65,108.52,0.0152,1.60596,50182500,80840000,1.61092,18000,10122259456,5471899648,4491.11111,0.72,0.11723,-0.19583,0.11723,-0.19583,0.11723,0.49104,3.50521,0.11723,1.63613,1.24,1.24,399432000.0,142503466.66667,25.34163,71.03167,48.18665,1.92446,2.55208,2.23827,1.49608,USD,1.0,0,0,0,0,1.68747,32.04,111.95,85.2389,27.31276,238.70162,-3.06387,1.91415,49.18815,1.59516,1.39143,0.54098,0.39036,0.16289,0.20055,2.06199,2.03363,1.5033,0.47567,0.19172,2.05781,1.78055,None
VSAT,"ViaSat, Inc.",Technology,United States,4329463.59653,2201129933.33333,-11591400.0,580502400.0,5162200.0,-3214600.0,1390816166.66667,2201129933.33333,-11591400.0,580502400.0,5162200.0,-3214600.0,1390816166.66667,2.58,2.58,977.85706,547.6,870.29279,1.76043,290.0976,14.709,0.00164,-0.00633,0.0,0.10387,12.03125,0.06892,0.84481,0.1,0.056,53.97,0.00104,1.5959,72529696,3691000,0.05089,5800,5821045248,3971726080,636.37931,3.639,0.02755,0.85502,0.02755,0.85502,0.02755,2.94301,15.76503,0.02755,1.18775,1,1,571946600.0,184284866.66667,10.1776,31.58721,20.88241,1.24107,1.26509,1.25308,1.11941,USD,1.0,0,0,0,0,0.13813,29.82,61.35,45.48787,18.64702,80.98592,-12.02934,1.53187,12.92227,1.82919,1.8017,0.09344,0.08464,2.74388,2.63767,1.53867,1.47932,1.82544,0.09904,2.70077,1.51899,1.67222,None
GOOGL,Alphabet Inc.,Communication Services,United States,4711014.21906,166142466666.66666,35577200000.0,53383133333.33334,15586733333.33333,25581966666.66667,109762800000.0,166142466666.66666,35577200000.0,53383133333.33334,15586733333.33333,25581966666.66667,109762800000.0,7.534,7.534,31.89726,25.22734,30.22978,8.25139,30.22978,23.52,0.26115,3.27648,15.46875,3.47507,12.03125,2.9692,0.81055,94.88,75.04,2347.58,0.03196,6.98357,300747008,51363000320,170.78474,139995,1481826631680,1622900342784,366891.67699,1.623,0.07322,0.12072,0.07322,0.12072,0.07322,1.24743,7.28715,0.07322,1.41612,1.25,1.25,58140333333.33334,19534600000.0,25.48707,75.85651,50.67179,0.3922,0.41837,0.40528,0.63662,USD,1.0,0,0,0,0,0.62121,1351.65,2431.38,2030.0824,15.63964,73.68254,-3.4466,1.84478,39.41503,3.60037,3.39804,0.21128,0.23627,0.25962,0.29578,3.40057,3.15569,3.5092,0.23377,0.2877,3.28813,3.39867,None
BIIB,Biogen Inc.,Healthcare,United States,4837120.74087,13616540000.0,4463953333.33333,2893080000.0,510553333.33333,2487253333.33333,8254810000.0,13616540000.0,4463953333.33333,2893080000.0,510553333.33333,2487253333.33333,8254810000.0,3.621,3.621,14.83282,14.19345,14.67298,3.41787,14.67298,11.011,0.23894,0.81405,2.5,0.42573,2.5,0.63094,0.86782,20.16,19.291,272.55,0.07078,4.03406,150555008,3011699968,20.00398,9100,45642620928,43079811072,330956.04044,-0.707,-0.67531,-0.02996,-0.02728,-0.02996,-0.02728,-0.53774,0.51226,-0.48428,1.04687,-1.19,11.9,5271946666.66667,599620000.0,8.65764,76.11924,42.38844,1.15591,1.26554,1.21073,1.10033,USD,1.0,0,0,0,0,240.62347,223.25,363.92,264.86618,2.90102,22.08287,-25.10717,0.70093,0.70193,1.88278,1.78952,0.50727,0.54065,0.63515,0.55713,1.9061,2.06196,1.84615,0.53396,0.60614,1.99403,1.92009,None
KEYS,Keysight Technologies Inc.,Technology,United States,5323699.84314,4128333333.33333,528800000.0,1195933333.33333,185733333.33333,357266666.66667,2662133333.33333,4128333333.33333,528800000.0,1195933333.33333,185733333.33333,357266666.66667,2662133333.33333,5.733,5.733,37.26659,23.04644,33.71155,5.92132,11.23718,21.008,0.16213,1.94153,15.46875,0.38859,2.5,1.25363,0.90958,6.46,3.995,145.03,0.02755,7.7461,184226000,751000000,4.07651,14000,26554646528,27427567616,53642.85714,1.62,0.02327,0.20221,0.02327,0.20221,0.02327,1.26555,7.37777,0.02327,1.16637,1.74,1.74,903866666.66667,350333333.33333,29.37894,75.79823,52.58859,1.24593,1.15573,1.20083,1.09582,USD,1.0,0,0,0,0,0.40984,90.62,155.5,138.11736,5.0049,60.04193,-6.73312,1.67725,22.26318,1.80798,1.86566,0.45633,0.46862,1.24894,1.24082,2.91348,3.02472,1.84682,0.47248,1.25488,2.9791,2.41296,None
BKI,"Black Knight, Inc.",Technology,United States,5325754.11467,1193093333.33333,204486666.66667,338953333.33333,61060000.0,132773333.33333,766023333.33333,1193093333.33333,204486666.66667,338953333.33333,61060000.0,132773333.33333,766023333.33333,10.772,10.772,42.18894,28.60938,38.79405,8.84039,12.93135,30.664,0.20663,0.95681,5.625,1.14142,6.25,0.96513,0.91761,2.56,1.736,73.14,0.02374,4.35253,156614000,268100000,1.71185,5700,13976695808,11470408704,47035.08772,2.3939,-0.67235,0.17085,0.0265,0.17085,0.0265,1.83813,1.56356,1.83051,1.18249,3.06,3.06,403900000.0,99546666.66667,34.60435,140.40345,87.5039,1.09077,1.09393,1.09235,1.04515,USD,1.0,0,0,0,0,66.38144,68.33,97.19,80.29213,-8.90764,7.03937,-24.74534,0.33333,0.33433,2.02401,2.11065,0.11481,0.13952,0.66994,0.65085,1.01651,1.28132,2.07733,0.13717,0.6704,1.15891,1.61812,None
ETSY,"Etsy, Inc.",Consumer Cyclical,United States,5452568.59346,1248475533.33333,227621733.33333,547085400.0,134948466.66667,181285100.0,897780466.66667,1248475533.33333,227621733.33333,547085400.0,134948466.66667,181285100.0,897780466.66667,10.716,10.716,46.6288,44.37297,46.06484,10.18827,46.06484,38.205,0.23459,0.94872,5.625,0.61375,2.5,0.761,0.85567,3.7,3.521,165.74,0.02124,30.44317,127103000,480489984,3.78032,1508,21948528640,20867770368,318627.31034,10.481,0.26913,0.35169,0.26913,0.35169,0.26913,7.94867,40.79336,0.26913,2.39564,1.39,1.39,448418600.0,183547133.33333,48.94652,119.5798,84.26316,2.14043,2.4786,2.30951,1.51971,USD,1.0,0,0,0,0,1.16739,74.82,251.86,192.50941,-13.90551,121.51831,-34.1936,1.02711,1.17411,1.5672,1.40585,0.55345,0.52528,0.18233,0.56637,4.62059,4.42501,1.49653,0.54937,0.38435,4.5328,3.01466,None
